index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
7698,7936,2.1%,,GR,Tuesday January 30 2018,5.1%,12:00 PM,PPI YoY,DEC,5.5%,
7699,7937,3.7,,ES,Tuesday January 30 2018,2.8,12:20 PM,Business Confidence,JAN,2.6,
7700,7938,0.66%,,IT,Tuesday January 30 2018,,12:30 PM,5-Year BTP Auction,,0.60%,
7701,7939,2.06%,,IT,Tuesday January 30 2018,,12:30 PM,10-Year BTP Auction,,1.86%,
7702,7940,-1%,-0.7%,DE,Tuesday January 30 2018,-0.6%,03:00 PM,Harmonised Inflation Rate MoM Prel,JAN,0.8%,
7703,7941,1.4%,1.6%,DE,Tuesday January 30 2018,1.7%,03:00 PM,Harmonised Inflation Rate YoY Prel,JAN,1.6%,
7704,7942,1.6%,1.7%,DE,Tuesday January 30 2018,1.8%,03:00 PM,Inflation Rate YoY Prel,JAN,1.7%,
7705,7943,-0.7%,-0.6%,DE,Tuesday January 30 2018,-0.4%,03:00 PM,Inflation Rate MoM Prel,JAN,0.6%,
7706,7944,3.2%,,US,Tuesday January 30 2018,,03:55 PM,Redbook YoY,27/JAN,3.8%,
7707,7945,0%,,US,Tuesday January 30 2018,,03:55 PM,Redbook MoM,27/JAN,0%,
7708,7946,6.4%,6.4%,US,Tuesday January 30 2018,6.4%,04:00 PM,S&P/Case-Shiller Home Price YoY,NOV,6.3%,Previous revised from 6.4%
7709,7947,0.2%,0.4%,US,Tuesday January 30 2018,0.3%,04:00 PM,S&P/Case-Shiller Home Price MoM,NOV,0.2%,
7710,7948,125.4,123.1,US,Tuesday January 30 2018,,05:00 PM,CB Consumer Confidence,JAN,123.1,Previous revised from 122.1
7711,7949,,,GB,Tuesday January 30 2018,,05:30 PM,BoE Carney Speech,,,
7712,7950,,,EA,Tuesday January 30 2018,,06:30 PM,ECB Mersch Speech,,,
7713,7951,1.44%,,US,Tuesday January 30 2018,,06:30 PM,4-Week Bill Auction,,1.23%,
7714,7952,1.83%,,US,Tuesday January 30 2018,,06:30 PM,52-Week Bill Auction,,1.78%,
7715,7953,3.229M,,US,Tuesday January 30 2018,-1.8M,11:30 PM,API Crude Oil Stock Change,26/JAN,4.755M,
7716,7954,-2.4%,,SG,Monday January 29 2018,,07:00 AM,Export Prices YoY,DEC,0.8%,
7717,7955,-0.5%,,SG,Monday January 29 2018,,07:00 AM,Import Prices YoY,DEC,4.1%,Previous revised from 4.0%
7718,7956,0.6%,,SG,Monday January 29 2018,5.4%,07:00 AM,PPI YoY,DEC,5.4%,Previous revised from 5.3%
7719,7957,0.3%,0.3%,DE,Monday January 29 2018,0.3%,09:00 AM,Import Prices MoM,DEC,0.8%,
7720,7958,1.1%,2.7%,DE,Monday January 29 2018,2.8%,09:00 AM,Import Prices YoY,DEC,2.7%,
7721,7959,-0.6%,,ES,Monday January 29 2018,0.4%,10:00 AM,Retail Sales MoM,DEC,1.2%,Previous revised from 1.3%
7722,7960,1.2%,2%,ES,Monday January 29 2018,2.5%,10:00 AM,Retail Sales YoY,DEC,1.9%,Previous revised from 2%
7723,7961,61.3,,AT,Monday January 29 2018,64,11:00 AM,Bank Austria Manufacturing PMI,JAN,64.3,
7724,7962,0%,,IT,Monday January 29 2018,0.2%,11:00 AM,PPI MoM,DEC,0.4%,
7725,7963,2%,,IT,Monday January 29 2018,2.1%,11:00 AM,PPI YoY,DEC,2.5%,
7726,7964,,,EA,Monday January 29 2018,,12:00 PM,ECB Praet Speech,,,
7727,7965,,,EA,Monday January 29 2018,,12:45 PM,ECB Lautenschläger Speech,,,
7728,7966,-0.417%,,IT,Monday January 29 2018,,12:45 PM,6-Month BOT Auction,,-0.456%,
7729,7967,0.2%,0.2%,US,Monday January 29 2018,,03:30 PM,Core PCE Price Index MoM,DEC,0.1%,
7730,7968,1.5%,1.5%,US,Monday January 29 2018,,03:30 PM,Core PCE Price Index YoY,DEC,1.5%,
7731,7969,0.1%,,US,Monday January 29 2018,,03:30 PM,PCE Price Index MoM,DEC,0.2%,
7732,7970,1.7%,,US,Monday January 29 2018,,03:30 PM,PCE Price Index YoY,DEC,1.8%,
7733,7971,0.4%,0.3%,US,Monday January 29 2018,0.3%,03:30 PM,Personal Income MoM,DEC,0.3%,
7734,7972,0.4%,0.5%,US,Monday January 29 2018,0.4%,03:30 PM,Personal Spending MoM,DEC,0.8%,Previous revised from 0.6%
7735,7973,-0.561%,,FR,Monday January 29 2018,,04:00 PM,3-Month BTF Auction,JAN/29,-0.589%,
7736,7974,-0.558%,,FR,Monday January 29 2018,,04:00 PM,12-Month BTF Auction,JAN/29,-0.568%,
7737,7975,-0.570%,,FR,Monday January 29 2018,,04:00 PM,6-Month BTF Auction,JAN/29,-0.576%,
7738,7976,33.4,25.3,US,Monday January 29 2018,23,05:30 PM,Dallas Fed Manufacturing Index,JAN,29.7,
7739,7977,,,EA,Monday January 29 2018,,06:00 PM,ECB Cœuré Speech,,,
7740,7978,1.425%,,US,Monday January 29 2018,,06:30 PM,3-Month Bill Auction,,1.430%,
7741,7979,1.625%,,US,Monday January 29 2018,,06:30 PM,6-Month Bill Auction,,1.615%,
7742,7980,0.9%,0.9%,JP,Friday January 26 2018,0.9%,01:30 AM,Core Inflation Rate YoY,DEC,0.9%,
7743,7981,0.7%,0.8%,JP,Friday January 26 2018,,01:30 AM,Tokyo Core CPI YoY,JAN,0.8%,
7744,7982,1.3%,1.1%,JP,Friday January 26 2018,,01:30 AM,Tokyo CPI YoY,JAN,1%,
7745,7983,0.3%,0.3%,JP,Friday January 26 2018,,01:30 AM,Inflation Rate Ex-Food and Energy YoY,DEC,0.3%,
7746,7984,1%,1.1%,JP,Friday January 26 2018,0.8%,01:30 AM,Inflation Rate YoY,DEC,0.6%,
7747,7985,0.2%,,JP,Friday January 26 2018,-0.1%,01:30 AM,Inflation Rate MoM,DEC,0.7%,
7748,7986,,,JP,Friday January 26 2018,,01:50 AM,BoJ Monetary Policy Meeting Minutes,,,
7749,7987,0.8%,,SG,Friday January 26 2018,,02:30 AM,URA Property Index QoQ Final,Q4,0.7%,
7750,7988,21%,,CN,Friday January 26 2018,,03:30 AM,Industrial Profits (YTD) YoY,DEC,21.9%,
7751,7989,2.1%,,SG,Friday January 26 2018,2.2%,04:30 AM,Unemployment Rate Prel,Q4,2.2%,
7752,7990,-3.9%,0.5%,SG,Friday January 26 2018,9.5%,07:00 AM,Industrial Production YoY,DEC,5.6%,Previous revised from 5.3%
7753,7991,-2.0%,1.5%,SG,Friday January 26 2018,1%,07:00 AM,Industrial Production MoM,DEC,-2.1%,Previous revised from -2.3%
7754,7992,113,112,FR,Friday January 26 2018,112,09:45 AM,Business Confidence,JAN,112,
7755,7993,104,106,FR,Friday January 26 2018,104,09:45 AM,Consumer Confidence,JAN,105,
7756,7994,2.8%,2.9%,EA,Friday January 26 2018,2.9%,11:00 AM,Loan Growth YoY,DEC,2.8%,
7757,7995,4.6%,4.9%,EA,Friday January 26 2018,5.1%,11:00 AM,M3 Money Supply YoY,DEC,4.9%,
7758,7996,0.5%,0.5%,GB,Friday January 26 2018,0.5%,11:30 AM,GDP Growth Rate QoQ Prel,Q4,0.4%,
7759,7997,1.5%,1.5%,GB,Friday January 26 2018,1.8%,11:30 AM,GDP Growth Rate YoY Prel,Q4,1.7%,
7760,7998,1.2%,1.5%,CA,Friday January 26 2018,1.4%,03:30 PM,Core Inflation Rate YoY,DEC,1.3%,
7761,7999,1.9%,1.9%,CA,Friday January 26 2018,2%,03:30 PM,Inflation Rate YoY,DEC,2.1%,
7762,8000,-0.4%,-0.3%,CA,Friday January 26 2018,-0.2%,03:30 PM,Inflation Rate MoM,DEC,0.3%,
7763,8001,$-71.6B,$-68.6B,US,Friday January 26 2018,,03:30 PM,Goods Trade Balance Adv,DEC,$-70B,Previous revised from $-69.68B
7764,8002,2.9%,0.8%,US,Friday January 26 2018,0.6%,03:30 PM,Durable Goods Orders MoM,DEC,1.7%,Previous revised from 1.3%
7765,8003,2.2%,0.3%,US,Friday January 26 2018,0.4%,03:30 PM,Durable Goods Orders ex Defense MoM,DEC,1.5%,Previous revised from 1%
7766,8004,0.6%,0.5%,US,Friday January 26 2018,0.3%,03:30 PM,Durable Goods Orders Ex Transp MoM,DEC,0.3%,Previous revised from -0.1%
7767,8005,2.4%,,US,Friday January 26 2018,,03:30 PM,GDP Price Index QoQ Adv,Q4,2.1%,
7768,8006,2.6%,2.7%,US,Friday January 26 2018,2.9%,03:30 PM,GDP Growth Rate QoQ Adv,Q4,3.2%,
7769,8007,1.9%,1.6%,US,Friday January 26 2018,,03:30 PM,Core PCE Prices QoQ Adv,Q4,1.3%,
7770,8008,2.8%,1.8%,US,Friday January 26 2018,,03:30 PM,PCE Prices QoQ Adv,Q4,1.5%,
7771,8009,0.2%,0.6%,US,Friday January 26 2018,0.2%,03:30 PM,Wholesale Inventories MoM Adv,DEC,0.7%,Previous revised from 0.8%
7772,8010,,,JP,Friday January 26 2018,,04:00 PM,BoJ Kuroda Speech,,,
7773,8011,,,GB,Friday January 26 2018,,04:00 PM,BoE Carney Speech,,,
7774,8012,C$-2.8B,,CA,Friday January 26 2018,C$ -1.50B,06:00 PM,Budget Balance,NOV,C$-0.35B,
7775,8013,759,,US,Friday January 26 2018,746.78,08:00 PM,Baker Hughes Oil Rig Count,26/JAN,747,
7776,8014,,,CH,Friday January 26 2018,,,World Economic Forum Annual Meeting,,,
7777,8015,¥411.1B,,JP,Thursday January 25 2018,¥ 338.9B,01:50 AM,Foreign Bond Investment,20/JAN,¥957.8B,Previous revised from ¥953.5B
7778,8016,¥-148.2B,,JP,Thursday January 25 2018,¥ 287.4B,01:50 AM,Stock Investment by Foreigners,20/JAN,¥499.4B,Previous revised from ¥498.7B
7779,8017,11.0,10.8,DE,Thursday January 25 2018,10.8,09:00 AM,GfK Consumer Confidence,FEB,10.8,
7780,8018,3.4%,,AT,Thursday January 25 2018,4.1%,10:00 AM,Industrial Production YoY,NOV,4.6%,Previous revised from 4.4%
7781,8019,16.55%,16.15%,ES,Thursday January 25 2018,15.9%,10:00 AM,Unemployment Rate,Q4,16.39%,Previous revised from 16.38%
7782,8020,117.6,117.1,DE,Thursday January 25 2018,116.9,11:00 AM,IFO Business Climate,JAN,117.2,
7783,8021,127.7,125.4,DE,Thursday January 25 2018,125.1,11:00 AM,IFO Current Conditions,JAN,125.5,Previous revised from 125.4
7784,8022,108.4,109.4,DE,Thursday January 25 2018,109.5,11:00 AM,IFO Expectations,JAN,109.4,Previous revised from 109.5
7785,8023,5.1%,,IT,Thursday January 25 2018,,11:00 AM,Industrial Sales YoY,NOV,6%,
7786,8024,0.3%,,IT,Thursday January 25 2018,,11:00 AM,Industrial Orders MoM,NOV,1.9%,
7787,8025,1.3%,,IT,Thursday January 25 2018,,11:00 AM,Industrial Sales MoM,NOV,1.1%,
7788,8026,8.9%,,IT,Thursday January 25 2018,,11:00 AM,Industrial Orders YoY,NOV,12.5%,
7789,8027,36.115K,39.7K,GB,Thursday January 25 2018,40K,11:30 AM,BBA Mortgage Approvals,DEC,39.007K,Previous revised from 39.507K
7790,8028,12,12,GB,Thursday January 25 2018,15,01:00 PM,CBI Distributive Trades,JAN,20,
7791,8029,-0.4%,-0.4%,EA,Thursday January 25 2018,-0.4%,02:45 PM,Deposit Facility Rate,,-0.4%,
7792,8030,0%,0%,EA,Thursday January 25 2018,0.0%,02:45 PM,ECB Interest Rate Decision,,0%,
7793,8031,0.2%,0.8%,CA,Thursday January 25 2018,0.5%,03:30 PM,Retail Sales MoM,NOV,1.6%,Previous revised from 1.5%
7794,8032,6.5%,,CA,Thursday January 25 2018,6.2%,03:30 PM,Retail Sales YoY,NOV,6.7%,
7795,8033,1.6%,0.9%,CA,Thursday January 25 2018,0.5%,03:30 PM,Retail Sales Ex Autos MoM,NOV,0.8%,
7796,8034,,,EA,Thursday January 25 2018,,03:30 PM,ECB Press Conference,,,
7797,8035,1937K,1925K,US,Thursday January 25 2018,1929K,03:30 PM,Continuing Jobless Claims,13/JAN,1965K,Previous revised from 1952K
7798,8036,233K,236K,US,Thursday January 25 2018,232K,03:30 PM,Initial Jobless Claims,20/JAN,216K,Previous revised from 220K
7799,8037,0.6%,0.5%,US,Thursday January 25 2018,,05:00 PM,CB Leading Index MoM,DEC,0.5%,Previous revised from 0.4%
7800,8038,-9.3%,-7.9%,US,Thursday January 25 2018,-8%,05:00 PM,New Home Sales MoM,DEC,15%,Previous revised from 17.5%
7801,8039,0.625M,0.676M,US,Thursday January 25 2018,0.69M,05:00 PM,New Home Sales,DEC,0.689M,Previous revised from 0.733M
7802,8040,-288Bcf,-272Bcf,US,Thursday January 25 2018,-187.2Bcf,05:30 PM,EIA Natural Gas Stocks Change,19/JAN,-183Bcf,
7803,8041,16,,US,Thursday January 25 2018,,06:00 PM,Kansas Fed Manufacturing Index,JAN,13,Previous revised from 21
7804,8042,2.565%,,US,Thursday January 25 2018,,08:00 PM,7-Year Note Auction,,2.37%,
7805,8043,,,CH,Thursday January 25 2018,,,World Economic Forum Annual Meeting,,,
7806,8044,,,US,Wednesday January 24 2018,,01:30 AM,Fed Evans Speech,,,
7807,8045,¥359B,¥530B,JP,Wednesday January 24 2018,¥430B,01:50 AM,Balance of Trade,DEC,¥112B,Previous revised from ¥113B
7808,8046,9.3%,10.1%,JP,Wednesday January 24 2018,,01:50 AM,Exports YoY,DEC,16.2%,
7809,8047,14.9%,12.3%,JP,Wednesday January 24 2018,,01:50 AM,Imports YoY,DEC,17.2%,
7810,8048,0.3%,,AU,Wednesday January 24 2018,0.2%,02:00 AM,Westpac Leading Index MoM,DEC,0.1%,
7811,8049,54.4,54.4,JP,Wednesday January 24 2018,53.9,02:30 AM,Nikkei Manufacturing PMI Flash,JAN,54.0,
7812,8050,117.9,118.1,JP,Wednesday January 24 2018,118.1,07:00 AM,Coincident Index Final,NOV,116.4,
7813,8051,108.3,108.6,JP,Wednesday January 24 2018,108.6,07:00 AM,Leading Economic Index Final,NOV,106.5,
7814,8052,59.7,59.7,FR,Wednesday January 24 2018,59.2,10:00 AM,Markit Composite PMI Flash,JAN,59.6,
7815,8053,58.1,58.1,FR,Wednesday January 24 2018,58.2,10:00 AM,Markit Manufacturing PMI Flash,JAN,58.8,
7816,8054,59.3,59.3,FR,Wednesday January 24 2018,59.5,10:00 AM,Markit Services PMI Flash,JAN,59.1,
7817,8055,1.8%,,ES,Wednesday January 24 2018,2.7%,10:00 AM,PPI YoY,DEC,3.2%,Previous revised from 3.1%
7818,8056,58.8,58.8,DE,Wednesday January 24 2018,58.5,10:30 AM,Markit Composite PMI Flash,JAN,58.9,
7819,8057,61.2,61.2,DE,Wednesday January 24 2018,62.9,10:30 AM,Markit Manufacturing PMI Flash,JAN,63.3,
7820,8058,57.0,57.0,DE,Wednesday January 24 2018,55.4,10:30 AM,Markit Services PMI Flash,JAN,55.8,
7821,8059,58.6,58.6,EA,Wednesday January 24 2018,57.8,11:00 AM,Markit Composite PMI Flash,JAN,58.1,
7822,8060,59.6,59.6,EA,Wednesday January 24 2018,60.1,11:00 AM,Markit Manufacturing PMI Flash,JAN,60.6,
7823,8061,57.6,57.6,EA,Wednesday January 24 2018,56.3,11:00 AM,Markit Services PMI Flash,JAN,56.6,
7824,8062,8.6K,5.4K,GB,Wednesday January 24 2018,5.2K,11:30 AM,Claimant Count Change,DEC,12.2K,Previous revised from 5.9K
7825,8063,4.3%,4.3%,GB,Wednesday January 24 2018,4.3%,11:30 AM,Unemployment Rate,NOV,4.3%,
7826,8064,2.4%,2.3%,GB,Wednesday January 24 2018,2.3%,11:30 AM,Average Earnings excl. Bonus,NOV,2.3%,
7827,8065,2.5%,2.5%,GB,Wednesday January 24 2018,2.5%,11:30 AM,Average Earnings incl. Bonus,NOV,2.5%,
7828,8066,4.5%,,US,Wednesday January 24 2018,0.82%,02:00 PM,MBA Mortgage Applications,19/JAN,4.1%,
7829,8067,4.36%,,US,Wednesday January 24 2018,4.32%,02:00 PM,MBA 30-Year Mortgage Rate,19/JAN,4.33%,
7830,8068,0.4%,0.3%,US,Wednesday January 24 2018,0.3%,04:00 PM,House Price Index MoM,NOV,0.6%,Previous revised from 0.5%
7831,8069,53.8,53.9,US,Wednesday January 24 2018,53.7,04:45 PM,Markit Composite PMI Flash,JAN,54.1,
7832,8070,55.5,55.5,US,Wednesday January 24 2018,55,04:45 PM,Markit Manufacturing PMI Flash,JAN,55.1,
7833,8071,53.3,53.3,US,Wednesday January 24 2018,53.2,04:45 PM,Markit Services PMI Flash,JAN,53.7,
7834,8072,-3.6%,-2.2%,US,Wednesday January 24 2018,-3%,05:00 PM,Existing Home Sales MoM,DEC,5.1%,Previous revised from 5.6%
7835,8073,5.57M,5.7M,US,Wednesday January 24 2018,5.5M,05:00 PM,Existing Home Sales,DEC,5.78M,Previous revised from 5.81M
7836,8074,-1.071M,-1M,US,Wednesday January 24 2018,-1.4M,05:30 PM,EIA Crude Oil Stocks Change,19/JAN,-6.861M,
7837,8075,3.098M,2.486M,US,Wednesday January 24 2018,1.8M,05:30 PM,EIA Gasoline Stocks Change,19/JAN,3.62M,
7838,8076,-2.7K,,FR,Wednesday January 24 2018,-16.2K,07:00 PM,Unemployment Benefit Claims,DEC,-29.5K,
7839,8077,3451.4K,,FR,Wednesday January 24 2018,3437.9K,07:00 PM,Jobseekers Total,DEC,3454.1K,
7840,8078,2.434%,,US,Wednesday January 24 2018,,08:00 PM,5-Year Note Auction,,2.245%,
7841,8079,,,CH,Wednesday January 24 2018,,,World Economic Forum Annual Meeting,,,
7842,8080,-0.1%,-0.1%,JP,Tuesday January 23 2018,-0.1%,05:00 AM,BoJ Interest Rate Decision,,-0.1%,
7843,8081,,,JP,Tuesday January 23 2018,,05:00 AM,BoJ Quarterly Outlook Report,,,
7844,8082,1.0%,0.9%,JP,Tuesday January 23 2018,,06:30 AM,All Industry Activity Index MoM,NOV,0.3%,
7845,8083,1.3%,1.5%,SG,Tuesday January 23 2018,1.5%,07:00 AM,Core Inflation Rate YoY,DEC,1.5%,
7846,8084,0.4%,0.55%,SG,Tuesday January 23 2018,0.70%,07:00 AM,Inflation Rate YoY,DEC,0.6%,
7847,8085,-0.1%,,SG,Tuesday January 23 2018,0.1%,07:00 AM,Inflation Rate MoM,DEC,0.6%,
7848,8086,£-0.98B,,GB,Tuesday January 23 2018,£-4.2B,11:30 AM,Public Sector Net Borrowing,DEC,£-6.65B,Previous revised from £-8.12B
7849,8087,-0.526%,,ES,Tuesday January 23 2018,,11:40 AM,3-Month Letras Auction,,-0.610%,
7850,8088,31.8,29.7,EA,Tuesday January 23 2018,32,12:00 PM,ZEW Economic Sentiment Index,JAN,29,
7851,8089,95.2,89.8,DE,Tuesday January 23 2018,89.5,12:00 PM,ZEW Current Conditions,JAN,89.3,
7852,8090,20.4,17.8,DE,Tuesday January 23 2018,19,12:00 PM,ZEW Economic Sentiment Index,JAN,17.4,
7853,8091,-0.61%,,DE,Tuesday January 23 2018,,12:45 PM,2-Year Schatz Auction,,-0.74%,
7854,8092,13,,GB,Tuesday January 23 2018,-7,01:00 PM,CBI Business Optimism Index,Q1,-11,
7855,8093,14,12,GB,Tuesday January 23 2018,11,01:00 PM,CBI Industrial Trends Orders,JAN,17,
7856,8094,3.8%,,US,Tuesday January 23 2018,,03:55 PM,Redbook YoY,20/JAN,2.6%,
7857,8095,0%,,US,Tuesday January 23 2018,,03:55 PM,Redbook MoM,20/JAN,-0.3%,
7858,8096,1.3,1.3,EA,Tuesday January 23 2018,0.2,05:00 PM,Consumer Confidence Flash,JAN,0.5,
7859,8097,14,19,US,Tuesday January 23 2018,17,05:00 PM,Richmond Fed Manufacturing Index,JAN,20,
7860,8098,1.230%,,US,Tuesday January 23 2018,,06:30 PM,4-Week Bill Auction,,1.295%,
7861,8099,2.066%,,US,Tuesday January 23 2018,,08:00 PM,2-Year Note Auction,,1.922%,
7862,8100,4.755M,-1.6M,US,Tuesday January 23 2018,-4.2M,11:30 PM,API Crude Oil Stock Change,19/JAN,-5.121M,
7863,8101,,,EA,Tuesday January 23 2018,,,Ecofin Meeting,,,
7864,8102,,,CH,Tuesday January 23 2018,,,World Economic Forum Annual Meeting,,,
7865,8103,35,,JP,Monday January 22 2018,,01:00 AM,Reuters Tankan Index,JAN,27,
7866,8104,8.8%,,ES,Monday January 22 2018,5.1%,10:00 AM,Industrial Orders YoY,NOV,4.1%,Previous revised from 4.3%
7867,8105,€-0.954B,,GR,Monday January 22 2018,€-1.2B,11:05 AM,Current Account,NOV,€-0.624B,
7868,8106,0.7%,1%,CA,Monday January 22 2018,,03:30 PM,Wholesale Sales MoM,NOV,1.6%,Previous revised from 1.5%
7869,8107,0.27,0.44,US,Monday January 22 2018,0.36,03:30 PM,Chicago Fed National Activity Index,DEC,0.11,Previous revised from 0.15
7870,8108,-0.589%,,FR,Monday January 22 2018,,04:00 PM,3-Month BTF Auction,JAN/22,-0.569%,
7871,8109,-0.568%,,FR,Monday January 22 2018,,04:00 PM,12-Month BTF Auction,JAN/22,-0.543%,
7872,8110,-0.576%,,FR,Monday January 22 2018,,04:00 PM,6-Month BTF Auction,JAN/22,-0.542%,
7873,8111,1.430%,,US,Monday January 22 2018,,06:30 PM,3-Month Bill Auction,,1.430%,
7874,8112,1.615%,,US,Monday January 22 2018,,06:30 PM,6-Month Bill Auction,,1.600%,
7875,8113,,,EA,Monday January 22 2018,,,Eurogroup Meeting,,,
7876,8114,78.0%,,CN,Friday January 19 2018,76.8%,03:30 AM,Industrial Capacity Capacity Utilization,Q4,76.8%,
7877,8115,0.2%,0.2%,DE,Friday January 19 2018,0.1%,09:00 AM,PPI MoM,DEC,0.1%,
7878,8116,2.3%,2.3%,DE,Friday January 19 2018,2.5%,09:00 AM,PPI YoY,DEC,2.5%,
7879,8117,0.2%,0.4%,CH,Friday January 19 2018,0.3%,10:15 AM,Producer & Import Prices MoM,DEC,0.6%,
7880,8118,1.8%,2.1%,CH,Friday January 19 2018,2%,10:15 AM,Producer & Import Prices YoY,DEC,1.8%,
7881,8119,€37.8B,,EA,Friday January 19 2018,€35.9B,11:00 AM,Current Account,NOV,€35.4B,Previous revised from €30.3B
7882,8120,,,FR,Friday January 19 2018,,11:00 AM,IEA Oil Market Report,,,
7883,8121,€-1.62B,,ES,Friday January 19 2018,€ -2.6B,11:00 AM,Balance of Trade,NOV,€-2.51B,
7884,8122,-1.6%,-0.8%,GB,Friday January 19 2018,-0.6%,11:30 AM,Retail Sales ex Fuel MoM,DEC,1.1%,Previous revised from 1.2%
7885,8123,1.3%,3%,GB,Friday January 19 2018,2.5%,11:30 AM,Retail Sales ex Fuel YoY,DEC,1.5%,
7886,8124,-1.5%,-0.6%,GB,Friday January 19 2018,-0.4%,11:30 AM,Retail Sales MoM,DEC,1%,Previous revised from 1.1%
7887,8125,1.4%,3%,GB,Friday January 19 2018,2.8%,11:30 AM,Retail Sales YoY,DEC,1.5%,Previous revised from 1.6%
7888,8126,€4881M,,IT,Friday January 19 2018,€3606M,12:00 PM,Current Account,NOV,€6415M,Previous revised from €6551M
7889,8127,C$19.56B,,CA,Friday January 19 2018,C$ 11.7B,03:30 PM,Foreign Securities Purchases,NOV,C$20.77B,Previous revised from C$20.81B
7890,8128,C$-4.59B,,CA,Friday January 19 2018,,03:30 PM,Foreign Securities Purchases by Canadians,NOV,C$16.56B,Previous revised from C$16.49B
7891,8129,3.4%,2%,CA,Friday January 19 2018,,03:30 PM,Manufacturing Sales MoM,NOV,-0.6%,Previous revised from -0.4%
7892,8130,94.4,95.0,US,Friday January 19 2018,95.30,05:00 PM,Michigan Consumer Sentiment Prel,JAN,95.9,
7893,8131,2.8%,,US,Friday January 19 2018,,05:00 PM,Michigan Inflation Expectations Prel,JAN,2.7%,
7894,8132,2.5%,,US,Friday January 19 2018,,05:00 PM,Michigan 5 Year Inflation Expectations Prel,JAN,2.4%,
7895,8133,109.2,115.5,US,Friday January 19 2018,,05:00 PM,Michigan Current Conditions Prel,JAN,113.8,
7896,8134,84.8,85.0,US,Friday January 19 2018,,05:00 PM,Michigan Consumer Expectations Prel,JAN,84.3,
7897,8135,747,,US,Friday January 19 2018,751.77,08:00 PM,Baker Hughes Oil Rig Count,19/JAN,752,
7898,8136,,,US,Friday January 19 2018,,08:00 PM,Fed Quarles Speech,,,
7899,8137,¥953.5B,,JP,Thursday January 18 2018,¥ 143.5B,01:50 AM,Foreign Bond Investment,13/JAN,¥186.6B,Previous revised from ¥173.0B
7900,8138,¥498.7B,,JP,Thursday January 18 2018,¥ -36.9B,01:50 AM,Stock Investment by Foreigners,13/JAN,¥598.7B,Previous revised from ¥597.9B
7901,8139,3.7%,,AU,Thursday January 18 2018,4.03%,02:00 AM,Consumer Inflation Expectations,JAN,3.7%,
7902,8140,0.7%,,AU,Thursday January 18 2018,,02:00 AM,HIA New Home Sales MoM,NOV,1.6%,
7903,8141,34.7K,9K,AU,Thursday January 18 2018,15K,02:30 AM,Employment Change,DEC,63.6K,Previous revised from 61.6K
7904,8142,15.1K,,AU,Thursday January 18 2018,6K,02:30 AM,Full Time Employment Chg,DEC,43.6K,Previous revised from 41.9K
7905,8143,65.7%,65.4%,AU,Thursday January 18 2018,65.4%,02:30 AM,Participation Rate,DEC,65.5%,
7906,8144,19.5K,,AU,Thursday January 18 2018,9K,02:30 AM,Part Time Employment Chg,DEC,20K,Previous revised from 19.7K
7907,8145,5.5%,5.4%,AU,Thursday January 18 2018,5.4%,02:30 AM,Unemployment Rate,DEC,5.4%,
7908,8146,5.3%,,CN,Thursday January 18 2018,5%,03:30 AM,House Price Index YoY,DEC,5.1%,
7909,8147,0.832%,,JP,Thursday January 18 2018,,05:45 AM,30-Year JGB Auction,,0.848%,
7910,8148,0.0%,0.1%,JP,Thursday January 18 2018,,06:30 AM,Capacity Utilization MoM,NOV,0.2%,
7911,8149,3.6%,3.7%,JP,Thursday January 18 2018,3.7%,06:30 AM,Industrial Production YoY Final,NOV,5.9%,
7912,8150,0.5%,0.6%,JP,Thursday January 18 2018,0.6%,06:30 AM,Industrial Production MoM Final,NOV,0.5%,
7913,8151,7.2%,7.1%,CN,Thursday January 18 2018,7.2%,09:00 AM,Fixed Asset Investment (YTD) YoY,DEC,7.2%,
7914,8152,1.6%,1.6%,CN,Thursday January 18 2018,1.70%,09:00 AM,GDP Growth Rate QoQ,Q4,1.8%,Previous revised from 1.7%
7915,8153,6.8%,6.7%,CN,Thursday January 18 2018,6.8%,09:00 AM,GDP Growth Rate YoY,Q4,6.8%,
7916,8154,6.2%,6%,CN,Thursday January 18 2018,6.1%,09:00 AM,Industrial Production YoY,DEC,6.1%,
7917,8155,9.4%,10.1%,CN,Thursday January 18 2018,10.2%,09:00 AM,Retail Sales YoY,DEC,10.2%,
7918,8156,,,DE,Thursday January 18 2018,,10:00 AM,Bundesbank Weidmann Speech,,,
7919,8157,0.324%,,ES,Thursday January 18 2018,,11:40 AM,5-Year Bonos Auction,,0.356%,
7920,8158,-0.24%,,FR,Thursday January 18 2018,,12:00 PM,3-Year BTAN Auction,,-0.60%,
7921,8159,0.10%,,FR,Thursday January 18 2018,,12:00 PM,5-Year BTAN Auction,,-0.13%,
7922,8160,0.993%,,GB,Thursday January 18 2018,,01:00 PM,5-Year Treasury Gilt Auction,,0.889%,
7923,8161,-7.1K,,CA,Thursday January 18 2018,26.8K,03:30 PM,ADP Employment Change,DEC,59.2K,
7924,8162,-0.1%,,US,Thursday January 18 2018,-2.2%,03:30 PM,Building Permits MoM,DEC,-1%,Previous revised from -1.4%
7925,8163,1.302M,1.29M,US,Thursday January 18 2018,1.25M,03:30 PM,Building Permits,DEC,1.303M,Previous revised from 1.298M
