Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
14525,0,0.010297434,33,0,0.02994012,4675.0,3,1,0,0,0.0
120634,0,0.815439035,57,0,0.502660407,6389.0,13,0,1,0,2.0
90422,0,0.065517292,60,0,0.11058051,6700.0,4,0,0,0,2.0
125916,0,0.683240188,47,0,3064.0,,10,0,2,0,1.0
10020,0,0.06980147099999999,64,0,0.37073775600000003,19355.0,11,0,4,0,2.0
130369,0,0.001399645,64,0,1380.0,,6,0,1,0,0.0
46537,0,0.67456717,34,0,0.146894162,3750.0,7,0,0,0,0.0
16620,1,0.48930214,60,0,0.386519945,2907.0,9,0,1,0,0.0
101287,0,0.015256925,74,0,0.008247938,4000.0,2,0,0,0,0.0
91681,0,0.9999998999999999,64,0,0.0,1600.0,2,0,0,0,0.0
148191,0,0.251676405,33,0,0.402903274,6750.0,11,0,2,0,4.0
48896,0,0.273514785,49,0,0.28711226,5415.0,9,0,2,0,1.0
1396,0,0.241621668,40,0,3228.0,,11,0,2,0,0.0
38761,0,0.032282859,24,0,1.0,,1,0,0,0,0.0
89698,0,0.7237105159999999,23,0,0.20982514600000002,1200.0,6,0,0,0,0.0
121261,0,0.9999998999999999,38,0,0.0,2917.0,0,1,0,0,0.0
93805,1,0.015538063000000001,55,0,0.156947684,3000.0,5,0,0,0,0.0
72681,0,0.287483185,57,0,0.229184865,21750.0,16,0,2,0,4.0
1058,0,0.101790219,63,0,0.042235495,2343.0,5,0,0,0,0.0
103004,0,0.00576759,86,0,13.0,,13,0,0,0,0.0
140377,0,0.008435283,62,0,982.0,0.0,2,0,1,0,0.0
133623,0,0.012293466000000001,55,0,4694.0,,13,0,3,0,0.0
24,0,0.075426584,32,0,0.085512189,7916.0,6,0,0,0,0.0
13196,0,0.119760479,29,0,0.220835594,5528.0,7,1,0,0,1.0
20199,0,0.042749815,58,0,2052.0,,10,0,1,0,0.0
122911,0,0.49846509200000005,65,0,0.8330476520000001,5833.0,18,0,2,0,2.0
89581,0,0.40079990299999996,58,1,1161.0,,2,0,1,1,4.0
70893,0,0.0,51,0,0.016841382,5818.0,5,0,0,0,3.0
139714,0,0.006590537,44,0,0.403354469,4888.0,8,0,1,0,3.0
134149,0,0.043247838,79,0,25.0,,5,0,0,0,0.0
118460,0,0.741358524,67,0,0.45695643,9501.0,20,0,1,0,0.0
42834,0,0.42160429899999996,32,1,0.181204699,4000.0,6,0,0,0,0.0
112734,0,0.089925878,38,0,0.31591956,8900.0,10,0,1,0,1.0
140010,0,0.39857342799999995,37,0,0.09379624800000001,25000.0,4,0,1,0,0.0
63959,0,0.041265769,45,0,0.388534425,10500.0,8,0,2,0,2.0
125020,0,0.307865379,50,1,0.724799663,4741.0,8,0,1,0,0.0
42816,0,0.0,46,0,0.174484613,3346.0,5,0,1,0,0.0
103743,0,0.19063489399999997,34,0,0.42069741299999996,8000.0,9,0,1,0,0.0
118443,0,0.012666243999999998,85,0,164.0,0.0,8,0,0,0,0.0
3047,0,0.0,34,1,0.921220479,5800.0,6,0,4,0,0.0
132147,0,0.012091038,45,0,0.00459908,5000.0,6,0,0,0,0.0
66620,1,0.066551922,53,2,0.5866116060000001,4600.0,5,1,1,0,3.0
148136,0,0.06544298,79,0,0.014397121,5000.0,6,0,0,0,0.0
139689,0,0.553111722,46,1,0.008460454000000001,7800.0,1,0,0,0,0.0
129547,0,0.20135972800000002,78,0,0.00679864,5000.0,6,0,0,0,0.0
102191,0,0.383348805,67,0,0.41921072200000004,9400.0,11,0,2,0,0.0
32916,0,0.028530358,67,0,0.14367469900000002,3319.0,8,0,0,0,1.0
102212,0,0.023869192999999997,45,1,0.19010055,18000.0,16,0,1,0,2.0
96678,0,0.6030793839999999,56,0,1244.0,,4,0,1,0,0.0
86589,0,0.9999998999999999,50,0,0.283663705,2925.0,1,1,1,0,0.0
90210,0,0.022702798,66,0,972.0,,7,0,0,0,0.0
37894,0,0.043845065999999995,55,0,0.490809416,3100.0,12,0,2,1,0.0
21624,0,0.066774042,69,0,0.019320453,1500.0,4,0,0,0,0.0
48102,0,0.80883556,37,0,0.607906476,6500.0,12,0,2,0,4.0
42594,0,0.017384545,77,0,0.006996502,2000.0,3,0,0,0,0.0
89280,0,0.324862202,28,0,0.099588618,5833.0,6,0,0,0,0.0
131139,0,0.033652096,43,0,1052.0,,13,0,1,0,0.0
34819,0,0.251499824,26,0,0.112816851,2800.0,6,0,0,0,0.0
117081,0,0.11861017,49,0,0.41825408700000005,13333.0,11,0,1,0,2.0
48533,0,0.48931021399999997,58,0,0.43367935399999996,2600.0,7,0,0,0,0.0
129884,1,0.9999998999999999,31,0,108.0,,2,2,0,0,0.0
64940,0,0.499025506,35,1,0.629518072,1659.0,11,0,0,0,1.0
11000,0,0.0,35,0,0.203996669,1200.0,5,0,0,0,0.0
63939,0,0.0,62,0,2002.0,,15,0,1,0,
27488,0,0.063232279,66,0,0.017983909,6338.0,7,0,0,0,3.0
3814,0,0.0016215779999999998,76,0,3261.0,,5,0,2,0,1.0
65296,1,0.30743283600000004,57,0,0.335791513,16000.0,14,0,2,0,2.0
57432,0,0.17248078600000002,66,0,180.0,,3,0,0,0,
24102,0,0.147142726,35,0,0.26675719,8100.0,5,0,1,0,2.0
41272,0,0.0509983,40,0,0.15595704800000001,5866.0,3,0,1,0,2.0
21161,0,0.007044179,71,0,2603.0,,6,0,1,0,0.0
138266,1,0.9999998999999999,61,2,1290.0,,3,1,1,2,6.0
84989,0,0.130152928,39,0,2902.0,,3,0,1,0,0.0
3465,0,0.33752706299999996,73,0,0.306972093,11000.0,17,0,2,0,0.0
38583,0,0.045330420999999996,58,0,0.423353145,8075.0,11,0,2,0,0.0
15399,0,0.9999998999999999,28,0,0.001873829,1600.0,3,0,0,0,0.0
109531,0,0.002326805,69,0,1.0,,4,0,0,0,0.0
134147,0,0.8892391959999999,45,0,0.313833756,6700.0,8,0,1,0,0.0
116864,0,0.280719281,23,0,0.093548387,929.0,2,0,0,0,0.0
58762,0,0.006719462,24,0,2.0,,1,0,0,0,
145582,0,0.32662574899999997,59,0,0.227140078,6167.0,13,0,0,0,1.0
101537,0,0.8520227659999999,55,0,0.08329367,2100.0,3,0,0,0,0.0
57701,0,0.9999998999999999,37,0,1484.0,,8,0,1,0,2.0
6575,1,0.9999998999999999,52,0,995.0,,4,0,2,0,
95902,0,0.318356055,63,0,0.325601751,6854.0,5,0,2,0,0.0
26749,0,0.004333153,39,0,0.056561448,6240.0,4,0,0,0,0.0
74740,0,0.30176908,25,0,0.7612667479999999,820.0,5,0,0,0,0.0
51194,0,0.009164506999999999,70,0,0.126956689,10412.0,11,0,1,0,0.0
46646,0,0.472957185,59,1,0.20035892800000002,7800.0,7,0,1,0,1.0
130020,0,0.38666108299999996,28,0,0.12496875800000001,4000.0,6,0,0,0,1.0
138540,0,0.005361254,64,0,0.064434845,8333.0,6,0,0,0,0.0
108870,0,0.036172281,48,0,0.22567070000000003,1900.0,14,0,1,0,0.0
93318,0,0.9999998999999999,26,0,30.0,,0,0,0,0,0.0
46411,0,0.07159642,55,0,0.553602206,2900.0,7,0,1,0,0.0
19024,0,0.0,36,1,0.508093995,5744.0,7,0,1,0,3.0
4001,0,0.258414887,60,0,3414.0,,15,0,4,0,0.0
110870,0,0.062920641,46,2,0.267494546,5958.0,14,0,1,0,3.0
69558,0,0.04153522,52,0,0.173193072,25000.0,7,0,2,0,2.0
74379,0,0.09120726,62,0,2919.0,,15,0,2,0,0.0
123058,0,0.045158862,64,0,0.233263284,3330.0,6,0,1,0,0.0
98820,0,0.053353310999999994,65,0,0.028990337,3000.0,5,0,0,0,1.0
142900,0,0.31913635,46,1,0.615823173,11400.0,25,0,4,0,0.0
14649,0,0.081885626,56,0,0.306841742,4340.0,13,0,1,1,0.0
92801,0,0.0,29,0,393.0,1.0,5,0,0,0,1.0
71688,0,0.066795547,75,0,0.24237881100000003,2000.0,7,0,1,0,0.0
144987,0,0.367709214,49,0,0.39343547,20625.0,17,0,4,0,4.0
6034,0,0.104344665,64,0,1890.0,,4,0,1,0,0.0
131700,0,0.319961366,36,0,991.0,,8,0,0,0,1.0
57338,0,0.18527206,39,0,0.40838300299999997,5200.0,12,0,2,0,0.0
86542,0,0.17344566399999997,42,0,0.555254661,9600.0,8,0,2,0,3.0
117595,0,0.016539104,56,0,0.004540295,3523.0,2,0,0,0,0.0
42533,1,0.997827032,32,0,0.318729785,3400.0,6,1,1,0,0.0
119712,0,0.364596721,31,0,0.141195293,30000.0,8,0,2,0,1.0
26480,0,0.00624674,58,0,0.537356844,5500.0,31,0,1,0,1.0
58746,0,0.032364949,48,0,0.304861427,2200.0,7,0,1,0,1.0
147736,0,0.99140172,46,0,0.44963105600000003,6233.0,3,0,1,0,1.0
106903,0,0.0,50,0,2432.0,,13,0,1,0,0.0
70903,0,0.41853156799999996,53,2,2575.0,0.0,9,0,2,0,0.0
56388,0,0.647784072,45,0,0.254168615,6416.0,6,0,1,0,2.0
49994,0,0.28099878699999997,47,0,0.443196324,3916.0,11,0,1,0,1.0
95373,0,0.007898746,65,0,0.003332223,3000.0,7,0,0,0,0.0
141804,0,0.104016535,42,0,0.43738609700000003,3840.0,8,0,1,0,0.0
91500,0,0.0036335029999999997,63,0,0.098911968,5054.0,14,0,1,0,1.0
34810,0,0.002352902,63,0,0.138272638,7166.0,13,0,1,0,0.0
124233,0,0.006829046,39,0,0.140274314,3207.0,5,0,0,0,0.0
141146,0,0.0,65,0,23.0,,8,0,0,0,0.0
101753,0,0.896103896,68,0,0.031093837000000003,1800.0,2,0,0,0,0.0
52792,0,0.624278926,54,3,0.7316428509999999,12106.0,10,0,1,0,1.0
114691,0,0.265381517,59,0,3438.0,,12,0,2,0,0.0
87609,0,0.004068027,59,0,0.19665045899999997,11105.0,15,0,1,0,0.0
82313,0,0.0,49,0,0.201263899,12500.0,10,0,1,0,2.0
93833,0,0.876926923,35,0,0.23150411,4500.0,9,0,0,0,2.0
134183,0,0.002066598,59,0,0.26727370100000003,5600.0,8,0,2,0,1.0
72237,0,0.877958192,45,0,0.520456629,12000.0,6,0,1,0,2.0
129830,0,0.013133041000000002,54,0,1783.0,,8,0,1,0,1.0
33896,0,0.0,32,0,0.724530253,5800.0,11,0,1,0,0.0
80198,0,0.8150911470000001,50,0,0.272173657,10180.0,2,0,1,0,2.0
136466,0,0.259361142,53,0,0.147370526,5000.0,10,0,0,0,0.0
115165,0,0.16332477,54,0,0.224292524,30000.0,11,0,3,0,2.0
117226,0,0.190247241,82,0,0.164349735,10933.0,13,0,0,0,0.0
95227,0,0.10164745900000001,43,0,0.135440701,4333.0,2,0,0,0,2.0
67720,0,0.031276909,49,0,2119.0,,8,0,2,0,3.0
36859,0,0.060194459000000006,68,0,2165.0,,5,0,1,0,0.0
146693,0,0.261759163,58,0,0.49584619,4212.0,2,0,1,0,0.0
13030,1,1.006967586,68,0,984.0,,7,0,1,1,2.0
75089,1,0.811349054,70,2,0.429097606,3800.0,7,1,1,0,0.0
8280,0,0.06227541,50,0,2777.0,,9,0,2,0,3.0
105017,0,0.02514298,80,0,0.007794232,2565.0,3,0,0,0,0.0
45417,0,0.058675527000000005,56,0,57.0,,4,0,0,0,
12979,0,0.351247708,54,0,2543.0,,18,0,2,0,2.0
71639,0,0.287579325,55,0,0.23830093600000002,8333.0,9,0,1,0,1.0
145775,0,0.24731676,37,0,0.64745085,3000.0,18,0,2,0,1.0
56546,0,0.481037924,24,0,0.013972056000000002,500.0,1,0,0,0,0.0
59128,0,0.132809293,60,0,0.431487833,6122.0,16,0,2,0,0.0
58578,0,0.28866129100000004,30,0,0.504602668,5322.0,8,0,2,0,2.0
142800,0,0.399765228,36,1,0.240707511,3900.0,8,0,0,0,0.0
70422,0,0.015433273,55,3,0.123960695,10583.0,14,0,1,0,0.0
17586,0,0.176129763,78,0,0.12014814800000001,6749.0,5,0,0,0,0.0
72247,0,0.873517787,56,1,3010.0,,9,0,2,0,0.0
103923,0,0.042363387,34,0,0.37331334299999996,2000.0,3,0,0,0,0.0
27382,0,0.039691267,39,0,0.12665822300000001,15000.0,11,0,1,0,2.0
14201,0,0.010421965,46,0,2337.0,,9,0,1,0,0.0
56708,1,1.033202428,37,0,0.04996215,5283.0,5,0,0,0,3.0
36360,0,0.011607861,59,0,2487.0,,12,0,2,0,0.0
144624,0,0.311268873,47,0,0.351045595,5833.0,6,0,2,0,1.0
3219,0,0.015841961,85,0,0.002666222,6000.0,5,0,0,0,0.0
114377,0,0.767459476,44,1,0.216091245,12975.0,8,0,2,0,0.0
85057,0,0.523711492,36,0,0.17074512,7273.0,4,0,1,0,2.0
12108,0,0.040614965,61,0,0.396603397,1000.0,11,0,1,0,0.0
36675,0,0.029815555,74,0,0.010114764,5140.0,4,0,0,0,0.0
131164,0,0.827417258,66,2,1.063341251,2525.0,7,0,2,0,0.0
137299,0,0.605219739,53,0,0.420686658,2300.0,6,0,1,0,0.0
61003,0,0.058329255999999996,50,0,3207.0,,9,0,1,0,
49136,0,0.081390169,66,0,0.260873849,20300.0,17,0,2,0,0.0
114482,0,0.0,94,0,0.0,,1,0,0,0,
90400,0,0.272162983,43,0,0.32768118399999996,11617.0,13,0,1,0,3.0
126827,0,0.894521336,59,0,0.62237034,4800.0,8,0,1,0,0.0
141443,0,0.0,28,1,0.406320542,3100.0,4,0,1,0,0.0
139157,0,0.976700655,48,1,0.408652972,5500.0,5,0,1,0,1.0
141919,0,0.0,60,0,0.25844569,6600.0,8,0,1,0,1.0
121971,0,0.9999998999999999,58,0,0.264071541,1900.0,2,0,0,0,0.0
33042,0,0.06164696,53,0,0.0046359420000000005,11000.0,2,0,0,0,0.0
129437,0,0.019539766,73,0,2245.0,,18,0,1,0,0.0
72871,0,0.158492796,52,0,104.0,,1,0,0,0,
18239,0,0.0,33,0,0.050518259,52000.0,7,0,2,1,3.0
87968,0,0.312496728,63,0,0.33868230200000005,6480.0,20,0,2,0,0.0
14440,0,0.136022757,56,0,0.104608632,4100.0,4,0,1,0,0.0
132962,0,0.030166755,61,0,0.012152096999999999,2550.0,5,0,0,0,0.0
67777,1,0.9999998999999999,34,1,0.267933017,4000.0,1,5,0,0,0.0
80182,0,0.0,55,2,0.185905128,12500.0,7,0,1,0,0.0
39975,0,0.005130073,79,0,0.8479207329999999,6660.0,13,0,1,0,0.0
88509,0,0.279425696,52,0,0.552599548,5750.0,10,0,3,0,0.0
26862,0,0.029335806000000002,60,0,2632.0,,6,0,3,0,0.0
90148,0,0.11398659,30,0,0.324890497,5250.0,8,0,1,0,2.0
44429,0,0.159230598,48,0,0.273396257,6250.0,8,0,1,0,1.0
26671,0,0.080024864,35,0,0.235294118,7700.0,9,0,2,0,4.0
130102,0,0.018533241000000002,64,1,31.0,,4,0,0,0,
68514,0,0.25492904899999996,62,0,0.33810412799999995,14462.0,25,0,1,0,0.0
64526,0,0.792493034,29,2,1592.0,,4,0,1,0,1.0
84309,0,0.190333699,56,0,0.502496434,2803.0,6,0,1,0,0.0
46649,0,0.34194238,40,0,0.146401679,8100.0,4,0,0,0,2.0
138655,0,0.9999998999999999,53,0,0.104677566,4403.0,2,0,0,0,0.0
71380,0,0.13471461099999998,50,0,0.617953321,8354.0,8,0,4,0,2.0
135242,0,0.00054657,64,0,0.000512755,7800.0,13,0,0,0,0.0
6411,0,0.19499502600000002,51,1,0.343897378,5300.0,9,0,1,0,0.0
99086,0,0.020945756,42,0,0.926558807,5500.0,12,0,4,0,3.0
42484,0,0.037405801,61,0,0.38032681799999996,3120.0,13,0,1,0,0.0
105236,0,0.9999998999999999,24,0,0.0,1530.0,2,0,0,0,0.0
103639,0,0.540586164,52,0,0.61246142,5183.0,13,0,2,0,3.0
130325,0,0.0,40,0,0.158247855,15500.0,6,0,1,0,0.0
139589,0,0.15235322099999998,57,0,0.48019802,7271.0,14,0,2,0,1.0
61009,0,0.056907022,68,0,45.0,,4,0,0,0,0.0
131434,0,0.72384777,61,0,0.45158376899999997,15500.0,13,0,2,0,2.0
104215,0,0.01869799,73,0,15.0,,5,0,0,0,
15969,1,0.9044191159999999,42,0,0.14517543900000002,2279.0,3,0,0,0,3.0
69331,0,0.345654346,52,0,0.529621699,1400.0,4,0,0,1,1.0
69727,0,0.177341618,63,0,0.397923875,2600.0,13,0,1,0,0.0
12392,0,0.033587234,41,1,0.085364329,8000.0,14,1,0,1,0.0
129805,0,0.0,47,0,0.37143571799999997,3997.0,7,0,1,0,0.0
149661,0,0.033567419,84,0,0.019124521999999998,2352.0,3,0,0,0,0.0
127033,0,1.138482024,29,0,0.023059185,1300.0,2,0,0,1,1.0
10411,0,0.905774905,29,0,0.580605397,7300.0,8,0,0,0,0.0
124620,0,0.291579775,49,0,643.0,,7,0,0,0,
121159,0,0.485617597,37,0,0.553430821,8000.0,11,0,2,0,1.0
122209,0,0.020010481,75,0,469.0,,7,0,0,0,
75732,0,0.025797173,82,0,34.0,,4,0,0,0,0.0
147509,0,0.335133754,58,0,2831.0,,7,0,2,0,
72999,0,0.592673494,44,0,0.542387437,8150.0,14,0,2,1,2.0
280,0,0.909538698,53,1,0.5956539129999999,7500.0,16,0,1,0,1.0
115549,0,0.621475705,27,0,0.137483787,3083.0,2,0,0,0,0.0
18854,0,0.032950069,56,1,0.308322752,8662.0,13,1,2,0,0.0
136627,0,0.143026183,49,0,0.38995667100000003,9000.0,8,0,1,0,2.0
23093,0,0.265532626,48,0,2263.0,,4,0,1,0,0.0
30795,0,0.647676162,37,0,0.024197791,1900.0,5,0,0,0,1.0
123174,0,0.00659934,70,0,0.000450857,2217.0,3,0,0,0,0.0
81213,0,0.9999998999999999,53,0,0.0,12666.0,0,0,0,0,2.0
60833,0,0.0,69,0,0.06782203,6000.0,7,0,0,0,0.0
28376,0,0.243071824,32,0,0.22007722,10100.0,4,0,1,0,2.0
101620,0,0.126869936,58,0,0.417824466,2950.0,13,0,1,0,2.0
142121,0,0.048889462,52,0,0.45693965200000003,14200.0,22,0,5,0,3.0
99894,0,0.072892711,46,1,0.32427928699999997,6000.0,6,0,1,0,2.0
100744,0,0.9999998999999999,56,0,0.0,,1,0,0,0,
19888,0,0.540321875,63,0,0.25087854600000004,11666.0,21,0,1,0,3.0
141057,0,0.198709208,68,0,0.23532898600000002,8434.0,5,0,2,0,0.0
133187,0,0.091222913,60,0,0.127942157,19500.0,10,0,2,0,1.0
99276,1,0.9999998999999999,65,0,510.0,,1,1,0,1,0.0
45806,0,0.23665796600000003,67,0,0.421223355,2157.0,8,0,0,0,0.0
133311,0,0.575837056,45,3,0.40003999700000004,15000.0,12,0,7,0,2.0
38268,0,0.0,63,0,0.154747167,10500.0,17,0,2,0,0.0
139893,0,0.016273647,63,0,0.40174206700000004,11250.0,7,0,2,0,0.0
56176,0,0.9999998999999999,31,0,0.0,12000.0,1,0,0,0,2.0
63108,0,0.036518528,63,0,0.2510699,11916.0,8,0,1,0,0.0
148664,0,0.021139837,90,0,28.0,,3,0,0,0,0.0
61671,0,0.118076116,64,0,0.05876471,13000.0,3,0,1,0,0.0
24470,0,0.40282836899999996,45,0,0.39993601,6250.0,4,0,2,0,1.0
57157,0,0.6824420840000001,54,1,0.425787106,2000.0,6,0,0,0,0.0
106659,0,0.901232074,68,0,133.0,,1,0,0,0,0.0
3774,0,0.39351810200000004,69,0,4693.0,,9,0,2,0,0.0
50619,0,0.149709499,63,1,2288.0,,4,0,1,0,0.0
22273,0,0.285136068,49,0,2304.0,,12,0,1,0,0.0
29664,0,0.493715265,46,0,743.0,,4,0,0,0,0.0
80541,0,0.9999998999999999,38,0,0.085441633,4505.0,1,0,0,0,2.0
77998,0,0.07152232900000001,67,0,0.009057758,8500.0,6,0,0,0,0.0
87547,0,0.038425214,76,0,0.015807204,3858.0,5,0,0,0,1.0
111022,0,0.006873538,73,0,0.09425200800000001,7967.0,12,0,1,0,0.0
139336,0,0.9999998999999999,64,0,42.0,,1,0,0,0,0.0
146970,0,0.838959212,63,1,0.9014989290000001,1400.0,6,1,1,1,0.0
48624,0,0.042448939000000005,88,0,0.019888624,2513.0,3,0,0,0,0.0
72452,0,0.032011841,65,0,0.352017937,2675.0,15,0,1,0,0.0
30869,0,0.24787607600000003,64,0,0.575815282,4200.0,16,0,2,0,1.0
57152,1,0.947565543,31,0,0.36618730299999996,2850.0,4,1,2,1,2.0
70585,0,0.059673508,60,0,0.023502152000000002,3020.0,2,0,0,0,1.0
71578,0,0.516904502,80,0,0.252941921,7902.0,15,0,0,0,1.0
69112,0,0.22021111,53,0,0.360860137,11067.0,20,0,1,0,3.0
49796,0,0.059971659000000004,64,0,3345.0,,9,0,1,0,0.0
114670,0,0.013592089,80,0,11.0,,3,0,0,0,1.0
61941,0,0.0,58,1,0.359104404,8083.0,6,0,1,0,0.0
103707,0,0.00119994,60,0,0.10686164199999999,8000.0,8,0,0,0,0.0
2511,0,0.012797706,81,0,0.226171962,4500.0,6,0,1,0,0.0
69614,0,0.828171828,33,0,0.005759539,4166.0,1,0,0,0,0.0
144609,0,0.213954018,51,0,0.27114300399999997,1950.0,7,0,0,0,0.0
146296,0,0.15686597300000002,59,0,0.032562125,3500.0,2,0,0,0,1.0
5076,0,0.9999998999999999,75,0,0.338380015,1320.0,4,0,0,0,0.0
63944,0,0.212461442,47,0,0.449720988,8780.0,26,0,3,0,2.0
103130,0,0.175929628,25,0,0.015776698999999998,823.0,1,0,0,0,0.0
42487,0,0.9999998999999999,49,0,1284.0,,4,0,2,0,0.0
140833,0,0.515902884,58,0,0.155655483,8672.0,6,0,0,0,0.0
103676,0,0.625469962,38,0,0.45,3199.0,10,0,1,0,1.0
84034,0,0.000208812,85,0,0.0,1689.0,7,0,0,0,0.0
119414,1,1.0375849659999998,42,2,0.599111829,2476.0,3,0,0,3,2.0
109449,0,0.833621055,58,1,0.5535958639999999,6576.0,14,0,2,0,0.0
102470,0,0.864711763,28,0,0.025658114,3000.0,2,0,0,0,0.0
11631,0,0.009308921999999999,69,0,0.0027496559999999996,8000.0,4,0,0,0,0.0
109519,0,0.270137897,53,0,0.312852948,4426.0,6,0,1,0,1.0
31860,0,0.030308069,59,0,0.06884058,551.0,4,0,0,0,0.0
26514,0,0.385863268,36,1,0.499914545,5850.0,10,0,1,0,2.0
105003,0,0.025194827000000003,49,0,27.0,,2,0,0,0,
36416,0,0.261640798,49,0,0.375485237,8500.0,10,0,2,0,3.0
122439,0,0.9999998999999999,21,0,0.176043557,550.0,1,0,0,0,0.0
143941,0,0.043397588,55,0,0.243791275,10750.0,3,0,1,0,2.0
3298,0,0.024568587000000003,49,0,0.00823391,5950.0,7,0,0,0,0.0
51313,0,0.0021122289999999998,67,0,1872.0,,16,0,1,0,0.0
142721,0,0.498937633,32,2,0.448183939,3000.0,4,0,0,0,2.0
114633,0,0.114038489,45,0,5587.0,,9,0,2,0,0.0
670,0,0.569824212,40,0,0.361421689,11000.0,18,0,1,0,2.0
109766,0,0.04329567,51,0,0.17620594899999997,4000.0,2,0,1,0,0.0
44983,0,0.6863220409999999,37,0,0.36097040799999996,3750.0,7,0,2,0,0.0
67458,0,0.28438998600000004,67,0,0.48241206,2586.0,16,0,0,0,0.0
144710,0,0.13676397099999998,50,0,0.589717485,3928.0,9,0,2,0,0.0
7945,0,0.52134876,62,0,1.8754887219999998,3324.0,14,0,2,0,0.0
103172,1,0.765201481,43,0,0.5537897310000001,3271.0,8,0,1,0,3.0
51980,0,0.399205584,52,0,0.376249695,4100.0,8,0,1,0,0.0
124111,0,0.002008114,65,0,0.269137303,6583.0,10,0,1,0,2.0
147181,0,0.105645339,45,0,0.288777792,7600.0,7,0,1,0,1.0
5726,0,1.011329557,29,1,0.30628694300000003,1860.0,3,1,0,0,0.0
147271,0,0.900503553,44,2,0.542363962,9500.0,10,0,3,0,3.0
10179,1,0.052528199000000005,36,1,0.261836202,14932.0,11,0,1,0,2.0
613,0,0.211206477,44,1,0.2138395,2080.0,13,1,0,1,0.0
130269,1,0.358599344,52,0,0.624309392,3800.0,16,0,2,0,2.0
112874,0,0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0
107058,0,0.40056096399999996,31,0,0.200690783,5500.0,5,0,0,0,0.0
68909,0,0.0,48,0,0.067488752,6000.0,6,0,0,0,1.0
62422,0,0.038264809,80,0,0.522670475,2800.0,16,0,1,0,1.0
58222,0,0.146334736,48,0,0.258421781,6500.0,9,0,1,0,0.0
144169,0,0.012905173,54,0,5855.0,,9,0,4,0,3.0
9674,0,0.254768507,42,0,0.26306914,4150.0,5,0,2,0,0.0
26861,1,0.928126769,47,1,0.078368653,2500.0,3,0,0,1,0.0
101566,1,0.237083698,32,0,0.13118032699999999,27000.0,9,0,4,0,0.0
44528,0,0.710013488,43,0,0.5162169529999999,3668.0,4,0,2,0,1.0
123689,0,0.565428971,46,0,0.47559028700000006,11900.0,9,0,3,0,4.0
113314,0,0.551684427,58,0,9059.0,,33,0,1,0,2.0
45957,0,0.026773529,63,0,31.0,,3,0,0,0,
37476,1,0.7940514870000001,47,0,0.36113009799999995,4388.0,7,0,0,0,3.0
128684,0,0.002198504,64,0,2318.0,,6,0,1,0,1.0
26979,0,0.035724025,28,0,1.377588307,820.0,4,0,0,0,0.0
113654,0,0.124218945,64,0,0.006481481,2159.0,2,0,0,0,0.0
113234,0,0.020067345,47,0,0.05854905,9000.0,5,0,1,0,1.0
44820,0,0.0059988,80,0,0.151240169,1652.0,2,0,0,0,0.0
75474,0,0.0,40,0,0.44957113299999996,3380.0,2,0,1,0,0.0
76894,0,0.118184561,40,1,0.225138743,6666.0,9,0,2,0,0.0
33567,0,0.589509171,47,0,0.230175292,9583.0,3,0,1,0,0.0
49900,0,0.601243015,46,0,0.100389961,10000.0,17,0,1,0,0.0
108125,0,0.116727414,70,0,0.38025822600000003,2400.0,14,0,1,0,0.0
12513,0,0.060100466,37,0,0.273372287,9583.0,12,0,2,0,2.0
102917,0,0.032988023,75,0,0.005683924,8092.0,5,0,0,0,0.0
138623,0,0.031173267999999997,73,0,0.024975025,1000.0,6,0,0,0,0.0
6906,0,0.9999998999999999,49,0,0.39734448,4066.0,5,0,1,0,0.0
101591,1,0.9999998999999999,34,1,0.005998001,3000.0,0,3,0,0,0.0
44957,0,0.964625884,50,0,0.441955804,10000.0,10,0,1,0,1.0
15755,0,0.179705158,61,0,0.31704163399999996,11600.0,16,0,2,0,0.0
108622,0,0.014394242,24,0,1.0,,3,0,0,0,
29137,0,0.294958067,49,0,0.32254071,10500.0,10,0,1,0,3.0
13273,0,0.301342557,64,0,0.723206377,4515.0,12,0,1,0,0.0
141776,0,0.004470457,57,0,4.0,0.0,3,0,0,0,0.0
74814,0,0.22735452899999997,78,0,0.016577744,5247.0,6,0,0,0,0.0
56885,0,0.39907103299999996,44,0,0.237678855,3773.0,6,0,0,0,1.0
20423,0,0.064724223,58,0,3058.0,,6,0,2,0,
119543,0,0.007679386,86,0,1328.0,,3,0,1,0,0.0
102352,0,0.20713904,36,0,0.37545306799999995,8000.0,11,0,2,0,2.0
41761,0,0.350468375,47,0,0.24871569100000002,13625.0,15,0,1,0,1.0
43009,0,0.7308781870000001,32,0,0.935907336,2589.0,7,0,1,0,0.0
25696,0,0.003853471,46,0,71.0,,7,0,0,0,0.0
2321,0,0.8292682929999999,28,0,0.186750428,1750.0,3,0,0,0,0.0
27838,0,0.00447257,66,0,3264.0,,16,0,1,0,0.0
108569,0,0.39782481700000005,55,0,0.11644657900000001,9995.0,6,0,1,0,1.0
