rowid,kepoi_name,kepler_name,planet_result,planet_prediction,planet_confidence,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3927,K04309.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,3.7948721,2.483e-05,-2.483e-05,134.40039,0.00549,-0.00549,1.168,7.1,-0.097,1.713,0.254,-0.254,305.1,34.4,-34.4,16.1,4.43,-1.18,1083.0,,,325.63,270.28,-81.18,11.3,1.0,q1_q17_dr25_tce,5883.0,177.0,-195.0,4.58,0.035,-0.184,0.793,0.218,-0.058,295.19568,48.567421,15.302
3928,K00612.03,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,122.0804953,0.0005677,-0.0005677,155.02532,0.00401,-0.00401,0.957,0.005,-0.668,4.054,0.299,-0.299,799.9,37.2,-37.2,2.92,0.2,-0.15,297.0,,,1.83,0.44,-0.31,23.3,3.0,q1_q17_dr25_tce,5132.0,102.0,-102.0,4.571000000000001,0.032,-0.052000000000000005,0.77,0.054,-0.04,284.96851000000004,42.079201,14.157
3929,K02563.02,,CANDIDATE,CANDIDATE,0.98,0,0,0,0,6.2614227,0.0001055,-0.0001055,133.2299,0.0123,-0.0123,0.069,0.389,-0.069,4.779,0.439,-0.439,51.4,5.7,-5.7,0.81,0.25,-0.11,1146.0,,,407.58,365.13,-140.1,10.6,2.0,q1_q17_dr25_tce,6384.0,151.0,-207.0,4.361000000000001,0.087,-0.203,1.121,0.352,-0.151,288.09564,40.365971,13.972999999999999
3930,K04500.03,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,14.7510068,0.0001803,-0.0001803,141.1622,0.0106,-0.0106,0.75,0.227,-0.522,2.25,0.295,-0.295,381.1,46.2,-46.2,1.7,0.28,-0.17,629.0,,,36.94,20.7,-11.13,9.5,3.0,q1_q17_dr25_tce,5295.0,185.0,-185.0,4.548,0.052000000000000005,-0.09699999999999999,0.8,0.133,-0.082,295.90502999999995,45.405429999999996,15.85
3931,K04374.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.70386741,2.025e-05,-2.025e-05,132.69596,0.00353,-0.00353,0.033,0.416,-0.033,1.41,0.109,-0.109,125.7,11.9,-11.9,0.86,0.17,-0.07,1012.0,,,247.2,146.25,-61.28,13.1,1.0,q1_q17_dr25_tce,5496.0,149.0,-149.0,4.592,0.032,-0.12,0.776,0.152,-0.065,298.18341000000004,48.44381,14.107999999999999
3932,K04375.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.638437699,5.25e-07,-5.25e-07,131.592552,0.000708,-0.000708,0.904,0.039,-0.641,0.3028,0.0501,-0.0501,286.8,13.8,-13.8,2.48,0.24,-0.14,1709.0,,,2024.34,711.27,-442.0,25.8,1.0,q1_q17_dr25_tce,5073.0,149.0,-164.0,4.571000000000001,0.02,-0.08,0.824,0.08,-0.046,294.63989,50.33419,15.23
3933,K04376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.8912851,3.084e-05,-3.084e-05,132.676,0.0187,-0.0187,1.216,3.363,-0.091,6.182,0.346,-0.346,1223.4,57.2,-57.2,19.96,1.64,-1.64,1061.0,,,299.44,103.69,-81.11,25.7,1.0,q1_q17_dr25_tce,4700.0,167.0,-167.0,4.605,0.036000000000000004,-0.04,0.707,0.058,-0.058,290.33072000000004,37.882092,16.851
3934,K04377.01,,CANDIDATE,CANDIDATE,0.926,0,0,0,0,19.8751355,0.0002829,-0.0002829,148.3935,0.0119,-0.0119,0.919,0.023,-0.639,8.041,0.271,-0.271,109.0,8.4,-8.4,2.49,0.51,-0.42,1061.0,,,299.47,154.58,-102.25,15.2,1.0,q1_q17_dr25_tce,6918.0,72.0,-83.0,4.021,0.14800000000000002,-0.121,2.004,0.413,-0.338,297.16089,40.042858,13.543
3935,K04378.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,343.42046,0.04607,-0.04607,327.4112,0.054,-0.054,0.3519,0.1303,-0.3517,11.11,2.0,-2.0,482.7,60.2,-60.2,2.15,0.88,-0.21,270.0,,,1.27,1.52,-0.37,10.0,,,6115.0,161.0,-199.0,4.468999999999999,0.053,-0.29100000000000004,0.967,0.397,-0.094,289.44867,41.731411,15.222999999999999
3936,K07658.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.47148164,8.236e-05,-8.236e-05,133.7138,0.0191,-0.0191,0.719,0.261,-0.482,4.679,0.736,-0.736,122.7,17.1,-17.1,0.85,0.14,-0.06,970.0,,,209.73,110.56,-51.5,9.5,1.0,q1_q17_dr25_tce,5297.0,159.0,-159.0,4.626,0.032,-0.09699999999999999,0.716,0.118,-0.055,290.84921,38.631840000000004,15.795
3937,K04444.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.94373492,2.99e-05,-2.99e-05,135.25897,0.00432,-0.00432,0.197,0.279,-0.197,1.847,0.124,-0.124,301.0,25.4,-25.4,1.14,0.06,-0.1,674.0,,,48.82,10.68,-12.84,13.2,1.0,q1_q17_dr25_tce,4391.0,118.0,-131.0,4.598,0.053,-0.018000000000000002,0.682,0.032,-0.06,294.62097,49.89415,15.583
3938,K04445.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,244.60373,0.0115,-0.0115,230.282,0.0317,-0.0317,0.2652,0.214,-0.265,10.87,1.1,-1.1,769.8,85.8,-85.8,2.1,0.33,-0.15,235.0,,,0.72,0.37,-0.17,17.7,,,5166.0,161.0,-140.0,4.593,0.026000000000000002,-0.107,0.771,0.123,-0.056,284.53635,48.749611,15.319
3939,K04446.01,Kepler-1605 b,CONFIRMED,CANDIDATE,0.895,0,0,0,0,85.7567919,0.0005965,-0.0005965,162.71913999999998,0.00617,-0.00617,0.713,0.003,-0.538,5.695,0.195,-0.195,159.1,10.9,-10.9,2.99,0.83,-0.45,528.0,,,18.44,13.35,-5.93,16.9,1.0,q1_q17_dr25_tce,5037.0,70.0,-81.0,3.783,0.094,-0.175,2.213,0.614,-0.33,287.13489,47.488621,12.429
3940,K04447.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.18660188,1.056e-05,-1.056e-05,131.94832,0.00363,-0.00363,0.828,0.02,-0.577,1.585,0.123,-0.123,122.3,10.3,-10.3,0.98,0.08,-0.1,1099.0,,,345.07,106.33,-99.8,14.2,1.0,q1_q17_dr25_tce,4904.0,148.0,-148.0,4.535,0.078,-0.048,0.772,0.06,-0.08,293.71136,47.887539000000004,14.793
3941,K03043.02,,CANDIDATE,CANDIDATE,,0,0,0,0,7.2929891,0.0001735,-0.0001735,135.6364,0.0206,-0.0206,0.022,0.4125,-0.0217,4.053,0.946,-0.946,72.5,13.9,-13.9,0.73,0.25,-0.06,904.0,,,158.19,155.12,-39.48,7.1,,,5959.0,148.0,-171.0,4.5489999999999995,0.031,-0.252,0.856,0.291,-0.07,293.43079,46.692089,14.829
3942,K04240.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.1339356,2.005e-05,-2.005e-05,133.5458,0.00589,-0.00589,0.768,0.201,-0.548,4.477,0.195,-0.195,203.7,11.0,-11.0,1.58,0.54,-0.17,1315.0,,,704.95,717.03,-229.75,21.4,1.0,q1_q17_dr25_tce,6137.0,193.0,-236.0,4.46,0.054000000000000006,-0.21600000000000003,1.018,0.341,-0.114,294.11237,46.252708,15.725
3943,K04241.01,Kepler-1575 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.55315031,1.24e-05,-1.24e-05,132.44849,0.00465,-0.00465,0.32,0.138,-0.32,1.849,0.104,-0.104,185.3,14.2,-14.2,1.25,0.34,-0.12,1312.0,,,699.7,584.17,-204.86,15.4,1.0,q1_q17_dr25_tce,5970.0,188.0,-209.0,4.521,0.046,-0.184,0.908,0.248,-0.088,293.74326,45.761589,15.424000000000001
3944,K02458.02,Kepler-1245 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.9365879460000004,9.202000000000001e-06,-9.202000000000001e-06,133.03618,0.00262,-0.00262,0.863,0.006,-0.6,1.8952,0.0773,-0.0773,279.6,15.6,-15.6,1.77,0.41,-0.28,1190.0,,,473.18,337.27,-174.56,20.1,1.0,q1_q17_dr25_tce,5455.0,162.0,-162.0,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404000000000002
3945,K04242.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,145.786556,0.002417,-0.002417,215.0441,0.0135,-0.0135,0.133,0.333,-0.133,4.891,0.391,-0.391,378.0,32.6,-32.6,1.82,0.24,-0.15,331.0,,,2.84,1.05,-0.65,13.9,1.0,q1_q17_dr25_tce,5578.0,100.0,-111.0,4.44,0.081,-0.099,0.95,0.123,-0.082,285.66006,46.143471000000005,14.41
3946,K04243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.33254212,2.139e-05,-2.139e-05,132.0554,0.0137,-0.0137,0.662,0.297,-0.447,3.848,0.464,-0.464,37.4,4.3,-4.3,1.45,0.34,-0.63,2694.0,,,12477.61,8649.33,-9019.59,10.6,1.0,q1_q17_dr25_tce,6613.0,182.0,-250.0,3.87,0.397,-0.132,2.237,0.52,-0.965,294.71292,46.576221000000004,13.0
3947,K04310.01,,CANDIDATE,CANDIDATE,0.986,0,0,0,0,10.7769944,0.0001209,-0.0001209,140.2902,0.00979,-0.00979,0.069,0.381,-0.069,2.616,0.235,-0.235,185.6,19.5,-19.5,1.15,0.25,-0.17,752.0,,,75.83,51.67,-27.16,11.3,1.0,q1_q17_dr25_tce,5455.0,162.0,-162.0,4.457,0.124,-0.17,0.852,0.19,-0.127,287.08749,42.668671,14.587
3948,K07668.01,,CANDIDATE,CANDIDATE,0.77,0,0,0,0,2.5093344,4.145e-05,-4.145e-05,133.1123,0.013,-0.013,0.019,0.515,-0.019,1.833,0.64,-0.64,184.3,52.9,-52.9,1.47,0.45,-0.19,1483.0,,,1143.04,1026.37,-413.75,8.4,1.0,q1_q17_dr25_tce,6278.0,174.0,-261.0,4.425,0.065,-0.195,1.081,0.329,-0.141,295.37203999999997,38.897739,15.588
3949,K04311.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.918921494,1.7890000000000002e-06,-1.7890000000000002e-06,131.68016,0.00158,-0.00158,0.011,0.446,-0.011,0.9425,0.0543,-0.0543,321.0,15.7,-15.7,1.49,0.4,-0.13,1697.0,,,1960.12,1563.63,-514.97,23.7,1.0,q1_q17_dr25_tce,5655.0,169.0,-169.0,4.561,0.042,-0.179,0.833,0.22,-0.073,298.29953,44.788990000000005,15.606
3950,K04312.01,Kepler-1588 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,7.84931877,7.556e-05,-7.556e-05,134.8747,0.00846,-0.00846,0.107,0.352,-0.107,3.747,0.31,-0.31,68.2,6.6,-6.6,0.81,0.12,-0.11,925.0,,,172.98,70.0,-52.88,12.6,1.0,q1_q17_dr25_tce,5678.0,113.0,-91.0,4.365,0.14400000000000002,-0.10800000000000001,0.99,0.138,-0.138,288.2327,48.002178,13.857999999999999
3951,K04313.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,67.7125988,0.000294,-0.000294,149.82165,0.00369,-0.00369,1.8756,0.1083,-0.6561,1.538,0.194,-0.194,542.4,57.5,-57.5,82.63,35.03,-6.63,460.0,,,10.63,13.37,-2.62,13.4,2.0,q1_q17_dr24_tce,6309.0,173.0,-179.0,4.5169999999999995,0.052000000000000005,-0.306,0.847,0.359,-0.068,294.91577,46.485321,14.213
3952,K04314.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,12.4285576,0.0003203,-0.0003203,133.7175,0.0225,-0.0225,0.892,0.016,-0.637,13.98,0.756,-0.756,620.1,53.5,-53.5,2.22,0.44,-0.18,669.0,,,47.26,29.57,-11.91,13.2,1.0,q1_q17_dr25_tce,5492.0,164.0,-164.0,4.604,0.032,-0.128,0.752,0.152,-0.061,300.56305,43.980068,15.663
3953,K04379.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.2755113059999998,9.549e-06,-9.549e-06,132.44654,0.00636,-0.00636,0.011,0.44,-0.01,1.889,0.187,-0.187,69.3,7.9,-7.9,0.84,0.26,-0.12,1739.0,,,2160.97,1899.85,-795.87,10.3,1.0,q1_q17_dr25_tce,5921.0,158.0,-193.0,4.418,0.10099999999999999,-0.203,1.015,0.305,-0.153,298.01016,43.371590000000005,15.083
3954,K04381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,8.4805019,0.000212,-0.000212,135.8339,0.0204,-0.0204,0.972,0.008,-0.673,8.345,0.515,-0.515,164.9,17.6,-17.6,1.26,0.18,-0.13,781.0,,,87.82,42.81,-25.39,11.0,1.0,q1_q17_dr25_tce,5555.0,181.0,-165.0,4.553999999999999,0.085,-0.085,0.737,0.106,-0.077,298.85892,46.697208,15.312999999999999
3955,K02732.04,,CANDIDATE,CANDIDATE,0.848,0,0,0,0,24.5607107,0.0003753,-0.0003753,146.7938,0.0161,-0.0161,0.374,0.096,-0.374,8.679,0.35,-0.35,55.2,3.9,-3.9,1.13,0.2,-0.19,787.0,,,90.55,45.11,-32.54,14.9,4.0,q1_q17_dr25_tce,6170.0,110.0,-135.0,4.192,0.13699999999999998,-0.125,1.499,0.272,-0.245,289.92145,46.74456,12.805
3956,K04382.01,Kepler-1597 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.94648935,2.514e-05,-2.514e-05,132.42208,0.00679,-0.00679,0.01,0.444,-0.009,3.155,0.238,-0.238,57.0,5.1,-5.1,0.89,0.25,-0.1,1497.0,,,1187.5,921.5,-368.65,12.7,1.0,q1_q17_dr25_tce,6481.0,145.0,-193.0,4.378,0.069,-0.172,1.171,0.322,-0.138,288.16397,42.481079,14.144
3957,K04173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.227986164,6.358e-06,-6.358e-06,131.84491,0.00514,-0.00514,0.477,0.015,-0.453,1.551,0.165,-0.165,150.5,12.8,-12.8,1.17,0.31,-0.17,1673.0,,,1846.47,1485.55,-648.17,14.8,1.0,q1_q17_dr25_tce,5746.0,172.0,-172.0,4.435,0.11599999999999999,-0.174,0.931,0.248,-0.134,300.23093,46.0452,14.966
3958,K04174.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.11548883,2.142e-05,-2.142e-05,132.00942,0.0098,-0.0098,0.505,0.474,-0.298,4.008,0.324,-0.324,169.5,12.0,-12.0,1.29,0.4,-0.13,1426.0,,,978.38,906.12,-292.55,17.6,1.0,q1_q17_dr25_tce,5952.0,184.0,-205.0,4.489,0.052000000000000005,-0.20800000000000002,0.971,0.297,-0.099,287.18967000000004,38.42382,15.627
3959,K04175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.17815196,1.383e-05,-1.383e-05,132.02208000000002,0.00643,-0.00643,0.32,0.139,-0.32,2.445,0.162,-0.162,245.0,16.9,-16.9,1.09,0.17,-0.08,1139.0,,,395.98,199.0,-94.48,17.9,1.0,q1_q17_dr25_tce,5357.0,160.0,-160.0,4.6339999999999995,0.036000000000000004,-0.09,0.7,0.109,-0.051,287.96875,46.301659,15.915999999999999
3960,K04176.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,342.315407,0.008932,-0.008932,157.0157,0.019,-0.019,0.1974,0.2513,-0.1973,12.476,0.785,-0.785,719.7,66.3,-66.3,3.15,1.52,-0.42,304.0,,,2.03,2.88,-0.77,13.3,2.0,q1_q16_tce,6425.0,154.0,-304.0,4.373,0.079,-0.28600000000000003,1.164,0.562,-0.155,298.05338,40.210739000000004,15.091
3961,K04177.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.089077224,7.955e-06,-7.955e-06,132.02477,0.00679,-0.00679,0.206,0.252,-0.206,2.705,0.21,-0.21,152.7,10.3,-10.3,1.0,0.11,-0.08,1458.0,,,1068.22,415.89,-269.35,18.7,1.0,q1_q17_dr25_tce,5118.0,154.0,-154.0,4.547,0.042,-0.084,0.83,0.092,-0.067,287.98569,46.3484,15.472000000000001
3962,K04244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.288066288,1.125e-06,-1.125e-06,133.273187,0.000812,-0.000812,1.378,1.233,-0.133,6.4616,0.0424,-0.0424,10083.0,54.8,-54.8,34.84,3.06,-2.72,1310.0,,,692.0,247.26,-182.09,230.7,1.0,q1_q17_dr25_tce,5233.0,183.0,-183.0,4.625,0.066,-0.048,0.639,0.056,-0.05,291.24866000000003,40.221352,15.312999999999999
3963,K04245.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,24.6683831,0.0003508,-0.0003508,136.633,0.0124,-0.0124,0.751,0.213,-0.529,8.556,0.353,-0.353,109.2,8.1,-8.1,1.76,0.3,-0.37,788.0,,,91.32,43.64,-39.77,15.3,1.0,q1_q17_dr25_tce,6059.0,109.0,-146.0,4.151,0.168,-0.11199999999999999,1.554,0.269,-0.328,290.48007,51.965012,13.572000000000001
3964,K07663.01,,FALSE POSITIVE,FALSE POSITIVE,0.016,1,0,1,0,2.31894284,4.549e-05,-4.549e-05,132.9696,0.0188,-0.0188,0.72,0.218,-0.499,5.321,0.475,-0.475,66.5,6.2,-6.2,0.87,0.0,0.0,1375.0,,,844.12,0.0,0.0,13.6,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,295.66324,38.718243,13.232000000000001
3965,K04246.01,Kepler-1576 b,CONFIRMED,FALSE POSITIVE,0.364,1,0,0,0,6.98472143,6.164e-05,-6.164e-05,135.99731,0.00708,-0.00708,0.451,0.055,-0.407,2.724,0.202,-0.202,90.7,8.7,-8.7,1.19,0.34,-0.26,1059.0,,,297.15,255.24,-136.99,11.7,1.0,q1_q17_dr25_tce,5839.0,156.0,-174.0,4.279,0.175,-0.175,1.227,0.36,-0.27,289.07397000000003,40.366009000000005,13.382
3966,K04247.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,349.41047,0.02589,-0.02589,241.4685,0.0474,-0.0474,0.2791,0.206,-0.2786,15.02,1.8,-1.8,652.8,83.4,-83.4,2.41,0.75,-0.19,253.0,,,0.97,0.88,-0.25,17.7,1.0,q1_q16_tce,5878.0,150.0,-191.0,4.512,0.032,-0.24100000000000002,0.945,0.294,-0.077,285.85315,44.57222,15.345999999999998
3967,K04248.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.562563871,2.232e-06,-2.232e-06,131.73458,0.00344,-0.00344,0.36,0.111,-0.36,1.591,0.151,-0.151,34.6,2.7,-2.7,0.69,0.22,-0.08,2626.0,,,11201.45,10121.63,-3505.27,16.4,1.0,q1_q17_dr25_tce,6577.0,148.0,-214.0,4.381,0.07,-0.21,1.145,0.366,-0.131,293.48825,39.696331,13.54
3968,K04315.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.93373458,7.5670000000000006e-06,-7.5670000000000006e-06,131.53478,0.00889,-0.00889,0.574,0.299,-0.574,4.364,0.784,-0.784,127.7,10.9,-10.9,0.93,0.18,-0.07,1573.0,,,1446.48,902.3,-373.8,27.8,1.0,q1_q17_dr25_tce,5335.0,185.0,-185.0,4.577,0.03,-0.127,0.804,0.153,-0.061,292.91196,47.47504,14.76
3969,K04316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.33251948,2.017e-05,-2.017e-05,132.0885,0.015,-0.015,0.402,0.096,-0.375,3.733,0.274,-0.274,233.7,16.0,-16.0,1.64,0.48,-0.26,1751.0,,,2218.21,1966.7,-848.59,17.7,1.0,q1_q17_dr25_tce,5926.0,184.0,-205.0,4.381,0.10800000000000001,-0.201,1.058,0.309,-0.166,294.54642,46.507870000000004,16.334
3970,K04317.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,168.84663,0.01083,-0.01083,231.2295,0.038,-0.038,0.1251,0.3255,-0.1251,9.75,1.2,-1.2,215.1,32.0,-32.0,1.45,0.59,-0.13,329.0,,,2.78,3.37,-0.74,9.3,1.0,q1_q16_tce,5897.0,149.0,-191.0,4.489,0.038,-0.297,0.992,0.411,-0.085,286.7937,44.638560999999996,13.859000000000002
3971,K04318.01,,CANDIDATE,CANDIDATE,0.938,0,0,0,0,14.8162925,0.0002631,-0.0002631,138.3761,0.0127,-0.0127,0.857,0.099,-0.608,4.973,0.362,-0.362,108.2,10.0,-10.0,1.57,0.25,-0.21,912.0,,,163.33,73.41,-49.91,12.5,1.0,q1_q17_dr25_tce,6356.0,115.0,-128.0,4.27,0.09,-0.11,1.325,0.214,-0.175,293.93832000000003,45.719021000000005,12.583
3972,K04319.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,160.4122022,0.0009973,-0.0009973,262.40022,0.00456,-0.00456,0.903,0.005,-0.634,4.92,0.241,-0.241,2538.0,117.0,-117.0,4.45,0.66,-0.34,270.0,,,1.26,0.62,-0.29,24.4,1.0,q1_q17_dr25_tce,5269.0,158.0,-142.0,4.62,0.03,-0.09,0.727,0.109,-0.055,293.20772999999997,41.698582,15.407
3973,K04382.02,,CANDIDATE,CANDIDATE,,0,0,0,0,3.98167088,5.262e-05,-5.262e-05,134.9767,0.0108,-0.0108,0.2076,0.2343,-0.2076,3.609,0.283,-0.283,44.7,5.4,-5.4,0.79,0.38,-0.09,1356.0,,,798.79,1117.56,-264.03,10.3,,,6484.0,155.0,-225.0,4.377,0.067,-0.28300000000000003,1.173,0.56,-0.143,288.16397,42.481079,14.144
3974,K04383.01,Kepler-1598 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.34195312,3.55e-05,-3.55e-05,134.18767,0.00666,-0.00666,0.118,0.334,-0.118,2.598,0.207,-0.207,73.3,7.7,-7.7,0.94,0.3,-0.13,1236.0,,,552.7,519.44,-197.27,10.6,1.0,q1_q17_dr25_tce,6164.0,165.0,-220.0,4.378,0.09,-0.21,1.09,0.35,-0.15,288.46909,46.78368,13.874
3975,K04384.01,Kepler-1599 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,122.358116,0.004202,-0.004202,134.3477,0.019,-0.019,0.255,0.198,-0.255,10.768,0.69,-0.69,352.8,34.9,-34.9,2.15,0.61,-0.41,407.0,,,6.46,5.54,-2.7,12.2,1.0,q1_q17_dr25_tce,5998.0,180.0,-180.0,4.324,0.153,-0.187,1.139,0.324,-0.216,286.22089,41.151249,14.945
3976,K04385.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.298142,5.423e-05,-5.423e-05,137.85674,0.00629,-0.00629,0.411,0.059,-0.411,3.024,0.146,-0.146,370.5,29.4,-29.4,1.6,0.09,-0.1,786.0,,,90.04,17.03,-15.83,13.6,2.0,q1_q17_dr25_tce,5119.0,82.0,-82.0,4.508,0.06,-0.04,0.834,0.047,-0.052,291.39938,38.78775,15.825
3977,K04386.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,18.5010898,0.0001557,-0.0001557,149.17569,0.00601,-0.00601,0.719,0.046,-0.512,3.179,0.17,-0.17,421.1,33.8,-33.8,1.62,0.24,-0.14,555.0,,,22.4,11.1,-5.48,14.7,1.0,q1_q17_dr25_tce,5242.0,158.0,-142.0,4.613,0.03,-0.09,0.734,0.112,-0.06,284.9725,44.567551,15.789000000000001
3978,K04178.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.016016,0.006295,-0.006295,133.9561,0.0873,-0.0873,0.89,0.105,-0.641,3.8,13.2,-13.2,169.0,154.0,-154.0,1.72,0.5,-0.22,1138.0,,,396.43,340.45,-131.37,6.3,1.0,q1_q17_dr25_tce,6642.0,178.0,-218.0,4.39,0.062,-0.187,1.136,0.333,-0.143,294.63516,40.322128,14.404000000000002
3979,K04179.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.569961046,2.194e-06,-2.194e-06,131.80273,0.00381,-0.00381,0.343,0.131,-0.343,1.446,0.119,-0.119,44.2,3.0,-3.0,1.04,0.26,-0.38,2743.0,,,13463.04,9803.62,-8717.14,18.9,1.0,q1_q17_dr25_tce,5814.0,158.0,-176.0,4.066,0.35700000000000004,-0.127,1.549,0.381,-0.571,298.46341,48.32185,13.333
3980,K00566.03,,CANDIDATE,CANDIDATE,0.964,0,0,0,0,42.068554,0.001061,-0.001061,165.0211,0.026,-0.026,0.022,0.441,-0.022,5.723,0.496,-0.496,186.3,18.9,-18.9,1.32,0.41,-0.14,541.0,,,20.28,19.05,-6.05,9.8,2.0,q1_q17_dr25_tce,6122.0,182.0,-200.0,4.487,0.054000000000000006,-0.21600000000000003,0.964,0.302,-0.101,292.31601,42.626251,14.718
3981,K04180.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.121634781,3.969e-06,-3.969e-06,132.31311000000002,0.00296,-0.00296,0.409,0.053,-0.409,1.155,0.111,-0.111,71.5,6.3,-6.3,0.6,0.03,-0.04,1225.0,,,529.9,131.86,-139.4,14.8,1.0,q1_q17_dr25_tce,4518.0,143.0,-159.0,4.5889999999999995,0.042,-0.025,0.72,0.036,-0.056,288.44305,42.456759999999996,13.958
3982,K04181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.33256979,1.315e-05,-1.315e-05,132.05279,0.00885,-0.00885,0.207,0.277,-0.207,3.293,0.245,-0.245,104.2,6.9,-6.9,0.97,0.3,-0.1,1692.0,,,1943.76,1779.52,-571.71,18.4,1.0,q1_q17_dr25_tce,6089.0,181.0,-199.0,4.495,0.05,-0.2,0.95,0.29,-0.097,295.19982999999996,46.731730999999996,15.377
3983,K04182.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.536650896,5.75e-07,-5.75e-07,131.709931,0.000843,-0.000843,1.175,0.101,-0.094,4.702,0.123,-0.123,273.2,3.2,-3.2,18.45,4.9,-2.09,2163.0,,,5179.76,3975.37,-1538.72,117.8,1.0,q1_q17_dr25_tce,5819.0,145.0,-160.0,4.494,0.075,-0.188,0.881,0.234,-0.1,297.27448,46.117908,13.956
3984,K04249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,397.73699,0.01117,-0.01117,222.0316,0.0182,-0.0182,0.883,0.013,-0.641,11.76,0.844,-0.844,1131.5,87.2,-87.2,3.05,0.4,-0.36,211.0,,,0.47,0.21,-0.14,15.3,1.0,q1_q17_dr25_tce,5313.0,175.0,-143.0,4.521,0.099,-0.081,0.768,0.1,-0.09,292.58087,38.709109999999995,15.085999999999999
3985,K04251.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.23968392,2.442e-05,-2.442e-05,133.72124,0.00307,-0.00307,0.679,0.049,-0.537,0.668,0.18,-0.18,155.9,22.8,-22.8,1.55,0.41,-0.3,1060.0,,,299.03,235.11,-125.1,9.0,1.0,q1_q17_dr25_tce,5751.0,156.0,-156.0,4.303,0.18,-0.18,1.143,0.305,-0.222,286.35339,44.961182,13.795
