step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
112,'C831905583','3','M','28007','M85975013','28007','es_food',27.25,0
132,'C993553940','2','M','28007','M1053599405','28007','es_health',108.45,0
163,'C2088631865','3','F','28007','M1823072687','28007','es_transportation',9.0,0
153,'C1838948302','1','M','28007','M1823072687','28007','es_transportation',36.53,0
173,'C1101433185','2','F','28007','M1823072687','28007','es_transportation',63.22,0
106,'C1057259459','3','F','28007','M348934600','28007','es_transportation',50.43,0
120,'C1628225593','3','M','28007','M1823072687','28007','es_transportation',29.07,0
148,'C895105444','3','F','28007','M348934600','28007','es_transportation',12.37,0
40,'C739589782','2','F','28007','M348934600','28007','es_transportation',16.82,0
141,'C28023491','4','F','28007','M349281107','28007','es_fashion',4.51,0
42,'C287533643','3','M','28007','M1823072687','28007','es_transportation',37.27,0
15,'C1582366224','5','M','28007','M348934600','28007','es_transportation',24.82,0
112,'C21207783','3','F','28007','M1352454843','28007','es_hotelservices',104.81,0
167,'C427983732','4','F','28007','M1823072687','28007','es_transportation',50.13,0
51,'C1068772542','1','M','28007','M1823072687','28007','es_transportation',4.58,0
160,'C1886871597','4','F','28007','M348934600','28007','es_transportation',47.6,0
110,'C2074365962','4','M','28007','M1823072687','28007','es_transportation',59.86,0
73,'C1010865894','1','F','28007','M85975013','28007','es_food',39.24,0
79,'C1267913176','2','M','28007','M348934600','28007','es_transportation',10.56,0
16,'C1815278899','5','M','28007','M348934600','28007','es_transportation',39.64,0
47,'C1820855004','2','F','28007','M1053599405','28007','es_health',11.68,0
63,'C1385115265','2','F','28007','M1823072687','28007','es_transportation',37.01,0
105,'C1629621972','4','M','28007','M348934600','28007','es_transportation',23.51,0
139,'C1118984324','3','F','28007','M1823072687','28007','es_transportation',17.07,0
150,'C404247926','5','F','28007','M348934600','28007','es_transportation',12.47,0
28,'C955592184','2','F','28007','M348934600','28007','es_transportation',50.47,0
6,'C1641760998','5','F','28007','M348934600','28007','es_transportation',1.13,0
111,'C1940107136','2','F','28007','M348934600','28007','es_transportation',75.26,0
46,'C1425719203','1','F','28007','M348934600','28007','es_transportation',70.17,0
16,'C1475317372','1','F','28007','M1823072687','28007','es_transportation',23.9,0
7,'C1129737137','6','M','28007','M151143676','28007','es_barsandrestaurants',2.84,0
172,'C1125717761','5','M','28007','M1823072687','28007','es_transportation',7.27,0
34,'C371396143','2','F','28007','M1823072687','28007','es_transportation',61.31,0
43,'C755615643','3','F','28007','M348934600','28007','es_transportation',8.33,0
47,'C238779431','3','F','28007','M348934600','28007','es_transportation',31.07,0
3,'C1261640227','3','M','28007','M348934600','28007','es_transportation',58.85,0
115,'C1702404555','3','M','28007','M1823072687','28007','es_transportation',64.32,0
162,'C2007848056','1','M','28007','M348934600','28007','es_transportation',5.68,0
129,'C1816813783','5','F','28007','M1946091778','28007','es_wellnessandbeauty',45.66,0
142,'C775533998','2','F','28007','M1823072687','28007','es_transportation',13.17,0
159,'C1640022626','6','M','28007','M1823072687','28007','es_transportation',9.86,0
98,'C793132240','4','F','28007','M348934600','28007','es_transportation',56.96,0
60,'C1701618194','2','F','28007','M348934600','28007','es_transportation',10.63,0
179,'C1228110352','1','M','28007','M1823072687','28007','es_transportation',26.24,0
85,'C380564257','3','F','28007','M97925176','28007','es_wellnessandbeauty',21.24,0
54,'C285513182','5','M','28007','M348934600','28007','es_transportation',31.76,0
82,'C2075699398','3','F','28007','M1823072687','28007','es_transportation',30.91,0
54,'C2028528769','5','M','28007','M348934600','28007','es_transportation',24.6,0
176,'C524663308','2','F','28007','M1823072687','28007','es_transportation',21.23,0
127,'C896894357','3','M','28007','M1823072687','28007','es_transportation',22.97,0
21,'C1809104609','1','F','28007','M1823072687','28007','es_transportation',30.76,0
109,'C1960866892','2','M','28007','M1823072687','28007','es_transportation',32.87,0
115,'C1134994937','5','M','28007','M1823072687','28007','es_transportation',63.65,0
149,'C846609537','5','M','28007','M1823072687','28007','es_transportation',8.43,0
108,'C1975322645','3','F','28007','M1823072687','28007','es_transportation',46.53,0
110,'C592766342','2','M','28007','M1823072687','28007','es_transportation',20.46,0
78,'C95082443','2','M','28007','M480139044','28007','es_health',26.1,1
5,'C413242191','4','F','28007','M348934600','28007','es_transportation',4.14,0
122,'C177123752','4','M','28007','M1823072687','28007','es_transportation',70.86,0
127,'C774836418','4','F','28007','M1823072687','28007','es_transportation',25.37,0
178,'C309780280','1','F','28007','M1823072687','28007','es_transportation',54.25,0
103,'C612357573','6','M','28007','M1823072687','28007','es_transportation',1.44,0
17,'C521087514','4','F','28007','M348934600','28007','es_transportation',31.0,0
158,'C1928450094','2','M','28007','M1823072687','28007','es_transportation',18.08,0
107,'C1602614455','5','M','28007','M348934600','28007','es_transportation',44.22,0
174,'C1072577677','3','F','28007','M1823072687','28007','es_transportation',36.79,0
60,'C918933783','4','F','28007','M348934600','28007','es_transportation',51.29,0
101,'C1897566795','3','F','28007','M348934600','28007','es_transportation',7.01,0
128,'C1903856065','1','M','28007','M1823072687','28007','es_transportation',53.81,0
73,'C54876469','4','M','28007','M348934600','28007','es_transportation',8.42,0
179,'C840054516','2','F','28007','M1823072687','28007','es_transportation',45.79,0
168,'C2055009466','4','M','28007','M1823072687','28007','es_transportation',5.51,0
119,'C16791543','4','M','28007','M1823072687','28007','es_transportation',10.39,0
125,'C1787537369','2','M','28007','M1313686961','28007','es_contents',105.35,0
140,'C286580355','6','M','28007','M348934600','28007','es_transportation',1.28,0
141,'C1372889664','5','F','28007','M1823072687','28007','es_transportation',24.4,0
136,'C1870640785','4','M','28007','M1823072687','28007','es_transportation',34.86,0
17,'C1267749701','2','F','28007','M1823072687','28007','es_transportation',55.35,0
14,'C1951890364','3','F','28007','M151143676','28007','es_barsandrestaurants',15.11,0
139,'C2065544312','2','F','28007','M348934600','28007','es_transportation',48.47,0
14,'C1038996959','2','M','28007','M348934600','28007','es_transportation',14.6,0
127,'C1261640227','3','M','28007','M348934600','28007','es_transportation',34.05,0
153,'C450299456','2','F','28007','M348934600','28007','es_transportation',40.07,0
111,'C1095604325','1','F','28007','M1823072687','28007','es_transportation',28.1,0
41,'C170769685','4','M','28007','M348934600','28007','es_transportation',0.58,0
9,'C1646349423','2','M','28007','M348934600','28007','es_transportation',28.85,0
115,'C1164613439','2','M','28007','M1823072687','28007','es_transportation',13.46,0
161,'C914000857','U','E','28007','M1823072687','28007','es_transportation',27.04,0
2,'C1295444668','2','M','28007','M348934600','28007','es_transportation',80.25,0
81,'C1450140987','4','F','28007','M1823072687','28007','es_transportation',25.65,0
114,'C861930901','3','F','28007','M348934600','28007','es_transportation',26.01,0
170,'C1817842389','5','M','28007','M348934600','28007','es_transportation',32.46,0
175,'C1083375349','3','F','28007','M1823072687','28007','es_transportation',40.06,0
29,'C2039473569','2','M','28007','M348934600','28007','es_transportation',48.97,0
96,'C809708190','1','F','28007','M1823072687','28007','es_transportation',37.35,0
22,'C1055224400','3','F','28007','M1823072687','28007','es_transportation',17.06,0
110,'C987620594','5','F','28007','M1946091778','28007','es_wellnessandbeauty',44.76,0
174,'C359221218','3','M','28007','M1823072687','28007','es_transportation',31.85,0
147,'C194859196','2','F','28007','M1823072687','28007','es_transportation',22.91,0
92,'C1948728559','5','F','28007','M1823072687','28007','es_transportation',41.55,0
87,'C474847450','2','M','28007','M692898500','28007','es_health',49.5,0
66,'C566598245','4','M','28007','M1823072687','28007','es_transportation',1.79,0
49,'C2136232396','6','F','28007','M348934600','28007','es_transportation',44.39,0
24,'C1573211398','3','F','28007','M151143676','28007','es_barsandrestaurants',24.52,0
37,'C1714676783','3','M','28007','M855959430','28007','es_hyper',24.28,0
114,'C1546820736','2','M','28007','M1823072687','28007','es_transportation',15.5,0
175,'C1950237952','4','F','28007','M1823072687','28007','es_transportation',17.11,0
22,'C677660361','5','M','28007','M348934600','28007','es_transportation',27.39,0
39,'C1764447156','3','F','28007','M348934600','28007','es_transportation',7.31,0
28,'C195373250','3','M','28007','M348934600','28007','es_transportation',25.46,0
124,'C1398865038','3','F','28007','M1823072687','28007','es_transportation',28.13,0
107,'C2005070127','2','F','28007','M1823072687','28007','es_transportation',2.71,0
103,'C1214628974','2','F','28007','M1823072687','28007','es_transportation',45.75,0
142,'C1954474578','2','M','28007','M348934600','28007','es_transportation',15.26,0
32,'C836424975','3','M','28007','M1823072687','28007','es_transportation',12.29,0
155,'C188367998','3','F','28007','M1823072687','28007','es_transportation',6.11,0
143,'C644663928','2','M','28007','M348934600','28007','es_transportation',41.66,0
34,'C2103685620','3','F','28007','M348934600','28007','es_transportation',41.73,0
101,'C151715772','3','F','28007','M1823072687','28007','es_transportation',40.18,0
24,'C1224153830','4','F','28007','M348934600','28007','es_transportation',5.71,0
102,'C531724764','4','F','28007','M1823072687','28007','es_transportation',10.73,0
13,'C2038979642','3','F','28007','M1823072687','28007','es_transportation',14.38,0
6,'C719332132','2','F','28007','M209847108','28007','es_wellnessandbeauty',2.0,0
125,'C1440474435','2','M','28007','M348934600','28007','es_transportation',48.17,0
138,'C975211427','2','M','28007','M1823072687','28007','es_transportation',53.09,0
120,'C1871125244','U','E','28007','M1823072687','28007','es_transportation',2.78,0
74,'C755108533','4','F','28007','M348934600','28007','es_transportation',25.34,0
149,'C1622124632','2','M','28007','M1823072687','28007','es_transportation',25.85,0
24,'C1690998552','2','F','28007','M348934600','28007','es_transportation',40.2,0
152,'C276142295','3','M','28007','M1823072687','28007','es_transportation',26.66,0
77,'C1114643543','6','M','28007','M1823072687','28007','es_transportation',21.97,0
59,'C1051682954','2','F','28007','M1823072687','28007','es_transportation',2.57,0
37,'C337109624','2','F','28007','M348934600','28007','es_transportation',4.36,0
159,'C1962137244','6','M','28007','M85975013','28007','es_food',43.25,0
51,'C978637475','2','F','28007','M1823072687','28007','es_transportation',8.31,0
98,'C1192874833','4','F','28007','M1823072687','28007','es_transportation',55.3,0
38,'C720418898','3','M','28007','M348934600','28007','es_transportation',65.34,0
164,'C2027052970','5','M','28007','M1823072687','28007','es_transportation',25.97,0
93,'C825739161','3','F','28007','M1823072687','28007','es_transportation',4.99,0
107,'C57136184','6','F','28007','M348934600','28007','es_transportation',40.39,0
67,'C874212917','2','F','28007','M1823072687','28007','es_transportation',15.29,0
54,'C578700012','4','F','28007','M855959430','28007','es_hyper',94.39,0
76,'C476313806','5','F','28007','M348934600','28007','es_transportation',1.36,0
168,'C1983995504','2','F','28007','M1823072687','28007','es_transportation',17.33,0
18,'C1607207670','2','F','28007','M1823072687','28007','es_transportation',2.1,0
43,'C651594350','3','M','28007','M348934600','28007','es_transportation',5.07,0
42,'C1937615372','4','F','28007','M1823072687','28007','es_transportation',33.97,0
2,'C1984017083','2','M','28007','M348934600','28007','es_transportation',7.08,0
59,'C484986935','2','F','28007','M348934600','28007','es_transportation',28.78,0
120,'C1087227796','2','M','28007','M348934600','28007','es_transportation',7.37,0
117,'C1450140987','4','F','28007','M1053599405','28007','es_health',85.91,0
122,'C1305339250','4','M','28007','M348934600','28007','es_transportation',9.97,0
122,'C1193034305','4','F','28007','M1600850729','28007','es_fashion',70.66,0
48,'C2094478222','4','F','28007','M348934600','28007','es_transportation',4.59,0
138,'C183270065','0','F','28007','M1823072687','28007','es_transportation',78.61,0
122,'C123623130','2','F','28007','M348934600','28007','es_transportation',33.51,0
134,'C1060120913','1','M','28007','M1823072687','28007','es_transportation',29.29,0
73,'C1207877529','3','M','28007','M1823072687','28007','es_transportation',14.96,0
169,'C907665937','2','F','28007','M1823072687','28007','es_transportation',18.13,0
78,'C1862169273','5','F','28007','M1823072687','28007','es_transportation',16.43,0
106,'C885081673','3','M','28007','M348934600','28007','es_transportation',53.28,0
44,'C1999090638','2','F','28007','M348934600','28007','es_transportation',28.85,0
16,'C876944738','2','F','28007','M1823072687','28007','es_transportation',31.32,0
37,'C1670883164','6','F','28007','M348934600','28007','es_transportation',26.16,0
148,'C1806422891','2','M','28007','M1823072687','28007','es_transportation',46.69,0
33,'C369046885','4','M','28007','M1823072687','28007','es_transportation',6.23,0
162,'C122290547','3','M','28007','M1823072687','28007','es_transportation',0.25,0
81,'C626836922','5','F','28007','M348934600','28007','es_transportation',16.71,0
142,'C788955662','6','F','28007','M348934600','28007','es_transportation',24.21,0
137,'C965952231','5','M','28007','M1823072687','28007','es_transportation',53.21,0
34,'C2055009466','4','M','28007','M1823072687','28007','es_transportation',8.95,0
52,'C940143351','4','M','28007','M85975013','28007','es_food',100.11,0
32,'C46234453','3','F','28007','M1823072687','28007','es_transportation',40.73,0
36,'C1043282651','2','F','28007','M348934600','28007','es_transportation',31.27,0
108,'C1980127627','2','F','28007','M1823072687','28007','es_transportation',46.09,0
82,'C2005093875','5','F','28007','M1823072687','28007','es_transportation',31.35,0
141,'C759167881','2','F','28007','M1823072687','28007','es_transportation',43.37,0
32,'C264736518','4','F','28007','M923029380','28007','es_home',952.31,1
20,'C1372042334','1','F','28007','M1053599405','28007','es_health',2.74,0
78,'C624012210','3','F','28007','M1823072687','28007','es_transportation',3.49,0
111,'C947010068','4','F','28007','M1823072687','28007','es_transportation',16.63,0
41,'C1927849279','2','F','28007','M348934600','28007','es_transportation',33.15,0
120,'C1461774305','3','F','28007','M1823072687','28007','es_transportation',18.4,0
130,'C1461183154','5','F','28007','M1823072687','28007','es_transportation',11.42,0
33,'C1258211852','1','M','28007','M348934600','28007','es_transportation',29.85,0
55,'C1655680166','3','M','28007','M348934600','28007','es_transportation',42.97,0
51,'C2013871968','4','F','28007','M348934600','28007','es_transportation',21.58,0
48,'C951702775','2','M','28007','M348934600','28007','es_transportation',2.38,0
93,'C1415453492','2','F','28007','M1823072687','28007','es_transportation',4.99,0
132,'C1202857292','3','F','28007','M1823072687','28007','es_transportation',7.68,0
130,'C364635096','2','F','28007','M1823072687','28007','es_transportation',7.42,0
171,'C1955375790','3','M','28007','M1823072687','28007','es_transportation',51.04,0
149,'C71763178','3','M','28007','M1823072687','28007','es_transportation',33.2,0
174,'C1809945143','3','F','28007','M1823072687','28007','es_transportation',36.61,0
158,'C1871220408','2','M','28007','M348934600','28007','es_transportation',50.68,0
178,'C1568358546','2','F','28007','M1823072687','28007','es_transportation',31.08,0
144,'C1953872129','2','M','28007','M1823072687','28007','es_transportation',12.51,0
97,'C200882642','3','M','28007','M1823072687','28007','es_transportation',11.37,0
158,'C1669649966','3','F','28007','M85975013','28007','es_food',5.3,0
62,'C1303555047','3','M','28007','M1823072687','28007','es_transportation',42.75,0
109,'C59433821','4','M','28007','M1823072687','28007','es_transportation',5.69,0
100,'C682529129','3','F','28007','M1823072687','28007','es_transportation',58.5,0
175,'C985141335','5','F','28007','M1823072687','28007','es_transportation',12.56,0
135,'C1615671416','6','F','28007','M1823072687','28007','es_transportation',5.26,0
178,'C1364381627','3','M','28007','M1823072687','28007','es_transportation',57.77,0
0,'C834739424','3','F','28007','M1823072687','28007','es_transportation',41.24,0
98,'C1262879702','1','M','28007','M1823072687','28007','es_transportation',10.69,0
162,'C1547689237','4','F','28007','M1823072687','28007','es_transportation',33.1,0
150,'C1090046399','2','M','28007','M1823072687','28007','es_transportation',2.06,0
163,'C1569939854','6','F','28007','M1823072687','28007','es_transportation',23.5,0
83,'C697242067','5','M','28007','M348934600','28007','es_transportation',34.08,0
153,'C1177396126','2','M','28007','M1823072687','28007','es_transportation',15.48,0
123,'C1878030169','5','M','28007','M1823072687','28007','es_transportation',23.14,0
15,'C306854291','4','F','28007','M1823072687','28007','es_transportation',38.56,0
109,'C970704037','2','M','28007','M85975013','28007','es_food',93.11,0
151,'C800272493','2','F','28007','M1913465890','28007','es_health',10.54,0
122,'C144835944','4','F','28007','M1823072687','28007','es_transportation',11.33,0
160,'C2126563017','3','F','28007','M348934600','28007','es_transportation',30.99,0
142,'C1838285576','3','M','28007','M1823072687','28007','es_transportation',12.09,0
48,'C1959067413','4','M','28007','M1823072687','28007','es_transportation',69.39,0
170,'C1423633034','2','M','28007','M348934600','28007','es_transportation',16.69,0
108,'C660024200','2','F','28007','M1823072687','28007','es_transportation',19.03,0
173,'C1205257074','1','F','28007','M1823072687','28007','es_transportation',5.08,0
124,'C1634901253','1','F','28007','M1823072687','28007','es_transportation',68.49,0
26,'C948004275','2','M','28007','M348934600','28007','es_transportation',20.08,0
167,'C1387946894','6','M','28007','M1823072687','28007','es_transportation',46.39,0
164,'C574852748','4','F','28007','M1823072687','28007','es_transportation',41.55,0
176,'C1160118068','2','M','28007','M1823072687','28007','es_transportation',27.5,0
171,'C1782998558','3','F','28007','M1823072687','28007','es_transportation',31.0,0
107,'C525850964','2','F','28007','M348934600','28007','es_transportation',38.73,0
30,'C1641760998','5','F','28007','M348934600','28007','es_transportation',62.05,0
150,'C1826105311','3','F','28007','M1823072687','28007','es_transportation',25.97,0
20,'C1139909458','3','F','28007','M348934600','28007','es_transportation',28.83,0
160,'C2017140130','4','M','28007','M348934600','28007','es_transportation',20.41,0
46,'C893276958','2','M','28007','M348934600','28007','es_transportation',14.36,0
168,'C1216919532','4','M','28007','M348934600','28007','es_transportation',13.39,0
176,'C278409847','4','F','28007','M348934600','28007','es_transportation',5.43,0
76,'C1128965136','2','F','28007','M1823072687','28007','es_transportation',70.92,0
111,'C1713848243','2','F','28007','M1823072687','28007','es_transportation',0.28,0
130,'C1414374774','5','M','28007','M1823072687','28007','es_transportation',14.98,0
167,'C1379814778','2','F','28007','M1823072687','28007','es_transportation',6.36,0
14,'C1703648667','2','F','28007','M348934600','28007','es_transportation',7.86,0
36,'C858011639','3','M','28007','M1823072687','28007','es_transportation',50.77,0
45,'C1276892406','4','M','28007','M348934600','28007','es_transportation',61.49,0
123,'C228882909','2','M','28007','M1823072687','28007','es_transportation',4.54,0
124,'C2145337724','3','F','28007','M209847108','28007','es_wellnessandbeauty',29.02,0
98,'C276623362','4','M','28007','M1823072687','28007','es_transportation',14.5,0
84,'C1497367004','4','F','28007','M1400236507','28007','es_home',104.7,0
178,'C463539622','2','M','28007','M1823072687','28007','es_transportation',0.16,0
120,'C526635102','2','M','28007','M1823072687','28007','es_transportation',33.57,0
74,'C1258211852','1','M','28007','M348934600','28007','es_transportation',2.9,0
14,'C636259913','1','M','28007','M85975013','28007','es_food',18.18,0
38,'C1127069069','2','F','28007','M3697346','28007','es_leisure',298.3,1
117,'C1476101537','3','F','28007','M1823072687','28007','es_transportation',37.14,0
109,'C1415453492','2','F','28007','M1823072687','28007','es_transportation',72.04,0
149,'C1456029725','3','M','28007','M348934600','28007','es_transportation',21.28,0
111,'C1135867657','6','M','28007','M348934600','28007','es_transportation',12.43,0
1,'C1078619612','6','F','28007','M348934600','28007','es_transportation',26.07,0
29,'C759264122','1','M','28007','M1823072687','28007','es_transportation',33.49,0
137,'C1467497219','6','F','28007','M1823072687','28007','es_transportation',46.04,0
175,'C1214929092','3','M','28007','M97925176','28007','es_wellnessandbeauty',25.79,0
170,'C1564260047','3','F','28007','M1053599405','28007','es_health',277.78,0
115,'C20239039','2','F','28007','M348934600','28007','es_transportation',38.19,0
151,'C985780492','2','F','28007','M1823072687','28007','es_transportation',6.59,0
48,'C332229910','4','F','28007','M348934600','28007','es_transportation',25.9,0
107,'C34104097','1','F','28007','M348934600','28007','es_transportation',23.01,0
159,'C2129810887','4','F','28007','M1823072687','28007','es_transportation',51.11,0
120,'C384665757','3','F','28007','M1600850729','28007','es_fashion',7.62,0
72,'C911364935','3','M','28007','M348934600','28007','es_transportation',40.8,0
8,'C728039227','6','M','28007','M348934600','28007','es_transportation',24.16,0
133,'C1836308269','1','M','28007','M1823072687','28007','es_transportation',43.88,0
35,'C2134043204','3','M','28007','M1823072687','28007','es_transportation',18.92,0
29,'C333484923','4','M','28007','M1823072687','28007','es_transportation',28.48,0
53,'C336519851','3','F','28007','M1823072687','28007','es_transportation',32.54,0
87,'C774836418','4','F','28007','M1823072687','28007','es_transportation',75.2,0
115,'C867847701','1','F','28007','M348934600','28007','es_transportation',4.94,0
103,'C1731163929','2','F','28007','M1823072687','28007','es_transportation',19.14,0
41,'C1014124305','1','M','28007','M1823072687','28007','es_transportation',48.28,0
156,'C382331420','4','F','28007','M1823072687','28007','es_transportation',39.01,0
14,'C2132111174','3','F','28007','M348934600','28007','es_transportation',31.5,0
146,'C1269635185','2','M','28007','M85975013','28007','es_food',15.49,0
19,'C1385115265','2','F','28007','M348934600','28007','es_transportation',24.21,0
50,'C1806422891','2','M','28007','M2122776122','28007','es_home',33.47,0
56,'C793890087','2','F','28007','M348934600','28007','es_transportation',12.79,0
2,'C208889378','4','M','28007','M348934600','28007','es_transportation',38.68,0
148,'C23992005','3','M','28007','M348934600','28007','es_transportation',9.05,0
140,'C92282564','3','F','28007','M1823072687','28007','es_transportation',15.99,0
123,'C106931168','3','F','28007','M348934600','28007','es_transportation',34.08,0
142,'C955592184','2','F','28007','M1823072687','28007','es_transportation',26.03,0
81,'C1597422235','3','F','28007','M1823072687','28007','es_transportation',0.5,0
12,'C2064655298','4','F','28007','M151143676','28007','es_barsandrestaurants',68.33,0
169,'C1121327223','2','F','28007','M1823072687','28007','es_transportation',1.1,0
29,'C1882101149','4','M','28007','M348934600','28007','es_transportation',5.0,0
62,'C27106217','2','M','28007','M980657600','28007','es_sportsandtoys',66.52,0
133,'C176878772','2','F','28007','M1823072687','28007','es_transportation',17.05,0
57,'C98707741','4','F','28007','M1823072687','28007','es_transportation',41.13,0
169,'C1832119955','4','F','28007','M1823072687','28007','es_transportation',8.71,0
139,'C744245203','2','M','28007','M349281107','28007','es_fashion',52.27,0
102,'C2031167542','2','M','28007','M1823072687','28007','es_transportation',27.63,0
137,'C800967034','3','F','28007','M1823072687','28007','es_transportation',7.92,0
66,'C300052027','1','F','28007','M348934600','28007','es_transportation',54.94,0
167,'C1175684338','2','M','28007','M85975013','28007','es_food',64.65,0
177,'C95715318','1','F','28007','M1053599405','28007','es_health',57.05,0
143,'C1980302296','1','F','28007','M1823072687','28007','es_transportation',39.04,0
157,'C1922022324','2','F','28007','M1823072687','28007','es_transportation',44.07,0
41,'C1763624260','6','F','28007','M348934600','28007','es_transportation',12.77,0
167,'C1086957388','3','M','28007','M1823072687','28007','es_transportation',26.72,0
135,'C1215468370','2','M','28007','M1823072687','28007','es_transportation',3.16,0
155,'C1102156492','4','M','28007','M1823072687','28007','es_transportation',15.91,0
15,'C251630036','4','F','28007','M1053599405','28007','es_health',51.59,0
36,'C1474428806','3','F','28007','M1823072687','28007','es_transportation',5.18,0
92,'C987955759','5','F','28007','M348934600','28007','es_transportation',32.74,0
106,'C433355159','4','F','28007','M85975013','28007','es_food',31.92,0
58,'C2109595609','6','M','28007','M1823072687','28007','es_transportation',0.36,0
5,'C470079617','5','F','28007','M348934600','28007','es_transportation',11.74,0
144,'C2144330803','2','M','28007','M348934600','28007','es_transportation',0.62,0
162,'C1788210321','2','F','28007','M1823072687','28007','es_transportation',42.41,0
156,'C1051712338','4','M','28007','M1823072687','28007','es_transportation',49.56,0
13,'C656075868','1','F','28007','M1823072687','28007','es_transportation',48.04,0
170,'C2106115023','5','M','28007','M1823072687','28007','es_transportation',23.1,0
154,'C966214713','3','M','28007','M348934600','28007','es_transportation',5.96,0
153,'C1670883164','6','F','28007','M1823072687','28007','es_transportation',17.43,0
84,'C572958608','2','M','28007','M1823072687','28007','es_transportation',28.13,0
122,'C3977999','3','M','28007','M1823072687','28007','es_transportation',18.22,0
11,'C1584479959','2','M','28007','M348934600','28007','es_transportation',52.71,0
131,'C1362652272','4','F','28007','M348934600','28007','es_transportation',28.41,0
158,'C1940107136','2','F','28007','M348934600','28007','es_transportation',23.85,0
166,'C378899672','1','F','28007','M1823072687','28007','es_transportation',20.05,0
15,'C1342037956','5','F','28007','M348934600','28007','es_transportation',29.85,0
139,'C2081956948','2','M','28007','M1823072687','28007','es_transportation',37.27,0
61,'C1838285576','3','M','28007','M348934600','28007','es_transportation',8.6,0
92,'C129386345','3','M','28007','M1823072687','28007','es_transportation',57.95,0
73,'C1783127345','4','M','28007','M1823072687','28007','es_transportation',28.06,0
92,'C1977058282','2','F','28007','M1649169323','28007','es_sportsandtoys',225.69,0
2,'C1920284556','2','F','28007','M348934600','28007','es_transportation',19.6,0
152,'C77415586','3','M','28007','M1823072687','28007','es_transportation',26.79,0
145,'C1224153830','4','F','28007','M1823072687','28007','es_transportation',8.31,0
142,'C737765767','2','F','28007','M348934600','28007','es_transportation',21.51,0
71,'C183270065','0','F','28007','M348934600','28007','es_transportation',44.15,0
62,'C268949400','4','M','28007','M855959430','28007','es_hyper',16.36,0
173,'C879614402','1','M','28007','M1823072687','28007','es_transportation',5.15,0
122,'C481108455','3','M','28007','M1823072687','28007','es_transportation',37.95,0
17,'C371570992','6','M','28007','M348934600','28007','es_transportation',24.83,0
77,'C1327124397','2','M','28007','M1823072687','28007','es_transportation',52.34,0
122,'C757503768','5','M','28007','M348934600','28007','es_transportation',31.47,0
139,'C1152835627','U','E','28007','M45060432','28007','es_hotelservices',106.55,0
90,'C486662508','2','F','28007','M348934600','28007','es_transportation',21.28,0
134,'C1327677398','2','M','28007','M855959430','28007','es_hyper',20.18,0
164,'C1035222482','1','F','28007','M1823072687','28007','es_transportation',20.73,0
95,'C383264569','1','F','28007','M1823072687','28007','es_transportation',14.6,0
148,'C318818410','2','M','28007','M1823072687','28007','es_transportation',48.5,0
91,'C1491288577','1','M','28007','M348934600','28007','es_transportation',35.21,0
104,'C793132240','4','F','28007','M348934600','28007','es_transportation',28.15,0
34,'C602498884','2','F','28007','M348934600','28007','es_transportation',75.1,0
45,'C1593769010','1','M','28007','M1823072687','28007','es_transportation',1.04,0
99,'C1013199152','4','M','28007','M1823072687','28007','es_transportation',36.32,0
175,'C1684213034','4','M','28007','M1823072687','28007','es_transportation',37.28,0
35,'C167330970','2','F','28007','M1823072687','28007','es_transportation',8.77,0
105,'C1174735331','3','F','28007','M348934600','28007','es_transportation',37.24,0
27,'C1938976805','2','M','28007','M348934600','28007','es_transportation',27.23,0
34,'C190128751','2','F','28007','M348934600','28007','es_transportation',11.83,0
99,'C1740004679','3','F','28007','M348934600','28007','es_transportation',22.34,0
161,'C114388565','4','M','28007','M85975013','28007','es_food',55.79,0
151,'C1690923384','6','F','28007','M1823072687','28007','es_transportation',30.96,0
10,'C1320066686','2','F','28007','M348934600','28007','es_transportation',2.38,0
53,'C477595630','4','M','28007','M1823072687','28007','es_transportation',29.87,0
107,'C1389923471','4','M','28007','M1823072687','28007','es_transportation',20.03,0
16,'C907665937','2','F','28007','M1913465890','28007','es_health',127.66,0
135,'C1486961552','4','F','28007','M348934600','28007','es_transportation',21.49,0
142,'C1639665156','3','M','28007','M1823072687','28007','es_transportation',39.17,0
109,'C1999699557','3','F','28007','M1823072687','28007','es_transportation',21.92,0
95,'C1404589205','2','M','28007','M85975013','28007','es_food',52.85,0
147,'C26716153','1','F','28007','M1823072687','28007','es_transportation',29.47,0
157,'C1515184734','1','F','28007','M692898500','28007','es_health',56.63,0
114,'C1923131377','2','F','28007','M1823072687','28007','es_transportation',5.92,0
53,'C1313060996','3','F','28007','M840466850','28007','es_tech',1.68,0
160,'C1429394820','3','M','28007','M1823072687','28007','es_transportation',23.74,0
150,'C1885719603','3','F','28007','M1823072687','28007','es_transportation',18.31,0
149,'C2075699398','3','F','28007','M1823072687','28007','es_transportation',23.69,0
28,'C1944646841','1','F','28007','M348934600','28007','es_transportation',12.17,0
5,'C1476505660','1','F','28007','M348934600','28007','es_transportation',4.17,0
148,'C1613579866','5','M','28007','M1823072687','28007','es_transportation',37.92,0
16,'C610735261','2','F','28007','M1823072687','28007','es_transportation',18.73,0
22,'C1519265307','5','F','28007','M1823072687','28007','es_transportation',10.83,0
149,'C1396978257','3','M','28007','M1823072687','28007','es_transportation',28.21,0
