SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,effort,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.191480908,63,0,"(12.67, 3296.64]",,15,0,2,0,0.0
0,0.9999999,83,0,"(-0.001, 0.000309]",1414.0,1,0,0,0,0.0
0,0.6059405210000001,38,0,"(0.00134, 0.00214]",5920.0,4,0,2,0,1.0
0,0.043104331,48,0,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.428613238,50,0,"(0.00287, 0.00367]",4417.0,12,0,1,0,2.0
0,0.007293689,27,1,"(0.00134, 0.00214]",4408.0,6,0,0,0,0.0
0,0.9999999,47,0,"(12.67, 3296.64]",,2,1,2,1,0.0
1,0.950703407,44,1,"(0.00214, 0.00287]",2118.0,7,3,0,0,2.0
0,0.495426396,44,0,"(12.67, 3296.64]",1.0,6,0,2,0,2.0
0,0.008754386999999999,85,0,"(0.04, 12.67]",,9,0,0,0,0.0
0,0.625282167,34,0,"(0.00468, 0.00649]",3687.0,10,0,1,0,1.0
0,0.039754158,44,0,"(-0.001, 0.000309]",4518.0,2,0,0,0,0.0
0,0.160141993,39,0,"(12.67, 3296.64]",,2,0,1,0,0.0
0,0.180757063,41,0,"(-0.001, 0.000309]",20000.0,11,0,0,0,2.0
0,0.006815214,84,0,"(-0.001, 0.000309]",6000.0,9,0,0,0,1.0
0,0.049998975,58,0,"(12.67, 3296.64]",,12,0,1,0,0.0
0,0.0,70,0,"(-0.001, 0.000309]",7000.0,6,0,0,0,2.0
0,0.776963072,48,0,"(0.00367, 0.00468]",3800.0,8,0,1,0,0.0
0,0.0,33,0,"(0.00468, 0.00649]",6233.0,12,0,2,0,2.0
0,0.048594264000000005,43,0,"(0.00468, 0.00649]",8094.0,11,0,2,0,2.0
0,0.060541285,48,0,"(0.00367, 0.00468]",5240.0,6,0,1,0,2.0
0,0.0,71,0,"(-0.001, 0.000309]",5000.0,12,0,0,0,0.0
0,0.026523337,53,0,"(0.00367, 0.00468]",8251.0,13,0,2,0,0.0
0,0.823627288,32,0,"(0.000309, 0.00134]",857.0,4,0,0,0,0.0
0,0.008373442,47,0,"(0.000309, 0.00134]",6213.0,5,0,0,0,3.0
1,0.899337927,57,4,"(0.00287, 0.00367]",3333.0,6,0,1,2,1.0
0,0.045727258,88,0,"(0.04, 12.67]",,3,0,0,0,
0,0.07822635,54,0,"(0.00468, 0.00649]",6500.0,15,0,3,0,1.0
0,1.081104674,29,1,"(0.00134, 0.00214]",6633.0,2,0,0,0,0.0
0,0.871188135,39,2,"(0.00649, 0.04]",3000.0,7,1,1,1,5.0
0,0.160542855,41,0,"(0.00134, 0.00214]",13000.0,12,0,0,0,2.0
0,0.006958188000000001,65,0,"(-0.001, 0.000309]",3981.0,5,0,0,0,0.0
0,0.366447673,61,1,"(0.00214, 0.00287]",10500.0,13,0,2,0,0.0
0,0.134827913,65,0,"(12.67, 3296.64]",,13,0,1,0,0.0
0,0.090084885,65,0,"(0.04, 12.67]",,9,0,1,0,0.0
0,0.662187265,35,1,"(0.00214, 0.00287]",4663.0,8,0,0,0,0.0
0,0.034549136,66,0,"(0.00134, 0.00214]",13250.0,3,0,1,0,0.0
1,0.6958608279999999,68,2,"(0.00649, 0.04]",2722.0,6,3,1,0,1.0
0,0.0,78,0,"(-0.001, 0.000309]",3000.0,6,0,0,0,0.0
0,0.445563735,47,0,"(0.000309, 0.00134]",8166.0,16,0,0,0,0.0
0,0.0,83,0,"(-0.001, 0.000309]",7400.0,7,0,0,0,0.0
0,0.224669964,67,0,"(0.00367, 0.00468]",4421.0,10,0,1,0,0.0
0,0.436770882,62,0,"(0.00367, 0.00468]",4771.0,9,0,2,0,0.0
0,0.504983389,22,0,"(-0.001, 0.000309]",526.0,1,0,0,0,0.0
0,0.728411446,35,0,"(0.00649, 0.04]",3500.0,11,0,1,0,1.0
0,0.483866153,45,0,"(0.04, 12.67]",1.0,7,0,0,0,2.0
0,0.135371075,57,0,"(0.00367, 0.00468]",6667.0,15,0,1,0,0.0
1,0.897009967,33,0,"(0.00367, 0.00468]",3200.0,8,1,0,1,0.0
0,0.111456247,52,0,"(0.00214, 0.00287]",8290.0,19,0,1,0,2.0
0,0.028268432000000007,42,0,"(0.000309, 0.00134]",10100.0,10,0,0,1,0.0
0,0.497812773,27,1,"(0.00468, 0.00649]",833.0,11,0,0,0,0.0
0,0.0,44,0,"(-0.001, 0.000309]",9500.0,6,0,0,0,1.0
0,0.0,39,0,"(12.67, 3296.64]",,8,0,1,0,2.0
0,0.9999999,46,0,"(0.00134, 0.00214]",7310.0,4,0,1,0,1.0
0,0.004179437,51,0,"(12.67, 3296.64]",0.0,5,0,1,0,1.0
0,0.016935211000000002,62,0,"(12.67, 3296.64]",,16,0,2,0,
0,0.023392559,73,0,"(0.00649, 0.04]",3234.0,19,0,2,0,0.0
1,0.9999999,46,1,"(12.67, 3296.64]",,3,6,1,0,0.0
0,0.9999999,46,0,"(0.00134, 0.00214]",2000.0,1,0,0,0,1.0
0,0.789076662,47,1,"(0.00214, 0.00287]",10252.0,11,0,1,0,5.0
0,0.522173891,43,0,"(0.00287, 0.00367]",5963.0,6,0,1,0,0.0
0,0.102642746,28,0,"(0.00134, 0.00214]",2400.0,9,0,0,0,0.0
0,0.04063776,75,0,"(0.04, 12.67]",,7,0,1,0,
0,0.090370235,57,0,"(0.00134, 0.00214]",4250.0,18,0,1,0,1.0
0,0.535676023,35,0,"(0.00649, 0.04]",3000.0,14,0,1,0,0.0
0,0.011713951,54,0,"(0.00134, 0.00214]",7200.0,6,0,0,0,0.0
1,0.846307385,47,0,"(0.00134, 0.00214]",3000.0,3,0,0,0,0.0
1,0.540485573,46,0,"(0.00214, 0.00287]",42966.0,9,0,5,0,0.0
0,0.032015476,55,0,"(0.00287, 0.00367]",6083.0,11,0,1,0,0.0
0,0.9999999,25,0,"(0.00134, 0.00214]",2400.0,4,0,0,0,0.0
0,0.264292857,53,0,"(0.04, 12.67]",,3,0,0,0,0.0
1,0.218347815,58,0,"(0.00468, 0.00649]",6582.0,14,0,1,1,0.0
0,0.34985414,31,0,"(0.00468, 0.00649]",3900.0,9,0,1,0,0.0
0,0.869370967,36,0,"(0.000309, 0.00134]",7600.0,4,0,0,0,0.0
0,0.771615226,42,0,"(0.00287, 0.00367]",2913.0,7,0,0,0,0.0
0,0.0,49,0,"(0.00287, 0.00367]",6333.0,10,0,1,0,4.0
0,0.929615021,34,0,"(0.00134, 0.00214]",6352.0,4,0,0,0,0.0
1,0.314595927,63,1,"(0.00287, 0.00367]",3334.0,11,0,1,0,1.0
0,0.104764842,36,0,"(0.00468, 0.00649]",5416.0,12,0,1,0,0.0
0,0.911955279,31,1,"(0.000309, 0.00134]",3700.0,8,0,0,0,0.0
0,0.970464568,53,0,"(0.00649, 0.04]",3081.0,6,0,1,0,1.0
0,0.164413983,65,0,"(0.04, 12.67]",,17,0,0,0,0.0
0,0.022691636,86,0,"(-0.001, 0.000309]",3000.0,7,0,0,0,0.0
0,0.0,70,1,"(0.00468, 0.00649]",5500.0,4,0,2,1,0.0
0,0.847472151,69,0,"(0.00367, 0.00468]",1688.0,3,1,1,0,0.0
0,0.013681534,65,0,"(0.00134, 0.00214]",4100.0,4,0,1,0,1.0
0,0.0,66,0,"(12.67, 3296.64]",,6,0,1,0,2.0
0,0.094633242,59,0,"(0.04, 12.67]",,5,0,0,0,0.0
0,0.002909816,42,0,"(0.00287, 0.00367]",10850.0,21,0,2,0,0.0
1,0.918163673,34,0,"(0.00214, 0.00287]",1500.0,3,0,0,0,0.0
0,0.022839346,54,0,"(0.00649, 0.04]",3000.0,6,0,1,0,0.0
0,0.088319088,56,0,"(0.000309, 0.00134]",20000.0,14,0,0,0,0.0
0,1.078039927,28,0,"(0.000309, 0.00134]",5000.0,3,0,0,0,0.0
0,0.136335453,55,0,"(12.67, 3296.64]",,10,0,1,0,0.0
0,0.400669992,58,0,"(0.00649, 0.04]",8400.0,18,0,2,0,1.0
0,0.0,48,0,"(0.04, 12.67]",,9,0,1,0,0.0
0,0.08617228699999999,63,0,"(0.00468, 0.00649]",3200.0,13,0,1,0,0.0
0,0.008186064,71,0,"(-0.001, 0.000309]",9467.0,8,0,0,0,0.0
0,0.551229918,73,0,"(0.00287, 0.00367]",2551.0,3,0,1,0,0.0
1,1.092133855,51,6,"(0.00649, 0.04]",3914.0,7,5,2,0,3.0
0,0.906264696,48,0,"(0.00367, 0.00468]",10800.0,13,0,3,0,2.0
0,0.281228042,67,1,"(0.00367, 0.00468]",5486.0,7,0,2,0,0.0
0,0.025148743,66,0,"(0.00214, 0.00287]",3175.0,10,0,2,0,0.0
0,0.001900912,82,0,"(0.00287, 0.00367]",5000.0,12,0,2,0,1.0
0,0.555428091,45,0,"(0.00367, 0.00468]",6750.0,10,0,2,0,1.0
0,0.029774903,46,0,"(0.00287, 0.00367]",8292.0,5,0,1,0,2.0
0,0.293962569,61,0,"(12.67, 3296.64]",,8,0,1,0,2.0
0,0.06311272,57,0,"(0.000309, 0.00134]",5000.0,17,0,0,0,0.0
0,0.004333153,39,0,"(0.000309, 0.00134]",6240.0,4,0,0,0,0.0
0,0.00079598,46,0,"(0.04, 12.67]",,6,0,0,0,0.0
0,0.376787748,30,0,"(0.00649, 0.04]",2250.0,5,0,1,0,0.0
0,0.103294835,77,0,"(0.04, 12.67]",,11,0,1,0,0.0
0,0.35278031,58,0,"(0.00367, 0.00468]",2823.0,5,0,1,0,1.0
0,0.03181369,67,0,"(12.67, 3296.64]",,6,0,1,0,
0,0.123374089,61,0,"(0.04, 12.67]",,3,0,0,0,0.0
0,0.9999999,53,0,"(-0.001, 0.000309]",7333.0,1,0,0,0,0.0
0,0.011029969,67,0,"(0.00214, 0.00287]",3400.0,2,0,1,0,0.0
1,0.663644149,42,1,"(0.00649, 0.04]",3700.0,7,0,2,0,0.0
0,0.150576988,73,0,"(0.00367, 0.00468]",3600.0,7,0,1,0,0.0
0,0.0013568520000000002,67,0,"(-0.001, 0.000309]",2000.0,6,0,0,0,0.0
0,0.124853714,65,3,"(0.04, 12.67]",,10,0,0,0,0.0
0,0.17709734100000002,51,0,"(0.00468, 0.00649]",2300.0,9,0,1,0,0.0
0,0.035783422999999995,65,0,"(0.04, 12.67]",,5,0,0,0,0.0
0,0.034226092,48,1,"(0.000309, 0.00134]",8083.0,10,0,0,0,2.0
0,0.3759943770000001,64,0,"(0.00367, 0.00468]",2600.0,7,0,1,0,0.0
0,0.064764508,70,0,"(0.04, 12.67]",,7,0,0,0,0.0
0,0.656204906,52,0,"(0.00468, 0.00649]",9000.0,9,3,1,0,0.0
0,0.08336491900000001,45,0,"(0.00468, 0.00649]",3000.0,11,0,2,0,3.0
0,0.070872785,56,0,"(0.00134, 0.00214]",12000.0,7,0,1,0,3.0
0,0.068381092,47,2,"(0.00468, 0.00649]",15000.0,22,0,4,0,2.0
0,0.9999999,43,0,"(-0.001, 0.000309]",550.0,1,0,0,0,1.0
0,0.262463547,59,1,"(0.00468, 0.00649]",8500.0,16,0,2,0,1.0
0,0.014078155,66,0,"(0.00468, 0.00649]",5333.0,10,0,3,0,0.0
0,0.175925392,48,0,"(12.67, 3296.64]",,11,0,1,0,0.0
0,0.353982851,63,0,"(0.00287, 0.00367]",8298.0,14,0,1,0,0.0
0,0.033994121,44,0,"(0.00367, 0.00468]",3021.0,9,2,1,0,0.0
0,0.445279523,68,0,"(0.00214, 0.00287]",10500.0,23,0,1,0,0.0
0,0.250929151,44,0,"(0.00287, 0.00367]",10720.0,5,0,2,0,3.0
0,0.098150308,66,0,"(-0.001, 0.000309]",2400.0,4,0,0,0,0.0
0,0.280706627,53,0,"(0.00214, 0.00287]",12672.0,13,0,3,0,2.0
0,0.29868805,54,0,"(0.00649, 0.04]",2300.0,11,0,2,0,1.0
0,0.435213732,57,0,"(0.000309, 0.00134]",4195.0,2,0,0,0,0.0
0,0.271847359,37,0,"(12.67, 3296.64]",,19,0,2,0,2.0
0,0.7104768109999999,39,1,"(0.00367, 0.00468]",12000.0,11,0,2,0,1.0
0,0.044765920999999986,49,0,"(0.000309, 0.00134]",17500.0,12,0,1,0,2.0
0,0.552999484,32,0,"(0.00134, 0.00214]",6000.0,6,0,0,0,0.0
0,0.188593714,56,0,"(12.67, 3296.64]",,4,0,1,0,0.0
0,0.0,26,0,"(-0.001, 0.000309]",3700.0,2,0,0,0,2.0
0,0.285599654,69,0,"(0.00367, 0.00468]",2000.0,3,0,1,0,0.0
0,0.9999999,32,0,"(-0.001, 0.000309]",,0,0,0,0,0.0
0,0.0,47,0,"(-0.001, 0.000309]",66156.0,10,0,1,0,4.0
0,0.328235951,50,1,"(0.00468, 0.00649]",5500.0,9,0,2,0,0.0
0,0.791128886,48,0,"(0.00649, 0.04]",3333.0,7,0,1,0,1.0
0,0.5430913820000001,58,0,"(0.00287, 0.00367]",7882.0,11,0,2,0,0.0
0,0.011093038,34,0,"(0.00134, 0.00214]",2700.0,5,0,0,0,2.0
0,0.00768331,59,0,"(12.67, 3296.64]",,5,0,2,0,0.0
0,0.986313355,44,1,"(0.00649, 0.04]",3000.0,7,0,1,0,4.0
0,0.9999999,30,0,"(0.04, 12.67]",0.0,1,0,0,0,0.0
0,0.9999999,49,1,"(0.000309, 0.00134]",17000.0,2,0,1,0,1.0
0,0.356463434,58,0,"(0.00468, 0.00649]",10000.0,15,0,2,0,0.0
0,0.7626784940000001,46,0,"(0.00287, 0.00367]",9900.0,15,0,2,0,2.0
0,0.787179752,33,1,"(0.00468, 0.00649]",4015.0,8,0,1,0,1.0
0,0.005278601999999999,50,0,"(0.00134, 0.00214]",5975.0,13,0,1,0,0.0
0,0.333209153,38,0,"(0.00214, 0.00287]",11333.0,5,0,1,0,2.0
0,0.192722211,77,0,"(0.00367, 0.00468]",7035.0,21,0,1,0,1.0
0,0.256392712,83,0,"(0.00214, 0.00287]",9488.0,13,0,2,0,1.0
0,0.0,40,0,"(0.00367, 0.00468]",9900.0,5,0,1,0,1.0
0,0.0,80,0,"(-0.001, 0.000309]",2400.0,5,0,0,0,0.0
0,0.43342806,52,0,"(0.00214, 0.00287]",2833.0,4,0,0,0,0.0
0,0.0013568520000000002,52,0,"(0.00468, 0.00649]",4734.0,7,0,2,0,2.0
0,0.647620977,39,0,"(0.00649, 0.04]",4200.0,13,0,2,0,1.0
0,0.22125048100000005,73,3,"(0.00367, 0.00468]",3687.0,8,0,0,0,0.0
0,0.085295735,54,0,"(0.00214, 0.00287]",13400.0,9,0,3,0,2.0
0,0.210278366,41,0,"(0.00214, 0.00287]",8600.0,8,0,1,0,1.0
0,0.231448903,50,0,"(0.00367, 0.00468]",15074.0,15,0,3,0,1.0
0,0.342764815,52,1,"(0.00287, 0.00367]",15000.0,15,0,2,0,1.0
0,0.5734112020000001,52,0,"(0.00287, 0.00367]",8750.0,10,0,1,0,3.0
1,0.225162497,38,0,"(0.00649, 0.04]",4833.0,12,0,2,0,0.0
0,0.071677133,48,1,"(0.00367, 0.00468]",4000.0,6,0,1,0,3.0
0,0.484130354,54,0,"(0.00367, 0.00468]",7083.0,11,0,1,0,1.0
0,0.900314417,43,2,"(0.00287, 0.00367]",4163.0,8,0,1,0,1.0
0,0.32134292600000003,35,0,"(-0.001, 0.000309]",1440.0,4,0,0,0,0.0
0,0.207175217,67,0,"(0.000309, 0.00134]",3701.0,3,0,0,0,0.0
0,0.0,58,0,"(0.00367, 0.00468]",8745.0,9,0,3,0,0.0
0,0.452706878,41,0,"(0.00468, 0.00649]",8000.0,8,0,2,0,2.0
0,0.113918196,70,0,"(0.00287, 0.00367]",4500.0,11,0,1,0,0.0
0,0.027024679,64,0,"(0.00134, 0.00214]",5000.0,7,0,0,0,1.0
0,0.073113346,72,0,"(0.00134, 0.00214]",7000.0,4,0,1,0,0.0
0,0.04080806,36,1,"(-0.001, 0.000309]",3000.0,6,0,0,0,0.0
0,0.8520155770000001,22,0,"(0.00468, 0.00649]",1040.0,5,0,0,0,0.0
0,0.14567708599999998,55,0,"(0.00367, 0.00468]",5000.0,8,0,1,0,0.0
0,0.006374841,50,0,"(0.00214, 0.00287]",5068.0,5,0,3,0,1.0
0,0.06529723700000001,61,0,"(0.00287, 0.00367]",18500.0,13,0,1,0,1.0
0,0.357539058,53,1,"(12.67, 3296.64]",,24,0,1,0,0.0
0,0.139119203,30,0,"(0.00214, 0.00287]",8000.0,8,0,1,0,2.0
0,0.562770349,49,2,"(0.00649, 0.04]",3000.0,12,0,1,0,2.0
0,0.117319113,49,0,"(0.04, 12.67]",,3,0,0,0,1.0
0,0.047529396,55,2,"(0.00649, 0.04]",2791.0,20,0,1,0,1.0
0,0.8819412040000001,47,0,"(0.00468, 0.00649]",1625.0,6,1,0,0,0.0
0,0.8932737820000001,48,0,"(0.00214, 0.00287]",18982.0,8,0,2,0,0.0
0,0.0,65,0,"(12.67, 3296.64]",,16,0,3,0,0.0
0,13498.0,38,0,"(0.00287, 0.00367]",4800.0,6,0,1,0,2.0
0,0.525810538,59,0,"(12.67, 3296.64]",,3,0,1,0,0.0
0,0.804391218,37,0,"(0.04, 12.67]",,2,0,0,0,0.0
0,0.0,28,0,"(0.00287, 0.00367]",3400.0,5,0,0,0,0.0
1,0.061334774,52,1,"(0.00287, 0.00367]",5000.0,7,0,1,0,2.0
1,0.9999999,38,0,"(-0.001, 0.000309]",2666.0,0,0,0,0,2.0
0,0.52761874,61,0,"(0.04, 12.67]",,7,0,2,0,0.0
0,0.173096153,32,0,"(0.000309, 0.00134]",7083.0,9,0,0,0,0.0
0,0.909948434,32,1,"(0.000309, 0.00134]",6039.0,4,0,0,0,3.0
0,0.279275057,67,0,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.26067987600000003,29,0,"(0.00287, 0.00367]",2276.0,4,0,1,0,0.0
0,0.014451426000000003,51,0,"(0.00134, 0.00214]",8100.0,10,0,1,0,0.0
0,0.211957608,53,0,"(0.00134, 0.00214]",4000.0,4,0,1,0,2.0
0,0.9999999,55,0,"(0.04, 12.67]",,4,0,1,0,0.0
0,0.103689631,67,0,"(0.04, 12.67]",,14,0,1,0,0.0
0,0.110526243,47,0,"(0.00287, 0.00367]",13635.0,16,0,3,0,0.0
0,0.031002771,45,0,"(0.00468, 0.00649]",6000.0,6,0,1,0,2.0
1,1.926910299,30,0,"(0.04, 12.67]",,4,1,0,0,
0,0.050361102000000005,42,0,"(0.00367, 0.00468]",4583.0,11,0,1,0,0.0
0,0.409867173,40,0,"(12.67, 3296.64]",,7,0,2,0,0.0
0,0.905121653,47,1,"(0.00649, 0.04]",3720.0,15,3,2,1,2.0
0,0.507472745,39,0,"(0.00468, 0.00649]",28200.0,16,0,7,0,0.0
1,0.472411266,89,2,"(0.00468, 0.00649]",1300.0,6,3,0,0,0.0
0,0.212627669,57,0,"(0.00134, 0.00214]",7638.0,4,0,1,0,0.0
0,0.137020809,40,0,"(0.00134, 0.00214]",23750.0,12,0,1,0,3.0
0,0.01774826,46,0,"(0.00367, 0.00468]",3200.0,10,0,2,0,0.0
0,0.076629451,73,0,"(0.00287, 0.00367]",5394.0,13,0,2,0,0.0
0,0.109835208,67,0,"(0.04, 12.67]",,8,0,0,0,0.0
0,0.9999999,60,0,"(0.04, 12.67]",,2,0,1,0,3.0
1,0.533710245,66,0,"(0.00468, 0.00649]",7198.0,16,1,1,0,0.0
0,0.0,63,0,"(0.04, 12.67]",,4,0,1,0,2.0
0,0.039849004,50,1,"(0.00287, 0.00367]",12500.0,11,0,2,0,3.0
0,0.001571316,71,0,"(-0.001, 0.000309]",2916.0,2,0,0,0,0.0
0,0.0,28,0,"(0.00367, 0.00468]",4000.0,6,0,1,0,0.0
0,0.073842986,76,0,"(-0.001, 0.000309]",5000.0,4,0,0,0,0.0
0,0.08130148599999999,48,0,"(12.67, 3296.64]",,12,0,2,0,2.0
0,0.182698549,41,0,"(0.000309, 0.00134]",35000.0,11,0,0,0,2.0
0,0.003247771,53,0,"(0.04, 12.67]",,7,0,0,0,0.0
0,0.023565881,76,0,"(-0.001, 0.000309]",7890.0,3,0,0,0,0.0
0,0.333206754,42,0,"(0.00649, 0.04]",3100.0,17,0,2,0,2.0
0,0.225568877,49,0,"(12.67, 3296.64]",,10,0,2,0,1.0
1,0.736344538,36,1,"(0.00214, 0.00287]",2800.0,5,0,0,0,2.0
0,0.022470175,81,0,"(0.04, 12.67]",,2,0,0,0,0.0
1,0.585647634,28,1,"(0.00214, 0.00287]",3625.0,5,1,0,0,0.0
0,0.02293741,54,0,"(0.000309, 0.00134]",20087.0,20,0,1,0,1.0
0,0.06476179,50,0,"(0.00367, 0.00468]",4600.0,22,0,2,0,0.0
0,0.043461431,53,0,"(0.00287, 0.00367]",7000.0,9,0,2,0,1.0
0,0.146517133,48,0,"(0.00214, 0.00287]",4846.0,12,0,2,1,2.0
0,0.379848026,56,0,"(12.67, 3296.64]",,13,0,1,0,0.0
0,0.949405059,44,4,"(0.00214, 0.00287]",9500.0,6,0,2,0,3.0
0,0.462523791,43,0,"(0.000309, 0.00134]",9000.0,4,0,1,0,3.0
0,0.8444209159999999,58,0,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.5695528360000001,49,1,"(0.00367, 0.00468]",6600.0,20,0,1,0,1.0
0,0.335189723,69,0,"(12.67, 3296.64]",,5,0,1,0,0.0
0,0.031044749,57,1,"(0.04, 12.67]",,8,0,0,0,0.0
0,0.162165839,33,0,"(0.00468, 0.00649]",9083.0,12,0,6,0,1.0
0,0.378000296,39,0,"(0.00287, 0.00367]",8600.0,6,0,1,0,1.0
1,0.9999999,51,1,"(0.04, 12.67]",,3,1,0,1,2.0
0,0.522507486,59,0,"(0.00134, 0.00214]",5000.0,8,0,1,3,0.0
0,0.413364224,30,0,"(0.00649, 0.04]",3000.0,7,0,1,0,0.0
0,0.0,49,0,"(0.00134, 0.00214]",5705.0,5,0,1,0,3.0
0,0.448860695,49,1,"(0.00468, 0.00649]",6151.0,12,0,2,0,0.0
0,0.17810597600000005,64,0,"(0.000309, 0.00134]",6350.0,6,0,0,0,1.0
0,0.003229055,52,0,"(0.00468, 0.00649]",2300.0,14,0,1,0,0.0
0,0.325144688,53,0,"(0.00214, 0.00287]",13916.0,7,0,1,0,3.0
0,0.067636097,30,0,"(0.00367, 0.00468]",6000.0,9,0,2,0,0.0
0,0.087280237,75,1,"(0.04, 12.67]",,8,0,1,0,
0,0.04739763,60,0,"(0.00367, 0.00468]",11055.0,6,0,4,0,2.0
0,0.013713894,40,0,"(0.04, 12.67]",,3,0,1,0,0.0
0,0.084358524,67,0,"(0.04, 12.67]",,3,0,1,0,0.0
0,0.012678733,88,0,"(0.04, 12.67]",,6,0,1,0,0.0
0,0.133081267,50,0,"(0.00287, 0.00367]",3500.0,9,0,1,0,0.0
0,0.443292416,62,0,"(0.00649, 0.04]",5843.0,26,0,3,0,2.0
0,0.114228575,74,0,"(-0.001, 0.000309]",3845.0,2,0,0,0,0.0
0,0.915726325,28,0,"(0.00134, 0.00214]",3600.0,4,0,0,0,1.0
0,0.022527452000000003,55,0,"(0.00367, 0.00468]",8855.0,11,0,4,0,0.0
0,0.013209845,45,0,"(0.000309, 0.00134]",7200.0,5,0,0,0,3.0
0,0.034736165,53,0,"(-0.001, 0.000309]",5432.0,8,0,0,0,0.0
0,0.673823692,32,0,"(0.00649, 0.04]",1748.0,8,0,1,0,2.0
0,0.344036051,46,0,"(0.000309, 0.00134]",1800.0,7,0,0,1,0.0
0,0.8974849779999999,45,0,"(0.00649, 0.04]",5000.0,11,0,1,0,1.0
0,0.019523477,45,0,"(0.000309, 0.00134]",850.0,6,0,0,0,0.0
0,0.33595235100000004,41,1,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.053067299000000005,80,0,"(0.000309, 0.00134]",3168.0,4,1,1,0,1.0
0,0.046097049,52,0,"(0.000309, 0.00134]",4447.0,19,0,1,0,1.0
0,0.9999999,38,0,"(-0.001, 0.000309]",,1,0,0,0,0.0
0,0.8025606390000001,53,0,"(0.00649, 0.04]",3900.0,15,0,2,0,1.0
0,0.72249613,57,0,"(0.00649, 0.04]",16600.0,16,0,3,0,2.0
0,0.204222631,91,0,"(0.04, 12.67]",,3,0,0,0,
0,0.7036270040000001,37,1,"(0.00649, 0.04]",1500.0,8,0,1,0,4.0
0,0.813390962,64,0,"(0.00468, 0.00649]",7172.0,8,0,2,0,0.0
0,0.9999999,43,1,"(12.67, 3296.64]",,7,0,1,0,0.0
0,0.16349797800000002,76,0,"(0.04, 12.67]",,10,0,0,0,0.0
0,0.107307767,57,1,"(0.00134, 0.00214]",6816.0,16,0,1,0,0.0
0,0.0,54,1,"(0.00468, 0.00649]",2400.0,4,0,1,0,2.0
0,0.016772111,62,2,"(0.00287, 0.00367]",8350.0,16,0,1,0,1.0
0,0.000473659,55,1,"(-0.001, 0.000309]",5400.0,8,0,0,0,0.0
0,0.972462026,50,0,"(0.00134, 0.00214]",5500.0,4,0,0,0,3.0
0,0.628837116,36,0,"(12.67, 3296.64]",,3,0,1,0,0.0
0,0.090422739,52,0,"(0.04, 12.67]",1.0,9,0,1,0,0.0
0,0.9999999,32,0,"(0.00287, 0.00367]",950.0,2,5,0,0,0.0
0,0.72278243,71,0,"(0.04, 12.67]",2.0,7,0,1,0,1.0
0,0.003549622,80,0,"(-0.001, 0.000309]",10500.0,8,0,0,0,0.0
0,0.048887078,56,0,"(0.00134, 0.00214]",6500.0,5,0,1,0,0.0
0,0.044797995,46,0,"(0.000309, 0.00134]",6000.0,5,0,0,0,3.0
0,0.688372746,45,0,"(0.000309, 0.00134]",8600.0,4,0,0,0,1.0
0,0.0,22,0,"(-0.001, 0.000309]",75.0,1,0,0,0,0.0
0,0.064677186,84,0,"(0.00367, 0.00468]",3333.0,15,0,1,0,0.0
0,0.009676451,43,0,"(0.00214, 0.00287]",5125.0,8,0,1,0,2.0
0,0.164503612,42,0,"(0.00214, 0.00287]",12000.0,27,0,1,0,3.0
0,0.004680751,72,0,"(0.04, 12.67]",,4,0,0,0,
0,0.00919977,58,0,"(0.00287, 0.00367]",3600.0,3,0,1,0,1.0
0,0.052965662,48,0,"(0.00214, 0.00287]",4710.0,10,0,1,0,1.0
0,0.195256512,48,0,"(0.00468, 0.00649]",5383.0,20,0,3,0,0.0
0,0.051017779000000006,79,0,"(-0.001, 0.000309]",5000.0,13,0,0,0,0.0
0,0.033859455,49,0,"(0.00649, 0.04]",1500.0,7,0,2,0,2.0
0,0.025135676000000003,23,0,"(-0.001, 0.000309]",929.0,3,0,0,0,0.0
0,0.02047228,70,0,"(12.67, 3296.64]",,16,0,1,0,0.0
0,0.099707339,47,0,"(0.00649, 0.04]",3400.0,29,0,2,0,1.0
0,0.437216705,37,0,"(0.00367, 0.00468]",9789.0,6,0,1,0,1.0
0,0.918351453,42,0,"(0.00214, 0.00287]",7500.0,7,0,2,0,1.0
0,0.9999999,66,0,"(0.00134, 0.00214]",1835.0,6,0,0,0,0.0
0,0.060406185,74,0,"(0.04, 12.67]",,14,0,1,0,0.0
0,0.027445641,56,0,"(0.00134, 0.00214]",1590.0,6,0,0,0,0.0
0,0.935098868,47,1,"(0.00649, 0.04]",2500.0,5,0,1,0,1.0
0,0.027144251,63,0,"(0.000309, 0.00134]",7877.0,6,0,1,0,0.0
0,0.0,64,0,"(12.67, 3296.64]",,16,0,1,0,0.0
0,0.042352111,59,0,"(0.00134, 0.00214]",9166.0,13,0,2,0,0.0
0,0.005648945,83,0,"(-0.001, 0.000309]",2500.0,4,0,0,0,0.0
