ADDRESS,RV
"Kiosk 3 West Mall, Craster Court, Cramlington, Northumberland, NE23 6UT",6000
"Unit 5, Elm Square, Lionheart Enterprise Park, Alnwick, Northd, NE66 2ES",4800
"4, Armstrong Cottages, Bamburgh, NE69 7BA",3800
"54, Longstone Park, Beadnell, Chathill, Northumberland, NE67 5BP",4450
"Unit 4 Hubbway Business Centre, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",17500
"36-38, Glebe Road, Bedlington, Northumberland, NE22 6JT",3150
"64a, Queen Street, Amble, Morpeth, Northumberland, NE65 0BZ",7800
"Unit 1, Tweedside Trading Estate, Tweedmouth, Berwick-Upon-Tweed, TD15 2XF",5100
"1st, Floor At 244, Hawthorn Road, Ashington, Northumberland, NE63 9AX",7400
"6, Vulcan Place, Bedlington, Northumberland, NE22 5DN",5000
"Site 23-1, Stephenson Way, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",5800
"104, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",1425
"Regimental Museum, Berwick Barracks, Parade, Berwick-Upon-Tweed, TD15 1DF",24000
"13f, Armstrong Court, North Seaton Industrial Estate, Ashington, Northumberland, NE63 0YB",4050
"Unit 9, Lee Moor Business Park, Rennington, Alnwick, Northumberland, NE66 3RL",2650
"Sure Start At, Beacon Hill First School, Langdale Drive, Cramlington, Northumberland, NE23 8EH",17750
"Sure Start At, Beacon Hill First School, Langdale Drive, Cramlington, Northumberland, NE23 8EH",17750
"Garden Cottage, Radcliffe Road, Bamburgh, NE69 7AE",3800
"Cheviot Barn, 7, Hetton Hall, Chatton, Alnwick, NE66 5SD",5200
"Studio 4 Allendale Forge Studios, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",1775
"Unit 3a, Poplar Court, Atley Waynorth Nelson Industrial Estate, Cramlington, Northumberland, NE23 1WR",9700
"2, Fenwick Village, Berwick-Upon-Tweed, TD15 2PQ",3750
"51, Main Street, Seahouses, Northumberland, NE68 7TN",8700
"1 The Court House, 66, Queen Street, Amble, Morpeth, Northumberland, NE65 0DD",6000
"21, Langley Road, Ashington, Northumberland, NE63 8DR",3900
"The Tavern At 81-83, Queen Street, Amble, Morpeth, Northumberland, NE65 0DA",19750
"Unit 7, Roe House Farm, Stocksfield, Northumberland, NE43 7HP",2450
"Unit Bt76/59d, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",3700
"Former East Hartford School, Mortimer Chase,  East Hartford, Cramlington, NE23 3ED",15000
"Store At Coastguards Tower, Holy Island, Berwick-Upon-Tweed, TD15 2SQ",630
"Store At Coastguards Tower, Holy Island, Berwick-Upon-Tweed, TD15 2SQ",630
"Hetton North Farm Holiday Cottages, Hetton North Farm, Lowick, Berwick-Upon-Tweed, TD15 2UL",6500
"Waterfront , 7, Pier Maltings, Pier Road, Berwick-Upon-Tweed, TD15 1JB",3750
"Unit 5, Prudhoe Station, Prudhoe, Northumberland, NE42 6NP",6400
"Unit 9 Hubbway Business Centre, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",6900
"26, North Street, Seahouses, Northumberland, NE68 7SB",2400
"  5, Northumberland Street, Alnmouth, Alnwick, Northumberland, NE66 2RS",4050
"3, West Market, Lynemouth, Morpeth, Northumberland, NE61 5TS",7000
"17, Bridge Street, Berwick-Upon-Tweed, TD15 1ES",4150
"Room 2.06, Spetchells Centre, 58, Front Street, Prudhoe, Northumberland, NE42 5AA",3000
"Manor House Inn, Shotley Bridge, Consett, Co Durham, DH8 9LX",35750
"31, Kingsfield, Seahouses, NE68 7PA",3800
"50, Hide Hill, Berwick-Upon-Tweed, TD15 1AB",7700
"Cramlington Village Primary School, Bowmont Drive, Cramlington, Northumberland, NE23 2SN",21250
"1-4 Low Steads Farm Cottages, Low Steads Farm, Longhoughton, Alnwick, NE66 3AL",13000
"1-4 Low Steads Farm Cottages, Low Steads Farm, Longhoughton, Alnwick, NE66 3AL",13000
"Old Byre, 7, Wandylaw, Chathill, NE67 5HG",3350
"37, Meldon Terrace, Newbiggin By The Sea, Northumberland, NE64 6XJ",2500
"2, Peth Head, Wooler, Northumberland, NE71 6NE",1575
"Library, Towne Gate, Heddon-On-The-Wall, Newcastle Upon Tyne, NE15 0DT",4550
"The Old Signal Box, Wall Station, Wall, Hexham, NE46 4DG",2000
"Tip Toes, 58, Newgate Street, Morpeth, Northumberland, NE61 1BE",5400
"Blyth Van Hire, Union Street, Blyth, Northumberland, NE24 2DX",5200
"Unit 2, Uniun Depot, Front Street, Pegswood, Morpeth, NE61 6RG",1825
"Vacant Pt, Fairnington Centre, Corbridge Road, Hexham, Northumberland, NE46 1QJ",15000
"Stone Ends , 1, Garden Terrace, Edlingham, Alnwick, NE66 2BN",3350
"Unit 3, Beech Grove, North Seaton Road, Ashington, Northumberland, NE63 0ED",770
"18, The Oval, Bedlington, Northumberland, NE22 5HS",1525
"26, Bridge Street, Berwick-Upon-Tweed, TD15 1AQ",6400
"8, Acomb Industrial Estate, Acomb, Hexham, Northumberland, NE46 4SA",3350
"Pk Ruminant Nutrition Ltd, Tyne Mills, Hexham, Northumberland, NE46 1XL",9300
"Poppy Cottage, Unit 2, Dunstanburgh Castle Hotel, Embleton, Alnwick, NE66 3UP",3800
"Eggs-Port Ltd, Hexham Auction Mart, Tyne Green, Hexham, Northumberland, NE46 3SG",4200
"National Beef Association 1st Flr, Hexham Auction Mart, Tyne Green, Hexham, Northumberland, NE46 3SG",3050
"Unit 5d, Hadston Industrial Estate, Hadston, Morpeth, Northumberland, NE65 9YG",7500
"7-8 Sextant House, Freehold Street, Blyth, Northumberland, NE24 2BA",14750
"16, Avenue Road, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DU",6000
"12, The Oval, Bedlington, Northumberland, NE22 5HS",1600
"5b, Esther Court, Wansbeckeck Business Park, Rotary Parkway, Ashington, NE63 8AP",5000
"Cashmere, Golden Square, Berwick-Upon-Tweed, TD15 1BG",17000
"Kielder Water Sailing Club Ltd, Tower Knowe, Falstone, Hexham, Northumberland, NE48 1BX",4050
"Kielder Water Sailing Club Ltd, Tower Knowe, Falstone, Hexham, Northumberland, NE48 1BX",4050
"Beacon Hill Pre School, Beacon Hill First School, Langdale Drive, Cramlington, Northumberland, NE23 8EH",10250
"16, Watling Street, Corbridge, Northumberland, NE45 5AG",10000
"Grey Bull Inn, Wark, Hexham, Northumberland, NE48 3LG",3850
"Unit 18, Coopies Haugh Business Park, Coopies Lane, Morpeth, Northumberland, NE61 6JT",4800
"Nt76/18h, Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",3650
"Holly Bush Nursery, Hexham, NE46 1UD",1700
"Rear Of, 28-32, Main Street, Tweedmouth, Berwick-Upon-Tweed, TD15 2AA",5200
"N Edgar, Tyne View Terrace, Prudhoe, Northumberland, NE42 5PX",4350
"31-37, Blakewell Road, Tweedmouth, Berwick-Upon-Tweed, TD15 2HG",7500
"20, Main Street, Felton, Morpeth, Northumberland, NE65 9PN",4200
"Units 8-10 & 12, Bywell Home Farm, Bywell, Stocksfield, Northumberland, NE43 7AQ",12500
"Tan 2, 36b, Northumberland Road, Tweedmouth, Berwick-Upon-Tweed, TD15 2AS",1300
"Unit 10c, Windmill Way West, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TB",3900
"Workshop, Etal Rhodes, Cornhill-On-Tweed, TD12 4TP",2700
"The Old Forge, 22-22a, Church Street, Wooler, Northumberland, NE71 6DA",10250
"20, The Wynding, Bamburgh, Northumberland, NE69 7DB",4450
"Unit 8c, Marquis Court, Low Prudhoe, Prudhoe, Northumberland, NE42 6PJ",11500
"Riverside Cottage, Bridge End, West Thirston, Morpeth, Northumberland, NE65 9ED",3200
"1, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",7800
"4, West Lyham, Chatton, Alnwick, NE66 5QA",3200
"15, Hallstile Bank, Hexham, Northumberland, NE46 3PG",10000
"Allenheads Heritage Centre, Allenheads, Hexham, Northumberland, NE47 9UQ",3100
"Allenheads Heritage Centre, Allenheads, Hexham, Northumberland, NE47 9UQ",3100
"Crossbank Garage, Colliery Yard, Acomb, Hexham, Northumberland, NE46 4QH",2850
"Unit 5, Ochrelands, Hexham, Northumberland, NE46 1SB",3850
"Unit 4, Tyne Mills, Hexham, Northumberland, NE46 1XL",8500
"Milecastle Housing, The Manors, Adderlane Road, Prudhoe, NE42 5ET",19750
"Lambley Farm Holiday Cottages, Lambley Country Estate, Lambley, Haltwhistle, Northumberland, CA8 7LQ",20000
"Lambley Farm Holiday Cottages, Lambley Country Estate, Lambley, Haltwhistle, Northumberland, CA8 7LQ",20000
"Unit 1, Prudhoe Station, Prudhoe, Northumberland, NE42 6NP",13000
"The Fox, West End Terrace, Hexham, Northumberland, NE46 3DB",18000
"The Corbridge Sandwich Bar, Jubilee Buildings, Middle Street, Corbridge, Northumberland, NE45 5AT",6700
"New Horizons, 3 Shellcroft, Front Street, Bellingham, Hexham, Northumberland, NE48 2AU",5400
"Dyvels Pine Furniture, Station Road, Corbridge, Northumberland, NE45 5AY",6100
"Unit 5a, Roe House Farm Cottage, Stocksfield, NE43 7HP",1825
"Units 1-2 Dene Workshops, Mickley Square, Mickley, Stocksfield, Northumberland, NE43 7BJ",6400
"Unit 5b Dene Workshops, Mickley Square, Mickley, Stocksfield, Northumberland, NE43 7BJ",500
"13, Acacia Terrace, Ashington, Northumberland, NE63 0AQ",4800
"129, Ashington Drive, Choppington, Northumberland, NE62 5AF",5000
"Ashington Minors, Back Sycamore Street, Ashington, NE63 0AH",14000
"1, North Seaton Road, Newbiggin By The Sea, Northumberland, NE64 6XS",4650
"Scout Hq, Manley View, North Seaton, Ashington, Northumberland, NE63 9TE",4800
"Scout Hq, Manley View, North Seaton, Ashington, Northumberland, NE63 9TE",4800
"2, & 2c Maple Street, Ashington, Northumberland, NE63 0BN",6900
"112, Milburn Road, Ashington, Northumberland, NE63 0PQ",6000
"Wansbeck Greyhound Stadium, Cambois, Blyth, NE24 1RJ",3750
"81, Front Street, Newbiggin-By-The-Sea, Northumberland, NE64 6AD",3350
"88, - 90 Front Street, Newbiggin By The Sea, Northumberland, NE64 6QD",5700
"34, Station Road, Ashington, Northumberland, NE63 9UJ",10250
"Site 2, Gooch Avenue, Barrington Industrial Estate, Bedlington, NE22 7DQ",19000
"Site 2, Gooch Avenue, Barrington Industrial Estate, Bedlington, NE22 7DQ",19000
"27, The Square, Choppington, Northumberland, NE62 5DA",3550
"85, Station Road, Ashington, Northumberland, NE63 8RS",6600
"5, Ravensworth Terrace, Bedlington, Northumberland, NE22 7JW",6100
"8, The Square, Choppington, Northumberland, NE62 5DA",2225
"The Swan, Scotland Gate, Choppington, Northumberland, NE62 5TG",25500
"_, Nedderton Service Station, Nedderton Village, Bedlington, Northumberland, NE22 6AP",3800
"The Elephant, Newbiggin Road, Ashington, Northumberland, NE63 0SZ",34000
"Unit 20a, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",5700
"Unit 17, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",4400
"6b, Hencotes, Hexham, Northumberland, NE46 2EJ",4000
"Lowgate Womens Institute, Lowgate, Hexham, Northumberland, NE46 2NN",1000
"Lowgate Womens Institute, Lowgate, Hexham, Northumberland, NE46 2NN",1000
"16, Market Place, Hexham, Northumberland, NE46 1XQ",8600
"23, Market Place, Hexham, Northumberland, NE46 3NX",10250
"Rafa Club 2, Market Street, Hexham, Northumberland, NE46 3NU",2500
"13-17, Market Street, Hexham, Northumberland, NE46 3NS",18250
"19a-B, Priestpopple, Hexham, Northumberland, NE46 1PH",1050
"19g, Priestpopple, Hexham, Northumberland, NE46 1PH",830
"Orchard House, Priestpopple, Hexham, Northumberland, NE46 1PR",12500
"2a, St Lukes Road, Hexham, Northumberland, NE46 2BB",2425
"18, St Marys Chare, Hexham, Northumberland, NE46 1NQ",9000
"1st Flr 3, Old Church, St Marys Chare, Hexham, Northumberland, NE46 1NG",5200
"Tynedale Golf Club, Tyne Green, Hexham, Northumberland, NE46 3HQ",7000
"Spital Parks, West Road, Hexham, Northumberland, NE46 3RP",48500
"St Andrews Cemetery, West Road, Hexham, Northumberland, NE46 3RR",7400
"Masonic Hall, Westfield Terrace, Hexham, Northumberland, NE46 3DJ",4200
"6, Acomb Industrial Estate, Acomb, Hexham, Northumberland, NE46 4SA",3350
"Brockwell House Nursery, Ebchester, Consett, DH8 9JA",2900
"Moss Kennels Farm, Haydon Bridge, Hexham, NE47 6NL",9600
"J P Westall, Water House, Burn Lane, Hexham, Northumberland, NE46 3HN",18000
"Parkside Pharmacy, Front Street, Bellingham, Hexham, Northumberland, NE48 2AA",3950
"Unit 1, Bywell Home Farm, Bywell, Stocksfield, Northumberland, NE43 7AQ",5000
"The Forge, Bridge End, Corbridge, Northumberland, NE45 5AU",12000
"24, Battle Hill, Hexham, Northumberland, NE46 2EB",4200
"1a, Battle Hill, Hexham, Northumberland, NE46 1BA",12500
"23, Front Street, Prudhoe, Northumberland, NE42 5HN",2650
"Burnside, Burn Lane, Haltwhistle, Northumberland, NE49 9JN",5000
"Fi Fie Fo Fum Gallery, West Side, Newton Hall, Stocksfield, NE43 7TW",6700
"The Old Brickyard, Langley, Hexham, NE47 5LD",3300
".7, Front Street, Prudhoe, Northumberland, NE42 5HJ",8800
"2, South View, Wylam, Northumberland, NE41 8AG",14000
"2, South View, Wylam, Northumberland, NE41 8AG",14000
"Station House Cottage, Falstone, Hexham, NE48 1AB",2000
"Allendale Caravan Park, Station House, Catton, Hexham, Northumberland, NE47 9QF",12400
"72a, Front Street, Prudhoe, Northumberland, NE42 5PU",6900
"131, Ashington Drive, Choppington, Northumberland, NE62 5AF",5000
"12, Cleasewell Terrace, Choppington, Northumberland, NE62 5HT",4250
"Bomarsund Social Club, East View, Stakeford, Choppington, Northumberland, NE62 5UF",7900
"1, Alexandra Road, Ashington, Northumberland, NE63 9HQ",4350
"195, Alexandra Road, Ashington, Northumberland, NE63 9LA",7200
"1, Francesville, Scotland Gate, Choppington, Northumberland, NE62 5ST",5400
"253, Alexandra Road, Ashington, Northumberland, NE63 9LB",5000
"45, Front Street, Guide Post, Choppington, Northumberland, NE62 5LU",6100
"Cambois Rowing Club, Black Close Bank, Ashington, NE63 8TF",6900
"_, Sea Cadets, Black Close Bank, Ashington, Northumberland, NE63 8TF",6100
"_, Sea Cadets, Black Close Bank, Ashington, Northumberland, NE63 8TF",6100
"6a, Bolsover Terrace, Ashington, Northumberland, NE63 0HB",3600
"Guide Post Working Mens Club, High Street, Guide Post, Choppington, Northumberland, NE62 5QY",17750
"28, Castle Terrace, Ashington, Northumberland, NE63 9EY",3150
"59, Castle Terrace, Ashington, Northumberland, NE63 9EY",2800
"East End Garage, Cheviot View, Ashington, Northumberland, NE63 9ER",1900
"_, Northumberland County, Technical College, College Road, Ashington, Northumberland, NE63 9RG",425000
"R/O 1-2, Hunns Buildings, Scotland Gate, Choppington, Northumberland, NE62 5RW",1775
"1, Council Road, Ashington, Northumberland, NE63 8RZ",4350
"10, Clayton Street, Bedlington, Northumberland, NE22 7JE",4650
"60a, Front Street West, Bedlington, Northumberland, NE22 5UB",8400
"The Northumberland Brewery Ltd, West Sleekburn Farm, Bomarsund, Bedlington, Northumberland, NE22 7AD",9000
"10, Ravensworth Terrace, Bedlington, Northumberland, NE22 7JW",2850
"Woodhorn Museum Archives And Country Park, Woodhorn Colliery, Ashington, Northumberland, NE63 9YF",120000
"Woodhorn Museum Archives And Country Park, Woodhorn Colliery, Ashington, Northumberland, NE63 9YF",120000
"2, North Crescent, Choppington, Northumberland, NE62 5JH",2850
"3-4, East View, Choppington, Northumberland, NE62 5UF",4800
"51, Gibson Street, Newbiggin-By-The-Sea, Northumberland, NE64 6UY",6500
"_, R/O 1a, Netherton Lane, Bedlington, Northumberland, NE22 6DP",1150
"13, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",5900
"25, Beech Grove, Bedlington, Northumberland, NE22 5DA",4150
"153, Hawthorn Road, Ashington, Northumberland, NE63 0SP",5600
"7-9, Clayton Street, Bedlington, Northumberland, NE22 7JF",7100
"3, Ravensworth Terrace, Bedlington, Northumberland, NE22 7JW",2475
"7, Esther Court, Wansbeck Business Park, Rotary Parkway, Ashington, NE63 8AP",12500
"7, Esther Court, Wansbeck Business Park, Rotary Parkway, Ashington, NE63 8AP",12500
"196a, Milburn Road, Ashington, Northumberland, NE63 0PH",4850
"52, Milburn Road, Ashington, Northumberland, NE63 0HF",10500
"Kimberley Park, Broomhouse Road, Prudhoe, Northumberland, NE42 5EH",7100
"Cherryburn (National Trust), Mickley, Stocksfield, Northumberland, NE43 7DD",0
"Post Office Cottage, Station Bank, Mickley, Stocksfield, Northumberland, NE43 7BX",450
"R/O 6, Front Street, Prudhoe, Northumberland, NE42 5HJ",4050
"Snooker Club 10, Front Street, Prudhoe, Northumberland, NE42 5HJ",4300
"20a, Front Street, Prudhoe, Northumberland, NE42 5HN",2025
"47, Front Street, Prudhoe, Northumberland, NE42 5DB",6600
"Site 6b, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6PL",14750
"Unit 2, Prudhoe Station, Prudhoe, Northumberland, NE42 6NP",7500
"Prudhoe Masonic Hall, Main Road, Mickley, Stocksfield, Northumberland, NE43 7BW",6500
"Tyne Valley Homing Society, South View, Prudhoe, Northumberland, NE42 6JG",490
"Prudhoe Workingmens Social Club, 3, South Road, Prudhoe, Northumberland, NE42 5JT",15250
"Prudhoe Scout & Guide Hq, Station Road, Prudhoe, Northumberland, NE42 5PR",2300
"Mickley & District Social Club, Riding Terrace, Mickley, Stocksfield, Northumberland, NE43 7BU",4750
"Near Mickley Garage, West Road, Mickley, Stocksfield, Northumberland, NE43 7ND",1650
"45, West Road, Prudhoe, Northumberland, NE42 6HR",7600
"West House, Newton, Stocksfield, Northumberland, NE43 7UL",395
"West House, Newton, Stocksfield, Northumberland, NE43 7UL",395
"Haltwhistle Golf Club, Greenhead, Brampton, CA8 7HN",7000
"Allenheads Ltd Adj, Beaumont House, Allenheads, Hexham, NE47 9HJ",6900
"Brownside, Henshaw, Hexham, Northumberland, NE47 7HF",3650
"W Robson, Allenheads, Hexham, Northumberland, NE47 9HF",2700
"Border Forest Caravan Park, Cottonshopeburn Foot, Otterburn, Newcastle Upon Tyne, NE19 1TF",24500
"Border Forest Caravan Park, Cottonshopeburn Foot, Otterburn, Newcastle Upon Tyne, NE19 1TF",24500
"Little Tinklers, Tinklers Yard, Tinklers Bank, Corbridge, Northumberland, NE45 5SB",29000
"Queens Arms Fish & Chip Shop, Main Street, Acomb, Hexham, Northumberland, NE46 4PT",2650
"Hexham And Tynedale Community Trust, Hexham Community Centre, Gilesgate, Hexham, Northumberland, NE46 3NP",14250
"Hexham And Tynedale Community Trust, Hexham Community Centre, Gilesgate, Hexham, Northumberland, NE46 3NP",14250
"Mrs Miggins, St Marys Wynd, Hexham, Northumberland, NE46 1LW",13250
"Sunniside, Corbridge, NE45 5PT",2375
"Haltwhistle Little Star, Woodhead Lane, Haltwhistle, Northumberland, NE49 9DT",17500
"Haltwhistle Little Star, Woodhead Lane, Haltwhistle, Northumberland, NE49 9DT",17500
"Unit 11a, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",8000
"The Border Reiver, Otterburn, Newcastle Upon Tyne, NE19 1NP",10250
"Scott Brothers, Great Whittington, Newcastle Upon Tyne, NE19 2HP",10000
"Bridge End Cat Hotel, Ebchester, Consett, Co Durham, DH8 9JA",5600
".28, Front Street, Prudhoe, Northumberland, NE42 5DQ",3300
"Haltwhistle Tandoori, 3, Market Square, Haltwhistle, Northumberland, NE49 0BL",3600
"1, Council Road, Ashington, Northumberland, NE63 8RZ",4350
"Annexe To, Ashington High School, Darnley Road, Ashington, Northumberland, NE63 8BB",34000
"Ashington Rugby Club, Recreation Ground, Ellington Road, Ashington, Northumberland, NE63 8TT",7400
"85, Leander Avenue, Choppington, Northumberland, NE62 5BG",2475
"93, Leander Avenue, Choppington, Northumberland, NE62 5BG",2475
"1, Marshes Houses, West Sleekburn, Choppington, Northumberland, NE62 5XD",3250
"1b, Hawthorn Road, Ashington, Northumberland, NE63 0SN",4300
"40, Hawthorn Road, Ashington, Northumberland, NE63 9BH",6000
"104, Hawthorn Road, Ashington, Northumberland, NE63 9BQ",6600
"154, Hawthorn Road, Ashington, Northumberland, NE63 9BG",6600
"_, Whinney Hill Farm, Stakeford Lane, Choppington, Northumberland, NE62 5QW",1500
"Garage R/O, 1, High Market, Ashington, Northumberland, NE63 8NE",2475
"10, The Square, Choppington, Northumberland, NE62 5DA",3150
"2, High Market, Ashington, Northumberland, NE63 8PD",4850
"2, - 4 Forster Avenue, Bedlington, Northumberland, NE22 6EN",14000
"21-22, 21, The Square, Guidepost, Choppington, Northumberland, NE62 5DA",6000
"24, The Square, Choppington, Northumberland, NE62 5DA",2150
"25, The Square, Choppington, Northumberland, NE62 5DA",3650
"28, The Square, Choppington, Northumberland, NE62 5DA",3150
"Paddock Hall, Morpeth Road, Choppington, NE62 5PZ",5800
"The Round House, Lintonville Parkway, Ashington, Northumberland, NE63 9JZ",59000
"The Round House, Lintonville Parkway, Ashington, Northumberland, NE63 9JZ",59000
"_, Mr Potts, West View, Ashington, Northumberland, NE63 0RZ",4700
"4, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",7200
"13, Park Avenue, Bedlington, Northumberland, NE22 7EJ",1525
"21a, Station Road, Ashington, Northumberland, NE63 9UZ",21250
"Land At West Sleekburn Business Centre, _, Sleekburn Business Centre, West Sleekburn, Bedlington, NE22 7DD",5600
"Chemist Within Lintonville Medical Group, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",33000
"Chemist Within Lintonville Medical Group, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",33000
"13, The Oval, Bedlington, Northumberland, NE22 5HS",1350
"1, Ravensworth Terrace, Bedlington, Northumberland, NE22 7JW",5100
"86, Front Street, Newbiggin-By-The-Sea, Northumberland, NE64 6QD",2050
"95, Leander Avenue, Choppington, Northumberland, NE62 5BG",3300
"17, The Oval, Bedlington, Northumberland, NE22 5HS",1475
"162, Station Road, Ashington, Northumberland, NE63 8HG",7800
"Kind Care  Boarding Kennels, Bothalhaugh, Bothal, Morpeth, Northumberland, NE61 6ST",14000
"Kind Care  Boarding Kennels, Bothalhaugh, Bothal, Morpeth, Northumberland, NE61 6ST",14000
"Seaton Hirst Post Office, Newbiggin Road, NE63 0TA",15750
"Haltwhistle Golf Club, Greenhead, Brampton, CA8 7HN",7000
"The Retreat Shepherds Dene, Riding Mill, Northumberland, NE44 6AF",17500
"The Retreat Shepherds Dene, Riding Mill, Northumberland, NE44 6AF",17500
"Seldom Seen, Haltwhistle, Northumberland, NE49 0NE",1025
"Nafferton Farm, Newton, Stocksfield, Northumberland, NE43 7XD",4150
"Ovingham Old School, Ovingham, Prudhoe, NE42 6DE",1500
"Ovingham Old School, Ovingham, Prudhoe, NE42 6DE",1500
"The Paper Shop, 3, Town Hall Buildings, Princes Street, Corbridge, Northumberland, NE45 5AD",11950
"Mill Hill, Coanwood, Haltwhistle, Northumberland, NE49 0PS",3150
"Thorneyhirst Cottage, Ridsdale, Hexham, Northumberland, NE48 3HQ",1900
"Whittle Mill, Whittle Dene, Ovingham, Prudhoe, Northumberland, NE42 6HQ",1425
"The Hayes, Newcastle Road, Corbridge, Northumberland, NE45 5LP",8400
"3, Hill Street, Corbridge, Northumberland, NE45 5AA",16750
"Beaumonts Garage, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",7900
"Brew & Browse, Westgate, Haltwhistle, Northumberland, NE49 9AQ",3150
"13, St Marys Chare, Hexham, Northumberland, NE46 1NQ",7100
"38, Hill Street, Corbridge, Northumberland, NE45 5AA",6500
"Caravan, Nr Old Town Farm, Catton, Hexham, Northumberland, NE47 9LP",285
"High Pit House, Birtley, Hexham, Northumberland, NE48 3JQ",4100
".Albert Edward Club, Hallgate, Hexham, Northumberland, NE46 1XD",3250
"Whittonstall Hall Livery Yard, Whittonstall, Consett, DH8 9JL",2700
"Birkhill Holiday Cottage, Otterburn, Newcastle Upon Tyne, NE19 1JJ",3200
"Arnside House, Birches Nook, Stocksfield, Northumberland, NE43 7JP",4900
"Chicken Coop View Cottage, Elishaw, Otterburn, Newcastle Upon Tyne, NE19 1JH",3200
"The Hearth Centre, Horsley, Newcastle On Tyne, NE15 0NT",10000
"The Hearth Centre, Horsley, Newcastle On Tyne, NE15 0NT",10000
"Sewerage Treatment Works, Home Farm, Newbrough, Hexham, NE47 5HF",1100
"Bankside Cottage, Melkridge, Haltwhistle, NE49 0LP",1600
"Suit A Bility 1, West Cocklaw, Humshaugh, Hexham, NE46 4HN",2650
".Greenhead C E Aided First School, Greenhead, Brampton, CA8 7HB",8300
"1-4, Riverdale Court, Riverdale Hall Hotel, Bellingham, Hexham, Northumberland, NE48 2JT",10250
"43, Fore Street, Hexham, Northumberland, NE46 1LU",12000
"Wmv Coachworks, Kirkholmedale, Lantys Lonnen, Haltwhistle, NE49 0HQ",8900
"A E G Water Solutions Ltd, Central Place, Haltwhistle, Northumberland, NE49 0DF",6800
"High Plains Farm Stables, Riding Mill, NE44 6BP",15750
"High Plains Farm Stables, Riding Mill, NE44 6BP",15750
"11, Hencotes, Hexham, Northumberland, NE46 2EQ",5600
"Indoor Arena, Sinderhope, Hexham, Northumberland, NE47 9SH",6600
"42, West Terrace, Choppington, Northumberland, NE62 5UL",3050
"_, Lord Barrington Arms, Stakeford, Choppington, Northumberland, NE62 5UA",10250
"Linden Cottage , 33, High Market, Ashington, Northumberland, NE63 8NQ",8800
"_, Ringtons Ltd Site 3 Gooch Ave, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",14250
"Bothal County Middle School, High Market, Ashington, Northumberland, NE63 8NT",119000
"Hech Engineering Ltd, Site 5, Gooch Avenue, Barrington Industrial Estate, Bedlington, NE22 7DQ",11000
"_, Site 10 Gooch Avenue, Barrington Industrial Estate, Bedlington,  Northumberland, NE22 7DQ",7800
"2, John Street, Ashington, Northumberland, NE63 0SE",5000
"_, Units 10 - 13 Stephenson Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",17750
"_, R/O 1 Bridge Terrace, Bedlington, Northumberland, NE22 7JT",10000
"1-2, Burdon Terrace, Bedlington, Northumberland, NE22 6DA",4850
"_, R/O Burdon Terrace, Bedlington, Northumberland, NE22 6DA",4700
"_, R/O Burdon Terrace, Bedlington, Northumberland, NE22 6DA",4700
"24-26, Kielder Drive, Ashington, Northumberland, NE63 8DS",4950
"14, Clayton Street, Bedlington, Northumberland, NE22 7JE",4600
"62, Front Street East, Bedlington, Northumberland, NE22 5AB",3500
"64, Front Street East, Bedlington, Northumberland, NE22 5AB",3750
"66, Front Street East, Bedlington, Northumberland, NE22 5AB",12500
"32b, High Market, Ashington, Northumberland, NE63 8PD",1650
"Unit 5, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",3800
"Unit 4b, Solingen House, Jubilee Industrial Estate, Ashington, Northumberland, NE63 8UJ",8600
"Ashington Community Association Football Club, Woodhorn Lane, Ashington, Northumberland, NE63 9FW",18250
"Unit 15, Arch Enterprise Workspace, North Seaton Road, Ashington, NE63 0EF",3650
"7, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",5600
"22, High Market, Ashington, Northumberland, NE63 8PD",4100
"90b, Front Street East, Bedlington, Northumberland, NE22 5AE",4800
"61, Bolsover Street, Ashington, Northumberland, NE63 0HA",6700
"6a, Milburn Road, Ashington, Northumberland, NE63 0HD",7300
