	seqId	date	category	value
93691	2555	1993-03-10	2.0	0.11
93692	2555	1993-03-10	2.0	1.9022
93694	2555	1993-04-09	2.0	0.29
93695	2555	1993-04-10	2.0	1.9022
93697	2555	1993-05-09	3.0	0.75
93698	2555	1993-05-10	2.0	1.9022
93700	2555	1993-06-08	3.0	1.36
93701	2555	1993-06-10	2.0	2.8533
93703	2555	1993-07-08	3.0	2.17
93704	2555	1993-07-10	2.0	1.9022
93705	2555	1993-07-31	3.0	0.00146
93707	2555	1993-08-06	0.0	0.5464
93708	2555	1993-08-07	3.0	1.96
93709	2555	1993-08-08	0.0	0.2261
93710	2555	1993-08-10	2.0	1.9022
93711	2555	1993-08-31	3.0	0.00146
93713	2555	1993-09-06	3.0	1.56
93714	2555	1993-09-06	0.0	0.5464
93715	2555	1993-09-08	0.0	0.2261
93716	2555	1993-09-10	2.0	1.9022
93717	2555	1993-09-30	3.0	0.00146
93719	2555	1993-10-06	3.0	1.15
93720	2555	1993-10-06	0.0	0.5464
93721	2555	1993-10-08	0.0	0.2261
93722	2555	1993-10-10	2.0	1.9022
93723	2555	1993-10-31	3.0	0.00146
93725	2555	1993-11-05	3.0	1.59
93726	2555	1993-11-06	0.0	0.5464
93727	2555	1993-11-08	0.0	0.2261
93728	2555	1993-11-10	2.0	1.9022
93729	2555	1993-11-30	3.0	0.00146
93731	2555	1993-12-05	3.0	1.36
93732	2555	1993-12-06	0.0	0.5464
93733	2555	1993-12-08	0.0	0.2261
93734	2555	1993-12-10	2.0	2.8533
93735	2555	1993-12-24	3.0	0.32
93736	2555	1993-12-31	3.0	0.00146
94163	317	1993-03-10	2.0	0.08
94164	317	1993-03-10	1.0	0.5922
94166	317	1993-04-10	1.0	0.5922
94168	317	1993-05-10	1.0	0.5922
94170	317	1993-06-10	1.0	0.5922
94172	317	1993-07-10	1.0	0.5922
94174	317	1993-07-31	3.0	0.00146
94175	317	1993-08-05	0.0	0.3068
94176	317	1993-08-07	3.0	0.33
94177	317	1993-08-10	1.0	0.5922
94178	317	1993-08-16	3.0	0.08
94180	317	1993-08-31	3.0	0.00146
94181	317	1993-09-05	0.0	0.3068
94182	317	1993-09-06	3.0	0.23
94183	317	1993-09-10	1.0	0.5922
94184	317	1993-09-22	3.0	0.28
94186	317	1993-09-30	3.0	0.00146
94187	317	1993-10-05	0.0	0.3068
94188	317	1993-10-06	3.0	0.01
94189	317	1993-10-10	1.0	0.5922
94191	317	1993-10-31	3.0	0.00146
94192	317	1993-11-05	0.0	0.3068
94193	317	1993-11-05	3.0	0.09
94194	317	1993-11-10	1.0	0.5922
94196	317	1993-11-30	3.0	0.00146
94197	317	1993-12-05	3.0	0.19
94198	317	1993-12-05	0.0	0.3068
94199	317	1993-12-10	1.0	0.5922
94200	317	1993-12-30	3.0	0.08
94202	317	1993-12-31	3.0	0.00146
94524	2219	1993-03-11	2.0	0.04
94525	2219	1993-04-10	2.0	1.24
94526	2219	1993-05-04	2.0	4.5488
94527	2219	1993-05-10	3.0	1.84
94528	2219	1993-05-28	2.0	2.55
94529	2219	1993-05-31	3.0	5.64
94530	2219	1993-05-31	2.0	3.9281
94532	2219	1993-06-09	3.0	1.31
94534	2219	1993-07-02	2.0	1.107
94535	2219	1993-07-07	2.0	2.3833
94536	2219	1993-07-09	3.0	2.31
94537	2219	1993-07-23	2.0	2.6045
94538	2219	1993-07-26	2.0	3.4723
94539	2219	1993-07-26	3.0	2.04
94540	2219	1993-07-26	3.0	0.48
94541	2219	1993-07-31	3.0	0.00146
94543	2219	1993-08-08	3.0	3.03
94544	2219	1993-08-09	2.0	2.695
94545	2219	1993-08-09	3.0	1.97
94546	2219	1993-08-09	2.0	4.6516
94547	2219	1993-08-12	3.0	5.1
94548	2219	1993-08-12	2.0	2.4357
94549	2219	1993-08-31	3.0	0.00146
94551	2219	1993-09-05	3.0	5.56
94552	2219	1993-09-05	2.0	2.8082
94553	2219	1993-09-07	3.0	1.39
94554	2219	1993-09-18	2.0	2.0439
94555	2219	1993-09-18	2.0	2.0426
94556	2219	1993-09-30	2.0	4.4034
94557	2219	1993-09-30	2.0	1.9933
94558	2219	1993-09-30	3.0	5.16
94559	2219	1993-09-30	3.0	0.00146
94561	2219	1993-10-07	3.0	3.25
94562	2219	1993-10-18	2.0	3.2028
94563	2219	1993-10-20	2.0	0.7953
94564	2219	1993-10-28	3.0	5.1
94565	2219	1993-10-28	2.0	2.1872
94566	2219	1993-10-31	3.0	0.00146
94568	2219	1993-11-06	3.0	2.46
94569	2219	1993-11-16	3.0	2.022
94570	2219	1993-11-23	3.0	2.139
94571	2219	1993-11-26	2.0	0.7486
94572	2219	1993-11-30	3.0	0.00146
94574	2219	1993-12-05	3.0	0.4756
94575	2219	1993-12-06	3.0	1.4
94576	2219	1993-12-06	2.0	4.7241
94577	2219	1993-12-16	3.0	0.27
94578	2219	1993-12-31	3.0	0.00146
95012	494	1993-03-11	2.0	0.04
95013	494	1993-04-05	2.0	1.288
95014	494	1993-04-10	2.0	0.66
95016	494	1993-05-10	2.0	0.21
95017	494	1993-05-28	2.0	4.9088
95019	494	1993-06-09	3.0	2.41
95020	494	1993-06-13	2.0	3.5623
95022	494	1993-07-06	2.0	0.5941
95023	494	1993-07-09	3.0	3.42
95024	494	1993-07-18	2.0	2.4515
95025	494	1993-07-26	3.0	1.8906
95026	494	1993-07-31	3.0	0.00146
95027	494	1993-07-31	3.0	0.21
95029	494	1993-08-03	3.0	0.5849
95030	494	1993-08-07	0.0	0.8728
95031	494	1993-08-08	3.0	0.99
95032	494	1993-08-11	2.0	2.7664
95033	494	1993-08-14	0.0	0.0207
95034	494	1993-08-16	3.0	1.2
95035	494	1993-08-31	3.0	0.00146
95037	494	1993-09-07	2.0	1.4154
95038	494	1993-09-07	0.0	0.8728
95039	494	1993-09-07	3.0	1.38
95040	494	1993-09-14	0.0	0.0207
95041	494	1993-09-30	3.0	0.00146
95043	494	1993-10-01	2.0	0.9424
95044	494	1993-10-07	3.0	0.61
95045	494	1993-10-07	0.0	0.8728
95046	494	1993-10-12	2.0	3.8797
95047	494	1993-10-12	2.0	2.1057
95048	494	1993-10-14	0.0	0.0207
95049	494	1993-10-21	3.0	0.99
95050	494	1993-10-31	3.0	0.00146
95052	494	1993-11-06	3.0	2.79
95053	494	1993-11-07	0.0	0.8728
95054	494	1993-11-09	2.0	2.1907
95055	494	1993-11-14	0.0	0.0207
95056	494	1993-11-18	3.0	1.3721
95057	494	1993-11-21	3.0	1.4568
95058	494	1993-11-30	3.0	0.00146
95060	494	1993-12-04	3.0	1.9161
95061	494	1993-12-06	2.0	0.27
95062	494	1993-12-07	0.0	0.8728
95063	494	1993-12-07	2.0	2.9947
95064	494	1993-12-13	3.0	0.4825
95065	494	1993-12-14	0.0	0.0207
95066	494	1993-12-31	3.0	0.00146
95483	2581	1993-03-11	2.0	0.05
95484	2581	1993-03-13	2.0	1.9653
95486	2581	1993-04-10	2.0	0.33
95487	2581	1993-04-13	2.0	1.9653
95489	2581	1993-05-10	3.0	1.22
95490	2581	1993-05-13	2.0	1.9653
95492	2581	1993-06-09	3.0	1.19
95493	2581	1993-06-13	2.0	2.94795
95495	2581	1993-07-09	3.0	1.98
95496	2581	1993-07-13	2.0	1.9653
95498	2581	1993-07-31	3.0	0.00146
95499	2581	1993-08-08	3.0	1.83
95500	2581	1993-08-08	0.0	0.4769
95501	2581	1993-08-13	2.0	1.9653
95502	2581	1993-08-22	3.0	0.336
95504	2581	1993-08-31	3.0	0.00146
95505	2581	1993-09-06	3.0	0.144
95506	2581	1993-09-07	3.0	1.61
95507	2581	1993-09-08	0.0	0.4769
95508	2581	1993-09-13	2.0	1.9653
95510	2581	1993-09-30	3.0	0.00146
95511	2581	1993-10-07	3.0	1.71
95512	2581	1993-10-08	0.0	0.4769
95513	2581	1993-10-11	3.0	0.528
95514	2581	1993-10-13	2.0	1.9653
95516	2581	1993-10-31	3.0	0.00146
95517	2581	1993-11-06	3.0	1.48
95518	2581	1993-11-08	0.0	0.4769
95519	2581	1993-11-13	2.0	1.9653
95521	2581	1993-11-30	3.0	0.00146
95522	2581	1993-12-06	3.0	1.38
95523	2581	1993-12-08	0.0	0.4769
95524	2581	1993-12-11	3.0	0.24
95525	2581	1993-12-13	2.0	2.94795
95527	2581	1993-12-31	3.0	0.00146
95898	112	1993-03-12	2.0	0.02
95899	112	1993-03-13	1.0	0.6582
95901	112	1993-04-13	1.0	0.6582
95903	112	1993-05-13	1.0	0.6582
95905	112	1993-06-13	1.0	0.6582
95907	112	1993-07-10	3.0	0.22
95908	112	1993-07-13	1.0	0.6582
95909	112	1993-07-31	3.0	0.00146
95911	112	1993-08-09	3.0	0.27
95912	112	1993-08-11	0.0	0.2051
95913	112	1993-08-11	3.0	0.144
95914	112	1993-08-13	1.0	0.6582
95915	112	1993-08-31	3.0	0.00146
95917	112	1993-09-08	3.0	0.21
95918	112	1993-09-11	0.0	0.2051
95919	112	1993-09-13	1.0	0.6582
95920	112	1993-09-30	3.0	0.00146
95922	112	1993-10-08	3.0	0.54
95923	112	1993-10-11	0.0	0.2051
95924	112	1993-10-13	1.0	0.6582
95925	112	1993-10-31	3.0	0.00146
95927	112	1993-11-07	3.0	0.28
95928	112	1993-11-11	0.0	0.2051
95929	112	1993-11-13	1.0	0.6582
95930	112	1993-11-30	3.0	0.00146
95932	112	1993-12-07	3.0	0.43
95933	112	1993-12-11	0.0	0.2051
95934	112	1993-12-13	1.0	0.6582
95935	112	1993-12-26	3.0	0.13
95936	112	1993-12-31	3.0	0.00146
96254	3674	1993-03-12	2.0	0.1
96255	3674	1993-03-31	2.0	1.1726
96257	3674	1993-04-11	2.0	0.65
96259	3674	1993-05-01	2.0	2.4008
96260	3674	1993-05-11	3.0	0.79
96261	3674	1993-05-17	2.0	3.8086
96263	3674	1993-06-10	3.0	2.24
96265	3674	1993-07-10	3.0	1.24
96266	3674	1993-07-25	2.0	3.8578
96268	3674	1993-08-09	3.0	2.63
96269	3674	1993-08-30	2.0	2.1764
96270	3674	1993-08-31	3.0	0.00146
96272	3674	1993-09-06	3.0	0.16
96273	3674	1993-09-08	3.0	2.2
96274	3674	1993-09-11	3.0	1.4575
96275	3674	1993-09-12	0.0	0.9503
96276	3674	1993-09-29	2.0	0.9201
96277	3674	1993-09-30	3.0	0.00146
96278	3674	1993-09-30	2.0	2.7911
96280	3674	1993-10-08	3.0	0.17
96281	3674	1993-10-08	3.0	1.85
96282	3674	1993-10-12	0.0	0.9503
96283	3674	1993-10-14	3.0	1.02
96284	3674	1993-10-31	3.0	0.00146
96286	3674	1993-11-07	2.0	0.11
96287	3674	1993-11-12	0.0	0.9503
96288	3674	1993-11-13	3.0	0.18
96289	3674	1993-11-30	3.0	0.00146
96291	3674	1993-12-01	3.0	0.19
96292	3674	1993-12-07	2.0	0.87
96293	3674	1993-12-12	0.0	0.9503
96294	3674	1993-12-31	3.0	0.00146
96824	395	1993-03-12	2.0	0.04
96825	395	1993-04-06	2.0	2.2054
96826	395	1993-04-11	3.0	0.16
96828	395	1993-05-06	2.0	2.2054
96829	395	1993-05-11	3.0	0.97
96831	395	1993-06-06	2.0	3.3081
96832	395	1993-06-10	3.0	2.2
96834	395	1993-07-06	2.0	2.2054
96835	395	1993-07-10	3.0	2.18
96837	395	1993-08-06	2.0	2.2054
96838	395	1993-08-07	0.0	0.3871
96839	395	1993-08-09	3.0	2.18
96840	395	1993-08-14	0.0	0.4036
96841	395	1993-08-31	3.0	0.00146
96843	395	1993-09-02	3.0	0.3
96844	395	1993-09-06	2.0	2.2054
96845	395	1993-09-07	0.0	0.3871
96846	395	1993-09-08	3.0	1.17
96847	395	1993-09-14	0.0	0.4036
96848	395	1993-09-30	3.0	0.00146
96850	395	1993-10-06	2.0	2.2054
96851	395	1993-10-07	0.0	0.3871
96852	395	1993-10-08	3.0	1.6
96853	395	1993-10-11	3.0	0.06
96854	395	1993-10-14	0.0	0.4036
96855	395	1993-10-31	3.0	0.00146
96857	395	1993-11-06	2.0	2.2054
96858	395	1993-11-07	3.0	1.58
96859	395	1993-11-07	0.0	0.3871
96860	395	1993-11-14	0.0	0.4036
96861	395	1993-11-30	3.0	0.00146
96863	395	1993-12-05	3.0	0.256
96864	395	1993-12-06	2.0	3.3081
96865	395	1993-12-07	0.0	0.3871
96866	395	1993-12-07	3.0	1.87
96867	395	1993-12-14	0.0	0.4036
96868	395	1993-12-20	3.0	0.552
96869	395	1993-12-31	3.0	0.00146
97269	2039	1993-03-12	2.0	0.03
97270	2039	1993-04-11	2.0	1.37
97271	2039	1993-05-11	2.0	0.71
97272	2039	1993-06-10	2.0	0.18
97273	2039	1993-07-10	2.0	0.23
97274	2039	1993-08-09	3.0	0.17
97275	2039	1993-09-08	2.0	0.02
97276	2039	1993-10-02	2.0	3.4564
97277	2039	1993-10-08	3.0	1.5
97279	2039	1993-11-07	3.0	0.99
97281	2039	1993-12-07	3.0	0.3
97495	2712	1993-03-12	2.0	0.04
97496	2712	1993-04-11	1.0	0.6604
97497	2712	1993-05-11	1.0	0.6604
97498	2712	1993-06-11	1.0	0.6604
97499	2712	1993-07-11	1.0	0.6604
97500	2712	1993-08-11	1.0	0.6604
97502	2712	1993-08-31	3.0	0.00146
97503	2712	1993-09-08	3.0	0.46
97504	2712	1993-09-09	0.0	0.2976
97505	2712	1993-09-11	1.0	0.6604
97506	2712	1993-09-25	3.0	0.128
97508	2712	1993-09-30	3.0	0.00146
97509	2712	1993-10-08	3.0	0.46
97510	2712	1993-10-09	0.0	0.2976
97511	2712	1993-10-11	1.0	0.6604
97512	2712	1993-10-29	3.0	0.04
97514	2712	1993-10-31	3.0	0.00146
97515	2712	1993-11-07	3.0	0.05
97516	2712	1993-11-09	0.0	0.2976
97517	2712	1993-11-11	1.0	0.6604
97519	2712	1993-11-30	3.0	0.00146
97520	2712	1993-12-07	3.0	0.46
97521	2712	1993-12-09	0.0	0.2976
97522	2712	1993-12-11	1.0	0.6604
97523	2712	1993-12-23	3.0	0.135
97525	2712	1993-12-31	3.0	0.00146
97854	123	1993-03-13	2.0	0.02
97855	123	1993-04-05	1.0	0.4843
97856	123	1993-05-05	1.0	0.4843
97857	123	1993-06-05	1.0	0.4843
97858	123	1993-07-05	1.0	0.4843
97859	123	1993-08-05	1.0	0.4843
97860	123	1993-08-10	0.0	0.3016
97861	123	1993-08-31	3.0	0.00146
97863	123	1993-09-05	1.0	0.4843
97864	123	1993-09-09	3.0	0.29
97865	123	1993-09-10	0.0	0.3016
97866	123	1993-09-30	3.0	0.00146
97868	123	1993-10-05	1.0	0.4843
97869	123	1993-10-09	3.0	0.04
97870	123	1993-10-10	0.0	0.3016
97871	123	1993-10-21	3.0	0.12
97872	123	1993-10-31	3.0	0.00146
97874	123	1993-11-05	1.0	0.4843
97875	123	1993-11-10	0.0	0.3016
97876	123	1993-11-30	3.0	0.00146
97878	123	1993-12-05	1.0	0.4843
97879	123	1993-12-08	3.0	0.35
97880	123	1993-12-10	0.0	0.3016
97881	123	1993-12-26	3.0	0.095
97882	123	1993-12-31	3.0	0.00146
98188	9640	1993-03-13	1.0	1.9106
98189	9640	1993-03-13	2.0	0.11
98191	9640	1993-04-12	2.0	0.05
98192	9640	1993-04-13	1.0	1.9106
98194	9640	1993-05-12	3.0	0.89
98195	9640	1993-05-13	1.0	1.9106
98197	9640	1993-06-11	3.0	1.48
98198	9640	1993-06-13	1.0	2.8659
98200	9640	1993-07-11	3.0	2.14
98201	9640	1993-07-13	1.0	1.9106
98203	9640	1993-07-31	3.0	0.00146
98204	9640	1993-08-05	0.0	1.0597
98205	9640	1993-08-10	3.0	1.03
98206	9640	1993-08-10	0.0	0.4087
98207	9640	1993-08-13	3.0	0.66
98208	9640	1993-08-13	1.0	1.9106
98209	9640	1993-08-16	3.0	0.26
98211	9640	1993-08-31	3.0	0.00146
98212	9640	1993-09-04	3.0	0.38
98213	9640	1993-09-05	0.0	1.0597
98214	9640	1993-09-09	3.0	0.67
98215	9640	1993-09-10	0.0	0.4087
98216	9640	1993-09-13	1.0	1.9106
98218	9640	1993-09-30	3.0	0.00146
98219	9640	1993-10-02	3.0	0.38
98220	9640	1993-10-05	0.0	1.0597
98221	9640	1993-10-09	3.0	0.44
98222	9640	1993-10-10	0.0	0.4087
98223	9640	1993-10-13	1.0	1.9106
98225	9640	1993-10-31	3.0	0.00146
98226	9640	1993-11-05	0.0	1.0597
98227	9640	1993-11-08	2.0	0.08
98228	9640	1993-11-10	0.0	0.4087
98229	9640	1993-11-13	1.0	1.9106
98230	9640	1993-11-17	3.0	0.26
98231	9640	1993-11-26	3.0	1.528
98233	9640	1993-11-30	3.0	0.00146
98234	9640	1993-12-05	0.0	1.0597
98235	9640	1993-12-08	2.0	0.75
98236	9640	1993-12-10	0.0	0.4087
98237	9640	1993-12-13	1.0	2.8659
98238	9640	1993-12-15	3.0	0.24
98240	9640	1993-12-31	3.0	0.00146
98718	2974	1993-03-13	2.0	0.11
98719	2974	1993-04-12	1.0	0.5582
98720	2974	1993-05-12	1.0	0.5582
98721	2974	1993-06-12	1.0	0.5582
98722	2974	1993-07-12	1.0	0.5582
98723	2974	1993-08-12	1.0	0.5582
98724	2974	1993-08-31	3.0	0.00146
98726	2974	1993-09-09	0.0	0.1546
98727	2974	1993-09-12	1.0	0.5582
98728	2974	1993-09-30	3.0	0.00146
98730	2974	1993-10-09	3.0	0.21
98731	2974	1993-10-09	0.0	0.1546
98732	2974	1993-10-12	1.0	0.5582
98733	2974	1993-10-31	3.0	0.00146
98735	2974	1993-11-08	3.0	0.288
98736	2974	1993-11-08	3.0	0.26
98737	2974	1993-11-09	0.0	0.1546
98738	2974	1993-11-12	1.0	0.5582
98739	2974	1993-11-30	3.0	0.00146
98741	2974	1993-12-08	3.0	0.43
98742	2974	1993-12-09	0.0	0.1546
98743	2974	1993-12-12	1.0	0.5582
98744	2974	1993-12-14	3.0	0.115
98745	2974	1993-12-31	3.0	0.00146
99064	2508	1993-03-14	2.0	0.07
99065	2508	1993-04-06	1.0	0.4271
99066	2508	1993-05-06	1.0	0.4271
99067	2508	1993-06-06	1.0	0.4271
99068	2508	1993-07-06	1.0	0.4271
99069	2508	1993-08-06	1.0	0.4271
99070	2508	1993-08-10	0.0	0.2193
99071	2508	1993-08-31	3.0	0.00146
99073	2508	1993-09-06	1.0	0.4271
99074	2508	1993-09-10	0.0	0.2193
99075	2508	1993-09-14	3.0	0.288
99076	2508	1993-09-30	3.0	0.00146
99078	2508	1993-10-06	1.0	0.4271
99079	2508	1993-10-10	0.0	0.2193
99080	2508	1993-10-31	3.0	0.00146
99081	2508	1993-10-31	3.0	0.304
99083	2508	1993-11-06	1.0	0.4271
99084	2508	1993-11-10	0.0	0.2193
99085	2508	1993-11-30	3.0	0.00146
99087	2508	1993-12-06	1.0	0.4271
99088	2508	1993-12-09	3.0	0.06
99089	2508	1993-12-10	0.0	0.2193
99090	2508	1993-12-20	3.0	0.04
99091	2508	1993-12-31	3.0	0.00146
99398	588	1993-03-14	2.0	0.1
99399	588	1993-04-11	2.0	0.7634
99400	588	1993-04-13	2.0	0.82
99402	588	1993-05-11	2.0	0.7634
99403	588	1993-05-13	3.0	0.01
99405	588	1993-06-11	2.0	1.1451
99406	588	1993-06-12	3.0	0.54
99408	588	1993-07-11	2.0	0.7634
99409	588	1993-07-12	3.0	0.58
99411	588	1993-08-11	2.0	0.7634
99412	588	1993-08-11	3.0	0.86
99413	588	1993-08-14	0.0	0.3141
99414	588	1993-08-31	3.0	0.00146
99416	588	1993-09-06	0.0	0.1437
99417	588	1993-09-08	0.0	0.0511
99418	588	1993-09-10	3.0	0.09
99419	588	1993-09-11	2.0	0.7634
99420	588	1993-09-14	0.0	0.3141
99421	588	1993-09-30	3.0	0.00146
99423	588	1993-10-06	0.0	0.1437
99424	588	1993-10-08	0.0	0.0511
99425	588	1993-10-10	3.0	0.18
99426	588	1993-10-11	2.0	0.7634
99427	588	1993-10-14	0.0	0.3141
99428	588	1993-10-31	3.0	0.00146
99430	588	1993-11-06	0.0	0.1437
99431	588	1993-11-08	0.0	0.0511
99432	588	1993-11-09	3.0	0.31
99433	588	1993-11-11	2.0	0.7634
99434	588	1993-11-14	0.0	0.3141
99435	588	1993-11-30	3.0	0.00146
99437	588	1993-12-06	0.0	0.1437
99438	588	1993-12-08	0.0	0.0511
99439	588	1993-12-09	3.0	0.08
99440	588	1993-12-11	2.0	1.1451
99441	588	1993-12-14	0.0	0.3141
99442	588	1993-12-15	3.0	0.08
99443	588	1993-12-31	3.0	0.00146
99906	7231	1993-03-14	2.0	0.05
99907	7231	1993-03-23	2.0	4.6824
99908	7231	1993-03-23	2.0	1.4949
99910	7231	1993-04-02	2.0	2.6812
99911	7231	1993-04-13	3.0	3.36
99913	7231	1993-05-05	2.0	1.3554
99914	7231	1993-05-13	3.0	2.42
99915	7231	1993-05-15	2.0	3.2052
99916	7231	1993-05-24	3.0	5.09
99917	7231	1993-05-24	2.0	3.6092
99919	7231	1993-05-31	2.0	1.9403
99920	7231	1993-05-31	3.0	0.00146
99921	7231	1993-06-02	2.0	1.83
99922	7231	1993-06-04	3.0	1.6149
99923	7231	1993-06-10	3.0	7.65
99924	7231	1993-06-12	2.0	0.91
99926	7231	1993-06-30	3.0	0.00146
99927	7231	1993-07-03	2.0	2.6709
99928	7231	1993-07-07	2.0	3.524
99929	7231	1993-07-12	3.0	2.62
99930	7231	1993-07-21	2.0	4.7973
99932	7231	1993-07-31	3.0	0.00146
99933	7231	1993-08-02	3.0	4.17
99934	7231	1993-08-02	2.0	2.7562
99935	7231	1993-08-10	2.0	2.6558
99936	7231	1993-08-10	3.0	5.23
99937	7231	1993-08-11	3.0	1.58
99939	7231	1993-08-31	3.0	0.00146
99940	7231	1993-09-08	3.0	2.0468
99941	7231	1993-09-10	2.0	0.09
99942	7231	1993-09-24	3.0	1.415
99943	7231	1993-09-28	2.0	4.0824
99945	7231	1993-09-30	3.0	0.00146
99946	7231	1993-10-07	3.0	0.69
99947	7231	1993-10-10	3.0	1.01
99949	7231	1993-10-31	3.0	0.00146
99950	7231	1993-11-09	3.0	0.55
99951	7231	1993-11-18	3.0	1.6784
99953	7231	1993-11-30	3.0	0.00146
99954	7231	1993-12-06	3.0	0.27
99955	7231	1993-12-09	2.0	0.5
99956	7231	1993-12-12	2.0	1.8825
99957	7231	1993-12-17	2.0	0.6459
99958	7231	1993-12-24	2.0	0.5428
99959	7231	1993-12-30	2.0	4.0157
99961	7231	1993-12-31	3.0	0.00146
100329	3108	1993-03-14	2.0	0.06
100330	3108	1993-04-14	1.0	0.3063
100331	3108	1993-05-14	1.0	0.3063
100332	3108	1993-06-14	1.0	0.3063
100333	3108	1993-07-14	1.0	0.3063
100334	3108	1993-08-14	1.0	0.3063
100335	3108	1993-08-23	3.0	0.072
100337	3108	1993-08-31	3.0	0.00146
100338	3108	1993-09-07	0.0	0.0482
100339	3108	1993-09-09	0.0	0.156
100340	3108	1993-09-14	1.0	0.3063
100342	3108	1993-09-30	3.0	0.00146
100343	3108	1993-10-07	0.0	0.0482
100344	3108	1993-10-09	0.0	0.156
100345	3108	1993-10-14	1.0	0.3063
100347	3108	1993-10-31	3.0	0.00146
100348	3108	1993-11-07	0.0	0.0482
100349	3108	1993-11-09	0.0	0.156
100350	3108	1993-11-14	1.0	0.3063
100351	3108	1993-11-28	3.0	0.018
100353	3108	1993-11-30	3.0	0.00146
100354	3108	1993-12-01	3.0	0.063
100355	3108	1993-12-07	0.0	0.0482
100356	3108	1993-12-09	0.0	0.156
100357	3108	1993-12-14	1.0	0.3063
100358	3108	1993-12-14	3.0	0.039
100360	3108	1993-12-31	3.0	0.00146
100720	2458	1993-03-14	2.0	0.11
100721	2458	1993-04-12	1.0	2.592
100722	2458	1993-04-13	2.0	0.03
100724	2458	1993-05-12	1.0	2.592
100725	2458	1993-05-13	3.0	1.18
100727	2458	1993-06-12	3.0	2.72
100728	2458	1993-06-12	1.0	3.888
100730	2458	1993-07-12	1.0	2.592
100731	2458	1993-07-12	3.0	2.67
100733	2458	1993-08-11	3.0	1.34
100734	2458	1993-08-12	1.0	2.592
100735	2458	1993-08-22	3.0	0.3
100737	2458	1993-08-31	3.0	0.003
100738	2458	1993-09-10	3.0	1.96
100739	2458	1993-09-12	1.0	2.592
100741	2458	1993-09-30	3.0	0.003
100742	2458	1993-10-10	3.0	2.18
100743	2458	1993-10-12	1.0	2.592
100745	2458	1993-10-31	3.0	0.003
100746	2458	1993-11-09	3.0	2.48
100747	2458	1993-11-12	1.0	2.592
100749	2458	1993-11-30	3.0	0.003
100750	2458	1993-12-08	3.0	0.27
100751	2458	1993-12-09	3.0	2.5
100752	2458	1993-12-12	1.0	3.888
100754	2458	1993-12-31	3.0	0.003
101052	6701	1993-03-15	2.0	0.02
101053	6701	1993-03-26	2.0	2.9082
101055	6701	1993-04-14	3.0	0.1
101056	6701	1993-04-23	2.0	2.8137
101058	6701	1993-05-14	3.0	3.26
101059	6701	1993-05-14	2.0	3.576
101060	6701	1993-05-30	2.0	2.0984
101062	6701	1993-06-12	2.0	0.9082
101063	6701	1993-06-13	3.0	3.35
101064	6701	1993-06-17	3.0	0.2
101065	6701	1993-06-17	3.0	3.33
101067	6701	1993-06-30	3.0	1.7352
101068	6701	1993-06-30	3.0	0.003
101069	6701	1993-07-10	2.0	0.6024
101070	6701	1993-07-13	2.0	0.85
101071	6701	1993-07-16	3.0	0.22
101073	6701	1993-07-31	3.0	0.003
101074	6701	1993-08-12	3.0	0.15
101075	6701	1993-08-12	2.0	1.7957
101076	6701	1993-08-16	3.0	0.8446
101077	6701	1993-08-17	3.0	0.27
101078	6701	1993-08-27	2.0	1.7743
101079	6701	1993-08-29	2.0	2.9255
101081	6701	1993-08-31	3.0	0.003
101082	6701	1993-09-11	3.0	2.08
101083	6701	1993-09-15	3.0	0.27
101084	6701	1993-09-17	2.0	1.9355
101085	6701	1993-09-27	3.0	1.29
101087	6701	1993-09-30	3.0	0.003
101088	6701	1993-10-03	2.0	3.407
101089	6701	1993-10-11	3.0	3.14
101090	6701	1993-10-15	3.0	0.15
101091	6701	1993-10-22	3.0	1.23
101093	6701	1993-10-31	3.0	0.003
101094	6701	1993-11-03	3.0	0.31
101095	6701	1993-11-10	3.0	0.86
101096	6701	1993-11-24	3.0	0.18
101098	6701	1993-11-30	3.0	0.003
101099	6701	1993-12-10	2.0	0.09
101100	6701	1993-12-12	0.0	0.26502
101101	6701	1993-12-20	3.0	0.78
101103	6701	1993-12-31	3.0	0.003
101531	3883	1993-03-15	2.0	0.05
101532	3883	1993-03-18	2.0	0.07
101534	3883	1993-04-14	2.0	1.18
101535	3883	1993-04-17	2.0	0.05
101536	3883	1993-04-18	2.0	0.07
101538	3883	1993-05-13	2.0	0.05
101539	3883	1993-05-14	2.0	0.35
101540	3883	1993-05-18	2.0	0.07
101541	3883	1993-05-31	3.0	0.00146
101543	3883	1993-06-07	3.0	0.145
101544	3883	1993-06-13	2.0	0.49
101545	3883	1993-06-14	2.0	0.05
101546	3883	1993-06-15	3.0	0.15
101547	3883	1993-06-16	3.0	0.41
101548	3883	1993-06-18	2.0	0.07
101549	3883	1993-06-30	3.0	0.00146
101551	3883	1993-07-13	2.0	0.52
101552	3883	1993-07-17	2.0	0.05
101553	3883	1993-07-18	2.0	0.07
101554	3883	1993-07-31	3.0	0.00146
101556	3883	1993-08-12	2.0	0.18
101557	3883	1993-08-16	3.0	0.115
101558	3883	1993-08-17	2.0	0.05
101559	3883	1993-08-18	2.0	0.07
101560	3883	1993-08-31	3.0	0.00146
101562	3883	1993-09-11	2.0	0.04
101563	3883	1993-09-15	2.0	0.05
101564	3883	1993-09-18	2.0	0.07
101565	3883	1993-09-30	3.0	0.00146
